Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
ABLG1928_1-renamed	29.434396864188912	47.0	150.0	27.27272727272727	6861059.0
ABLG1928_2-renamed	25.484636979881245	47.0	150.0	27.27272727272727	6861059.0
ABLG1929_1-renamed	24.22981269620817	46.0	150.0	27.27272727272727	10473992.0
ABLG1929_2-renamed	21.878786827867884	46.0	150.0	27.27272727272727	10473992.0
ABLG1937_1-renamed	29.171015659568482	47.0	150.0	27.27272727272727	11210424.0
ABLG1937_2-renamed	27.269955589443867	47.0	150.0	27.27272727272727	11210424.0
ABLG1938_1-renamed	28.003510680902465	46.0	150.0	27.27272727272727	12841157.0
ABLG1938_2-renamed	26.18763306403875	46.0	150.0	27.27272727272727	12841157.0
ABLG1944_1-renamed	23.99369473615144	48.0	150.0	9.090909090909092	4955547.0
ABLG1944_2-renamed	21.6407067532039	48.0	150.0	9.090909090909092	4955547.0
ABLG1945_1-renamed	32.82351359724203	46.0	150.0	18.181818181818183	18482079.0
ABLG1945_2-renamed	28.593657565499683	46.0	150.0	18.181818181818183	18482079.0
ABLG1956_1-renamed	21.99918138003413	47.0	150.0	18.181818181818183	5996281.0
ABLG1956_2-renamed	19.83374819187665	47.0	150.0	18.181818181818183	5996281.0
ABLG1981_1-renamed	26.33729650266936	47.0	150.0	27.27272727272727	12084852.0
ABLG1981_2-renamed	24.90646418207099	47.0	150.0	27.27272727272727	12084852.0
ABLG1988_1-renamed	25.855760779317038	46.0	150.0	27.27272727272727	16325549.0
ABLG1988_2-renamed	23.424575924324813	46.0	150.0	27.27272727272727	16325549.0
ABLG1997_1-renamed	29.62773988399188	52.0	150.0	18.181818181818183	19931408.0
ABLG1997_2-renamed	28.153895894000684	52.0	150.0	18.181818181818183	19931408.0
ABLG2005_1-renamed	34.11318639750277	46.0	150.0	18.181818181818183	20210856.0
ABLG2005_2-renamed	30.29742015013815	46.0	150.0	18.181818181818183	20210856.0
ABLG2013_1-renamed	22.271737072379665	47.0	150.0	27.27272727272727	8375475.0
ABLG2013_2-renamed	20.735067417954056	46.0	150.0	27.27272727272727	8375475.0
ABLG2018_CKDL210009362-1a-AK1586-AK425_H5CHMDSX2_L4_1	25.097678100853088	47.0	150.0	27.27272727272727	6231422.0
ABLG2018_CKDL210009362-1a-AK1586-AK425_H5CHMDSX2_L4_2	23.252118279906966	48.0	150.0	27.27272727272727	6231422.0
ABLG2023_1-renamed	28.55014591509105	46.0	150.0	18.181818181818183	14843929.0
ABLG2023_2-renamed	25.4279116896697	46.0	150.0	18.181818181818183	14843929.0
ABLG2032_1-renamed	25.79951961088247	48.0	150.0	27.27272727272727	6903053.0
ABLG2032_2-renamed	24.59104883328412	47.0	150.0	27.27272727272727	6903053.0
ABLG2077_1-renamed	26.196021658497813	47.0	150.0	27.27272727272727	14211512.0
ABLG2077_2-renamed	24.39407439028109	47.0	150.0	27.27272727272727	14211512.0
ABLG2082_CKDL210009362-1a-AK1572-AK425_H5CHMDSX2_L4_1	26.4696315317738	48.0	150.0	18.181818181818183	7580906.0
ABLG2082_CKDL210009362-1a-AK1572-AK425_H5CHMDSX2_L4_2	23.905354499626114	48.0	150.0	18.181818181818183	7580906.0
ABLG2091_CKDL210009362-1a-AK1581-AK413_H5CHMDSX2_L4_1	27.700645036570563	48.0	150.0	27.27272727272727	22688259.0
ABLG2091_CKDL210009362-1a-AK1581-AK413_H5CHMDSX2_L4_2	25.19693864944793	48.0	150.0	27.27272727272727	22688259.0
ABLG2093_1-renamed	22.888731827699758	47.0	150.0	9.090909090909092	14424367.0
ABLG2093_2-renamed	21.048944597414717	47.0	150.0	18.181818181818183	14424367.0
ABLG2099_1-renamed	23.73548362231439	48.0	150.0	27.27272727272727	15378275.0
ABLG2099_2-renamed	22.110539674856284	47.0	150.0	27.27272727272727	15378275.0
ABLG2100_1-renamed	26.672497994656766	47.0	150.0	27.27272727272727	24170445.0
ABLG2100_2-renamed	25.16012864328013	47.0	150.0	27.27272727272727	24170445.0
ABLG2103_1-renamed	23.033530998969013	48.0	150.0	18.181818181818183	15381873.0
ABLG2103_2-renamed	21.077142189219373	47.0	150.0	18.181818181818183	15381873.0
ABLG2105_1-renamed	26.3271650751102	49.0	150.0	27.27272727272727	19270804.0
ABLG2105_2-renamed	24.904600494639766	48.0	150.0	36.36363636363637	19270804.0
ABLG2109_1-renamed	26.26036900932958	47.0	150.0	27.27272727272727	23552827.0
ABLG2109_2-renamed	25.065996897101712	47.0	150.0	27.27272727272727	23552827.0
ABLG2118_1-renamed	25.358005875102236	47.0	150.0	27.27272727272727	21131481.0
ABLG2118_2-renamed	24.090757924810845	47.0	150.0	27.27272727272727	21131481.0
ABLG2120_1-renamed	24.681590887340946	47.0	150.0	27.27272727272727	16349742.0
ABLG2120_2-renamed	23.020218899445553	47.0	150.0	27.27272727272727	16349742.0
ABLG2123_1-renamed	22.316643134689258	47.0	150.0	18.181818181818183	12646383.0
ABLG2123_2-renamed	20.037778005322465	47.0	150.0	27.27272727272727	12646383.0
ABLG2140_1-renamed	29.360477222646566	48.0	150.0	27.27272727272727	15608989.0
ABLG2140_2-renamed	26.521024929897237	47.0	150.0	27.27272727272727	15608989.0
ABLG2147_CKDL210009362-1a-AK1568-AK413_H5CHMDSX2_L4_1	35.02031203865212	48.0	150.0	27.27272727272727	18944716.0
ABLG2147_CKDL210009362-1a-AK1568-AK413_H5CHMDSX2_L4_2	31.594641522595523	48.0	150.0	27.27272727272727	18944716.0
