Sample	Top over-represented sequence	Sum of remaining over-represented sequences
ABLG2611_trimmed_clipped_R1_paired	2.109346422590975	1.3384346637416589
ABLG2611_trimmed_clipped_R2_paired	1.9549130803204842	1.6134176306978942
ABLG2612_trimmed_clipped_R1_paired	1.6411540199651435	1.7133836775443756
ABLG2612_trimmed_clipped_R2_paired	1.4509000241447438	2.073419281436654
ABLG2620_trimmed_clipped_R1_paired	1.367941260678903	1.6152840744080983
ABLG2620_trimmed_clipped_R2_paired	1.109652574622239	1.4885461796131867
ABLG2622_trimmed_clipped_R1_paired	1.1634086822921472	1.5558484796432448
ABLG2622_trimmed_clipped_R2_paired	1.033830143515751	1.846142865886027
ABLG2625_trimmed_clipped_R1_paired	1.5025219552449156	1.7702326771868437
ABLG2625_trimmed_clipped_R2_paired	1.3998989348462103	1.7760948715377427
ABLG2920_trimmed_clipped_R1_paired	2.0726233353298777	1.9657770872193927
ABLG2920_trimmed_clipped_R2_paired	1.8631527387084679	1.9552148525829065
ABLG2923_trimmed_clipped_R1_paired	1.857284252330146	1.857967509482584
ABLG2923_trimmed_clipped_R2_paired	1.7131443234517496	1.9043606701331495
ABLG2924_trimmed_clipped_R1_paired	1.8782802196086845	1.6807584080184916
ABLG2924_trimmed_clipped_R2_paired	1.6156428754252796	1.952226218629726
ABLG2926_trimmed_clipped_R1_paired	2.2527374372123328	2.2790286361880066
ABLG2926_trimmed_clipped_R2_paired	2.0998402723776297	2.396298296184806
ABLG2928_trimmed_clipped_R1_paired	2.2114280603372967	1.9391010974199396
ABLG2928_trimmed_clipped_R2_paired	2.0962858075895867	2.084533679726436
ABLG2929_trimmed_clipped_R1_paired	3.1059153034072007	4.726501541811013
ABLG2929_trimmed_clipped_R2_paired	2.7984467645880295	4.735208722348662
ABLG2930_trimmed_clipped_R1_paired	3.0208189182799905	3.9919242810834894
ABLG2930_trimmed_clipped_R2_paired	2.6012537131206703	4.04093376356211
ABLG2931_trimmed_clipped_R1_paired	3.49913948914228	3.3157576482470823
ABLG2931_trimmed_clipped_R2_paired	3.1641715174228526	3.8320143263429296
ABLG2935_trimmed_clipped_R1_paired	2.460761857036151	2.189566647157111
ABLG2935_trimmed_clipped_R2_paired	2.196954753823924	2.3840160143135414
ABLG2937_trimmed_clipped_R1_paired	2.211792343538397	2.025061681565412
ABLG2937_trimmed_clipped_R2_paired	2.0163442209254105	1.904521768959503
GM100_trimmed_clipped_R1_paired	0.0	0.0
GM100_trimmed_clipped_R2_paired	0.1223787651978319	0.0
GM101_trimmed_clipped_R1_paired	0.0	0.0
GM101_trimmed_clipped_R2_paired	0.0	0.0
GM102_trimmed_clipped_R1_paired	0.0	0.0
GM102_trimmed_clipped_R2_paired	0.0	0.0
GM103_trimmed_clipped_R1_paired	0.0	0.0
GM103_trimmed_clipped_R2_paired	0.0	0.0
GM104_trimmed_clipped_R1_paired	0.0	0.0
GM104_trimmed_clipped_R2_paired	0.0	0.0
GM105_trimmed_clipped_R1_paired	0.0	0.0
GM105_trimmed_clipped_R2_paired	0.0	0.0
GM106_trimmed_clipped_R1_paired	0.0	0.0
GM106_trimmed_clipped_R2_paired	0.0	0.0
GM107_trimmed_clipped_R1_paired	0.0	0.0
GM107_trimmed_clipped_R2_paired	0.10719660012271517	0.0
GM108_trimmed_clipped_R1_paired	0.0	0.0
GM108_trimmed_clipped_R2_paired	0.0	0.0
GM109_trimmed_clipped_R1_paired	0.0	0.0
GM109_trimmed_clipped_R2_paired	0.0	0.0
GM10_trimmed_clipped_R1_paired	0.0	0.0
GM10_trimmed_clipped_R2_paired	0.0	0.0
GM110_trimmed_clipped_R1_paired	0.0	0.0
GM110_trimmed_clipped_R2_paired	0.0	0.0
GM111_trimmed_clipped_R1_paired	0.0	0.0
GM111_trimmed_clipped_R2_paired	0.0	0.0
GM112_trimmed_clipped_R1_paired	0.0	0.0
GM112_trimmed_clipped_R2_paired	0.0	0.0
GM113_trimmed_clipped_R1_paired	0.0	0.0
GM113_trimmed_clipped_R2_paired	0.0	0.0
GM114_trimmed_clipped_R1_paired	0.0	0.0
GM114_trimmed_clipped_R2_paired	0.13441639377882003	0.0
GM115_trimmed_clipped_R1_paired	0.0	0.0
GM115_trimmed_clipped_R2_paired	0.10128085166663044	0.0
GM116_trimmed_clipped_R1_paired	0.0	0.0
GM116_trimmed_clipped_R2_paired	0.0	0.0
GM117_trimmed_clipped_R1_paired	0.0	0.0
GM117_trimmed_clipped_R2_paired	0.0	0.0
GM118_trimmed_clipped_R1_paired	0.0	0.0
GM118_trimmed_clipped_R2_paired	0.10411792119122147	0.0
GM119_trimmed_clipped_R1_paired	0.0	0.0
GM119_trimmed_clipped_R2_paired	0.10916515095524455	0.0
GM11_trimmed_clipped_R1_paired	0.0	0.0
GM11_trimmed_clipped_R2_paired	0.0	0.0
GM120_trimmed_clipped_R1_paired	0.0	0.0
GM120_trimmed_clipped_R2_paired	0.0	0.0
GM121_trimmed_clipped_R1_paired	0.0	0.0
GM121_trimmed_clipped_R2_paired	0.0	0.0
GM122_trimmed_clipped_R1_paired	0.0	0.0
GM122_trimmed_clipped_R2_paired	0.0	0.0
GM123_trimmed_clipped_R1_paired	0.0	0.0
GM123_trimmed_clipped_R2_paired	0.0	0.0
GM124_trimmed_clipped_R1_paired	0.0	0.0
GM124_trimmed_clipped_R2_paired	0.0	0.0
GM125_trimmed_clipped_R1_paired	0.0	0.0
GM125_trimmed_clipped_R2_paired	0.11374077677623168	0.10219808630726746
GM126_trimmed_clipped_R1_paired	0.0	0.0
GM126_trimmed_clipped_R2_paired	0.11201339908742196	0.0
GM127_trimmed_clipped_R1_paired	0.0	0.0
GM127_trimmed_clipped_R2_paired	0.0	0.0
GM128_trimmed_clipped_R1_paired	0.0	0.0
GM128_trimmed_clipped_R2_paired	0.1073399267730114	0.0
GM129_trimmed_clipped_R1_paired	0.0	0.0
GM129_trimmed_clipped_R2_paired	0.10441951125957655	0.0
GM12_trimmed_clipped_R1_paired	0.0	0.0
GM12_trimmed_clipped_R2_paired	0.0	0.0
GM130_trimmed_clipped_R1_paired	0.0	0.0
GM130_trimmed_clipped_R2_paired	0.0	0.0
GM131_trimmed_clipped_R1_paired	0.0	0.0
GM131_trimmed_clipped_R2_paired	0.0	0.0
GM132_trimmed_clipped_R1_paired	0.0	0.0
GM132_trimmed_clipped_R2_paired	0.43878339164434627	0.37965896252288184
GM133_trimmed_clipped_R1_paired	0.0	0.0
GM133_trimmed_clipped_R2_paired	0.0	0.0
GM134_trimmed_clipped_R1_paired	0.0	0.0
GM134_trimmed_clipped_R2_paired	0.10095007287345666	0.0
GM135_trimmed_clipped_R1_paired	0.0	0.0
GM135_trimmed_clipped_R2_paired	0.0	0.0
GM136_trimmed_clipped_R1_paired	0.0	0.0
GM136_trimmed_clipped_R2_paired	0.10596406162589317	0.0
GM137_trimmed_clipped_R1_paired	0.0	0.0
GM137_trimmed_clipped_R2_paired	0.0	0.0
GM138_trimmed_clipped_R1_paired	0.0	0.0
GM138_trimmed_clipped_R2_paired	0.0	0.0
GM139_trimmed_clipped_R1_paired	0.0	0.0
GM139_trimmed_clipped_R2_paired	0.0	0.0
GM13_trimmed_clipped_R1_paired	0.0	0.0
GM13_trimmed_clipped_R2_paired	0.0	0.0
GM140_trimmed_clipped_R1_paired	0.0	0.0
GM140_trimmed_clipped_R2_paired	0.0	0.0
GM141_trimmed_clipped_R1_paired	0.0	0.0
GM141_trimmed_clipped_R2_paired	0.0	0.0
GM142_trimmed_clipped_R1_paired	0.0	0.0
GM142_trimmed_clipped_R2_paired	0.10601639800229341	0.0
GM143_trimmed_clipped_R1_paired	0.0	0.0
GM143_trimmed_clipped_R2_paired	0.0	0.0
GM144_trimmed_clipped_R1_paired	0.0	0.0
GM144_trimmed_clipped_R2_paired	0.0	0.0
GM145_trimmed_clipped_R1_paired	0.0	0.0
GM145_trimmed_clipped_R2_paired	0.0	0.0
GM146_trimmed_clipped_R1_paired	0.0	0.0
GM146_trimmed_clipped_R2_paired	0.0	0.0
GM147_trimmed_clipped_R1_paired	0.0	0.0
GM147_trimmed_clipped_R2_paired	0.0	0.0
GM148_trimmed_clipped_R1_paired	0.0	0.0
GM148_trimmed_clipped_R2_paired	0.0	0.0
GM149_trimmed_clipped_R1_paired	0.0	0.0
GM149_trimmed_clipped_R2_paired	0.10811360293611555	0.10051600155446394
GM14_trimmed_clipped_R1_paired	0.0	0.0
GM14_trimmed_clipped_R2_paired	0.0	0.0
GM150_trimmed_clipped_R1_paired	0.0	0.0
GM150_trimmed_clipped_R2_paired	0.0	0.0
GM151_trimmed_clipped_R1_paired	0.0	0.0
GM151_trimmed_clipped_R2_paired	0.10313538996417311	0.0
GM152_trimmed_clipped_R1_paired	0.0	0.0
GM152_trimmed_clipped_R2_paired	0.0	0.0
GM153_trimmed_clipped_R1_paired	0.0	0.0
GM153_trimmed_clipped_R2_paired	0.0	0.0
GM154_trimmed_clipped_R1_paired	0.0	0.0
GM154_trimmed_clipped_R2_paired	0.0	0.0
GM155_trimmed_clipped_R1_paired	0.0	0.0
GM155_trimmed_clipped_R2_paired	0.0	0.0
GM156_trimmed_clipped_R1_paired	0.0	0.0
GM156_trimmed_clipped_R2_paired	0.0	0.0
GM15_trimmed_clipped_R1_paired	0.0	0.0
GM15_trimmed_clipped_R2_paired	0.0	0.0
GM160_trimmed_clipped_R1_paired	0.0	0.0
GM160_trimmed_clipped_R2_paired	0.0	0.0
GM16_trimmed_clipped_R1_paired	0.0	0.0
GM16_trimmed_clipped_R2_paired	0.0	0.0
GM17_trimmed_clipped_R1_paired	0.0	0.0
GM17_trimmed_clipped_R2_paired	0.0	0.0
GM18_trimmed_clipped_R1_paired	0.0	0.0
GM18_trimmed_clipped_R2_paired	0.0	0.0
GM19_trimmed_clipped_R1_paired	0.0	0.0
GM19_trimmed_clipped_R2_paired	0.0	0.0
GM1_trimmed_clipped_R1_paired	0.0	0.0
GM1_trimmed_clipped_R2_paired	0.0	0.0
GM20_trimmed_clipped_R1_paired	0.0	0.0
GM20_trimmed_clipped_R2_paired	0.0	0.0
GM21_trimmed_clipped_R1_paired	0.0	0.0
GM21_trimmed_clipped_R2_paired	0.0	0.0
GM22_trimmed_clipped_R1_paired	0.0	0.0
GM22_trimmed_clipped_R2_paired	0.0	0.0
GM23_trimmed_clipped_R1_paired	0.0	0.0
GM23_trimmed_clipped_R2_paired	0.0	0.0
GM24_trimmed_clipped_R1_paired	0.0	0.0
GM24_trimmed_clipped_R2_paired	0.0	0.0
GM25_trimmed_clipped_R1_paired	0.0	0.0
GM25_trimmed_clipped_R2_paired	0.0	0.0
GM26_trimmed_clipped_R1_paired	0.0	0.0
GM26_trimmed_clipped_R2_paired	0.0	0.0
GM27_trimmed_clipped_R1_paired	0.0	0.0
GM27_trimmed_clipped_R2_paired	0.0	0.0
GM28_trimmed_clipped_R1_paired	0.0	0.0
GM28_trimmed_clipped_R2_paired	0.0	0.0
GM29_trimmed_clipped_R1_paired	0.0	0.0
GM29_trimmed_clipped_R2_paired	0.0	0.0
GM2_trimmed_clipped_R1_paired	0.0	0.0
GM2_trimmed_clipped_R2_paired	0.0	0.0
GM30_trimmed_clipped_R1_paired	0.0	0.0
GM30_trimmed_clipped_R2_paired	0.0	0.0
GM31_trimmed_clipped_R1_paired	0.0	0.0
GM31_trimmed_clipped_R2_paired	0.0	0.0
GM32_trimmed_clipped_R1_paired	0.0	0.0
GM32_trimmed_clipped_R2_paired	0.0	0.0
GM33_trimmed_clipped_R1_paired	0.0	0.0
GM33_trimmed_clipped_R2_paired	0.0	0.0
GM34_trimmed_clipped_R1_paired	0.0	0.0
GM34_trimmed_clipped_R2_paired	0.0	0.0
GM35_trimmed_clipped_R1_paired	0.0	0.0
GM35_trimmed_clipped_R2_paired	0.0	0.0
GM36_trimmed_clipped_R1_paired	0.0	0.0
GM36_trimmed_clipped_R2_paired	0.0	0.0
GM37_trimmed_clipped_R1_paired	0.0	0.0
GM37_trimmed_clipped_R2_paired	0.0	0.0
GM38_trimmed_clipped_R1_paired	0.0	0.0
GM38_trimmed_clipped_R2_paired	0.0	0.0
GM39_trimmed_clipped_R1_paired	0.0	0.0
GM39_trimmed_clipped_R2_paired	0.0	0.0
GM3_trimmed_clipped_R1_paired	0.0	0.0
GM3_trimmed_clipped_R2_paired	0.10280853868120793	0.0
GM40_trimmed_clipped_R1_paired	0.0	0.0
GM40_trimmed_clipped_R2_paired	0.0	0.0
GM41_trimmed_clipped_R1_paired	0.0	0.0
GM41_trimmed_clipped_R2_paired	0.0	0.0
GM42_trimmed_clipped_R1_paired	0.0	0.0
GM42_trimmed_clipped_R2_paired	0.10276627857259671	0.0
GM43_trimmed_clipped_R1_paired	0.0	0.0
GM43_trimmed_clipped_R2_paired	0.0	0.0
GM44_trimmed_clipped_R1_paired	0.0	0.0
GM44_trimmed_clipped_R2_paired	0.133732478095789	0.0
GM45_trimmed_clipped_R1_paired	0.0	0.0
GM45_trimmed_clipped_R2_paired	0.0	0.0
GM46_trimmed_clipped_R1_paired	0.0	0.0
GM46_trimmed_clipped_R2_paired	0.0	0.0
GM47_trimmed_clipped_R1_paired	0.0	0.0
GM47_trimmed_clipped_R2_paired	0.0	0.0
GM48_trimmed_clipped_R1_paired	0.0	0.0
GM48_trimmed_clipped_R2_paired	0.0	0.0
GM49_trimmed_clipped_R1_paired	0.0	0.0
GM49_trimmed_clipped_R2_paired	0.0	0.0
GM4_trimmed_clipped_R1_paired	0.0	0.0
GM4_trimmed_clipped_R2_paired	0.0	0.0
GM50_trimmed_clipped_R1_paired	0.0	0.0
GM50_trimmed_clipped_R2_paired	0.11494935371315655	0.0
GM51_trimmed_clipped_R1_paired	0.0	0.0
GM51_trimmed_clipped_R2_paired	0.0	0.0
GM52_trimmed_clipped_R1_paired	0.0	0.0
GM52_trimmed_clipped_R2_paired	0.10640424919174613	0.0
GM53_trimmed_clipped_R1_paired	0.0	0.0
GM53_trimmed_clipped_R2_paired	0.0	0.0
GM54_trimmed_clipped_R1_paired	0.0	0.0
GM54_trimmed_clipped_R2_paired	0.0	0.0
GM55_trimmed_clipped_R1_paired	0.0	0.0
GM55_trimmed_clipped_R2_paired	0.0	0.0
GM56_trimmed_clipped_R1_paired	0.0	0.0
GM56_trimmed_clipped_R2_paired	0.0	0.0
GM57_trimmed_clipped_R1_paired	0.0	0.0
GM57_trimmed_clipped_R2_paired	0.1030999611195303	0.0
GM58_trimmed_clipped_R1_paired	0.0	0.0
GM58_trimmed_clipped_R2_paired	0.0	0.0
GM59_trimmed_clipped_R1_paired	0.0	0.0
GM59_trimmed_clipped_R2_paired	0.0	0.0
GM5_trimmed_clipped_R1_paired	0.0	0.0
GM5_trimmed_clipped_R2_paired	0.0	0.0
GM60_trimmed_clipped_R1_paired	0.0	0.0
GM60_trimmed_clipped_R2_paired	0.0	0.0
GM61_trimmed_clipped_R1_paired	0.0	0.0
GM61_trimmed_clipped_R2_paired	0.0	0.0
GM62_trimmed_clipped_R1_paired	0.0	0.0
GM62_trimmed_clipped_R2_paired	0.0	0.0
GM63_trimmed_clipped_R1_paired	0.0	0.0
GM63_trimmed_clipped_R2_paired	0.0	0.0
GM64_trimmed_clipped_R1_paired	0.0	0.0
GM64_trimmed_clipped_R2_paired	0.0	0.0
GM65_trimmed_clipped_R1_paired	0.0	0.0
GM65_trimmed_clipped_R2_paired	0.12747078806209097	0.0
GM66_trimmed_clipped_R1_paired	0.0	0.0
GM66_trimmed_clipped_R2_paired	0.0	0.0
GM67_trimmed_clipped_R1_paired	0.0	0.0
GM67_trimmed_clipped_R2_paired	0.0	0.0
GM68_trimmed_clipped_R1_paired	0.0	0.0
GM68_trimmed_clipped_R2_paired	0.10344566482992718	0.0
GM69_trimmed_clipped_R1_paired	0.0	0.0
GM69_trimmed_clipped_R2_paired	0.0	0.0
GM6_trimmed_clipped_R1_paired	0.0	0.0
GM6_trimmed_clipped_R2_paired	0.0	0.0
GM70_trimmed_clipped_R1_paired	0.0	0.0
GM70_trimmed_clipped_R2_paired	0.0	0.0
GM71_trimmed_clipped_R1_paired	0.0	0.0
GM71_trimmed_clipped_R2_paired	0.0	0.0
GM72_trimmed_clipped_R1_paired	0.0	0.0
GM72_trimmed_clipped_R2_paired	0.0	0.0
GM73_trimmed_clipped_R1_paired	0.0	0.0
GM73_trimmed_clipped_R2_paired	0.0	0.0
GM74_trimmed_clipped_R1_paired	0.0	0.0
GM74_trimmed_clipped_R2_paired	0.0	0.0
GM75_trimmed_clipped_R1_paired	0.0	0.0
GM75_trimmed_clipped_R2_paired	0.0	0.0
GM76_trimmed_clipped_R1_paired	0.0	0.0
GM76_trimmed_clipped_R2_paired	0.0	0.0
GM77_trimmed_clipped_R1_paired	0.0	0.0
GM77_trimmed_clipped_R2_paired	0.0	0.0
GM78_trimmed_clipped_R1_paired	0.0	0.0
GM78_trimmed_clipped_R2_paired	0.0	0.0
GM79_trimmed_clipped_R1_paired	0.0	0.0
GM79_trimmed_clipped_R2_paired	0.0	0.0
GM7_trimmed_clipped_R1_paired	0.0	0.0
GM7_trimmed_clipped_R2_paired	0.0	0.0
GM80_trimmed_clipped_R1_paired	0.0	0.0
GM80_trimmed_clipped_R2_paired	0.0	0.0
GM81_trimmed_clipped_R1_paired	0.0	0.0
GM81_trimmed_clipped_R2_paired	0.0	0.0
GM82_trimmed_clipped_R1_paired	0.0	0.0
GM82_trimmed_clipped_R2_paired	0.0	0.0
GM83_trimmed_clipped_R1_paired	0.0	0.0
GM83_trimmed_clipped_R2_paired	0.11170460355731944	0.0
