Sample	2	7	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
ABLG1928_trimmed_clipped_R1_paired	18919.0	13720.0	14627.0	16768.0	28571.0	46887.0	51277.0	56551.0	107093.0	135707.0	132949.0	151895.0	140265.0	150072.0	133838.0	137498.0	123710.0	123456.0	112227.0	110334.0	98677.0	96912.0	88864.0	87733.0	82211.0	78911.0	75066.0	78717.0	82077.0	55882.0	4031386.0
ABLG1928_trimmed_clipped_R2_paired	127406.0	99523.0	82943.0	78847.0	77074.0	81680.0	81964.0	83736.0	131169.0	156003.0	156946.0	172279.0	161859.0	171439.0	155060.0	155640.0	141195.0	139928.0	125852.0	122414.0	111278.0	107816.0	99653.0	96480.0	89052.0	88919.0	83244.0	87779.0	86954.0	52407.0	3256261.0
ABLG1929_trimmed_clipped_R1_paired	29392.0	21805.0	23281.0	25768.0	43218.0	69362.0	74804.0	83005.0	157793.0	201639.0	205187.0	236980.0	226055.0	246497.0	226681.0	234643.0	214296.0	215915.0	200821.0	197996.0	182963.0	179315.0	167636.0	165279.0	155953.0	150955.0	143392.0	146032.0	148001.0	109503.0	5745320.0
ABLG1929_trimmed_clipped_R2_paired	156380.0	131830.0	113906.0	109654.0	107657.0	111933.0	112370.0	115850.0	186596.0	226238.0	233359.0	263165.0	255357.0	274029.0	255543.0	258810.0	240892.0	241412.0	222127.0	218450.0	202622.0	197223.0	184092.0	179105.0	167379.0	166538.0	157332.0	161018.0	156777.0	106079.0	4715764.0
ABLG1937_trimmed_clipped_R1_paired	26050.0	21819.0	23594.0	26346.0	42426.0	68406.0	73275.0	80609.0	217192.0	271308.0	272498.0	316099.0	298108.0	325782.0	298852.0	308785.0	280522.0	281549.0	258097.0	254610.0	229509.0	226959.0	206802.0	201069.0	185231.0	179028.0	166793.0	170201.0	175462.0	133884.0	5280472.0
ABLG1937_trimmed_clipped_R2_paired	105775.0	91605.0	81426.0	78674.0	79983.0	87129.0	88866.0	94975.0	228430.0	281282.0	288249.0	331417.0	317292.0	344490.0	318972.0	326762.0	301522.0	302168.0	274119.0	269888.0	244530.0	240608.0	219737.0	211474.0	192752.0	191350.0	177037.0	178773.0	177807.0	127834.0	4646411.0
ABLG1938_trimmed_clipped_R1_paired	33444.0	26958.0	29091.0	31886.0	52327.0	84320.0	91476.0	100923.0	209904.0	272302.0	275403.0	323544.0	307400.0	337657.0	309979.0	323193.0	294676.0	297581.0	274752.0	270446.0	247381.0	243059.0	225766.0	221408.0	206412.0	200524.0	189198.0	194476.0	199806.0	150397.0	6523642.0
ABLG1938_trimmed_clipped_R2_paired	140299.0	121445.0	106931.0	104109.0	106305.0	114667.0	117772.0	124813.0	229147.0	288825.0	297907.0	344745.0	334589.0	362579.0	337771.0	347368.0	321176.0	323838.0	296063.0	290765.0	268398.0	262135.0	243705.0	235113.0	217282.0	216025.0	203086.0	207853.0	206175.0	144367.0	5634078.0
ABLG1944_trimmed_clipped_R1_paired	24508.0	14092.0	14245.0	17199.0	29690.0	49870.0	54650.0	60363.0	77878.0	91798.0	90183.0	98317.0	93685.0	98971.0	91438.0	94255.0	85121.0	85954.0	79854.0	78727.0	71409.0	70312.0	66769.0	64892.0	61675.0	60464.0	57836.0	59871.0	61444.0	36232.0	2883083.0
ABLG1944_trimmed_clipped_R2_paired	95213.0	76575.0	68250.0	67986.0	68728.0	72709.0	75119.0	76269.0	91612.0	102602.0	104446.0	111698.0	106601.0	112008.0	105738.0	106336.0	98086.0	98110.0	91673.0	89218.0	81189.0	80965.0	73843.0	72930.0	68177.0	67835.0	64108.0	65548.0	65618.0	34857.0	2330738.0
ABLG1945_trimmed_clipped_R1_paired	62783.0	40990.0	44518.0	51834.0	92550.0	153959.0	169875.0	188146.0	249379.0	291091.0	287739.0	312666.0	301236.0	316887.0	297590.0	305267.0	280904.0	283238.0	266089.0	262262.0	241146.0	237529.0	225811.0	220575.0	209183.0	204473.0	198594.0	208313.0	216401.0	124887.0	11652912.0
ABLG1945_trimmed_clipped_R2_paired	345589.0	281559.0	246194.0	244357.0	249490.0	262948.0	268585.0	270902.0	327183.0	359118.0	364587.0	382929.0	370224.0	385687.0	363803.0	362809.0	338464.0	334727.0	314698.0	306705.0	281332.0	278028.0	256100.0	253313.0	237220.0	238465.0	225465.0	231710.0	235869.0	119517.0	9261250.0
ABLG1956_trimmed_clipped_R1_paired	15308.0	11790.0	12859.0	15309.0	26656.0	44057.0	48236.0	54396.0	89836.0	114393.0	111923.0	127798.0	120488.0	130251.0	118976.0	122444.0	111342.0	112459.0	104885.0	102212.0	94760.0	92314.0	87663.0	85622.0	81022.0	78924.0	75675.0	77843.0	79275.0	54008.0	3460167.0
ABLG1956_trimmed_clipped_R2_paired	90229.0	76377.0	68410.0	66979.0	66658.0	69811.0	71640.0	73042.0	105332.0	126809.0	129451.0	144049.0	137261.0	147654.0	136173.0	138874.0	127585.0	127859.0	118205.0	114153.0	106249.0	104570.0	95758.0	94035.0	89245.0	87978.0	82954.0	84891.0	84520.0	52801.0	2843339.0
ABLG1981_trimmed_clipped_R1_paired	25534.0	20927.0	23595.0	27164.0	46726.0	77604.0	85161.0	95771.0	245948.0	307926.0	305791.0	348389.0	330545.0	352601.0	323851.0	332891.0	302934.0	302185.0	277900.0	272057.0	248406.0	242204.0	223823.0	216573.0	200758.0	192627.0	180706.0	179234.0	176328.0	133616.0	5651185.0
ABLG1981_trimmed_clipped_R2_paired	108421.0	94046.0	85773.0	85826.0	89865.0	98486.0	102704.0	107369.0	254644.0	315874.0	320857.0	362956.0	347929.0	371951.0	345572.0	352906.0	323023.0	320822.0	295446.0	287923.0	263244.0	257061.0	234350.0	227420.0	209288.0	204006.0	189750.0	187599.0	182258.0	130660.0	4992931.0
ABLG1988_trimmed_clipped_R1_paired	43148.0	30429.0	33612.0	38876.0	66786.0	110362.0	119879.0	134124.0	213681.0	261796.0	260933.0	295478.0	284960.0	304425.0	285700.0	296439.0	275501.0	278822.0	261107.0	257813.0	239202.0	236247.0	224158.0	218908.0	208832.0	204236.0	196944.0	203431.0	206050.0	137511.0	10056383.0
ABLG1988_trimmed_clipped_R2_paired	213571.0	182450.0	159645.0	157469.0	159726.0	167890.0	172991.0	176847.0	250552.0	294059.0	303455.0	335527.0	325458.0	348119.0	330522.0	336807.0	314641.0	316400.0	296982.0	291028.0	269921.0	267173.0	248036.0	244501.0	231310.0	229294.0	219698.0	223526.0	223577.0	134475.0	8560123.0
ABLG1997_trimmed_clipped_R1_paired	62555.0	46667.0	53117.0	61789.0	104402.0	172205.0	184752.0	203355.0	311968.0	392453.0	373066.0	438049.0	410127.0	457807.0	422040.0	450378.0	414482.0	430624.0	401379.0	402934.0	374157.0	374690.0	351508.0	348156.0	328269.0	320898.0	306519.0	316318.0	308722.0	226103.0	10430472.0
ABLG1997_trimmed_clipped_R2_paired	196650.0	172692.0	162023.0	171085.0	184297.0	206221.0	212705.0	223220.0	327536.0	403382.0	396531.0	457730.0	435128.0	480636.0	449534.0	472318.0	437354.0	455606.0	417653.0	420139.0	388934.0	386506.0	362970.0	354118.0	332045.0	330120.0	310481.0	317090.0	304743.0	216966.0	9493548.0
ABLG2005_trimmed_clipped_R1_paired	64331.0	42856.0	46029.0	52697.0	89998.0	149563.0	162473.0	181534.0	263903.0	318672.0	312221.0	346921.0	327934.0	351717.0	323814.0	334435.0	304703.0	307929.0	285565.0	283331.0	256680.0	253250.0	237232.0	232494.0	219387.0	213669.0	206529.0	217424.0	225373.0	134278.0	13022712.0
ABLG2005_trimmed_clipped_R2_paired	292607.0	249432.0	219875.0	217786.0	223084.0	236977.0	244044.0	245981.0	324745.0	371405.0	376492.0	405863.0	387983.0	413262.0	385117.0	389322.0	358200.0	357552.0	332847.0	325753.0	297084.0	293981.0	268971.0	266546.0	249934.0	249299.0	236203.0	244920.0	247381.0	129755.0	10927253.0
ABLG2013_trimmed_clipped_R1_paired	19295.0	15721.0	17495.0	19817.0	32010.0	52612.0	56892.0	62564.0	160154.0	191893.0	190472.0	216658.0	206019.0	220158.0	204612.0	209132.0	192494.0	191555.0	178113.0	173503.0	159565.0	155230.0	143560.0	140558.0	131068.0	125541.0	119097.0	119280.0	118047.0	90372.0	4213558.0
ABLG2013_trimmed_clipped_R2_paired	93413.0	79034.0	68645.0	66727.0	67565.0	71501.0	72838.0	75778.0	171672.0	199970.0	203171.0	227901.0	221385.0	234800.0	219792.0	222622.0	206911.0	205800.0	189841.0	184404.0	170852.0	165896.0	153558.0	147678.0	136678.0	135110.0	126536.0	129167.0	124826.0	88272.0	3664702.0
ABLG2018_trimmed_clipped_R1_paired	16625.0	12860.0	14124.0	16729.0	29589.0	50905.0	55906.0	63279.0	102544.0	128954.0	123519.0	141594.0	130572.0	143279.0	127567.0	133300.0	120197.0	121940.0	110362.0	109660.0	98295.0	96916.0	88357.0	86963.0	81301.0	78771.0	73177.0	76430.0	76966.0	51168.0	3520693.0
ABLG2018_trimmed_clipped_R2_paired	90584.0	75883.0	64705.0	66107.0	69559.0	75125.0	77722.0	81944.0	117787.0	143976.0	143594.0	158745.0	150470.0	160625.0	145762.0	149383.0	133853.0	135773.0	121090.0	119265.0	107690.0	104891.0	96504.0	92487.0	84683.0	84080.0	78216.0	79496.0	75958.0	45579.0	2951006.0
ABLG2023_trimmed_clipped_R1_paired	37514.0	27791.0	30268.0	35398.0	61724.0	104012.0	114353.0	126783.0	176845.0	212505.0	212822.0	235590.0	228980.0	243702.0	231581.0	239239.0	222727.0	226410.0	214581.0	212372.0	196503.0	194847.0	185774.0	181824.0	174751.0	171031.0	165589.0	172642.0	177805.0	112893.0	9620637.0
ABLG2023_trimmed_clipped_R2_paired	205585.0	173051.0	151987.0	149923.0	155291.0	164647.0	170529.0	174211.0	218691.0	246501.0	255647.0	276236.0	270381.0	285616.0	272583.0	276789.0	260968.0	260637.0	248146.0	242507.0	225453.0	222846.0	207755.0	205413.0	194740.0	196439.0	185893.0	191550.0	194082.0	109528.0	8155868.0
ABLG2032_trimmed_clipped_R1_paired	16423.0	13624.0	15070.0	16771.0	27726.0	45267.0	49262.0	55048.0	149754.0	190986.0	185407.0	211536.0	195443.0	209499.0	186462.0	192691.0	173115.0	172776.0	154437.0	153034.0	135732.0	132466.0	119243.0	117117.0	106634.0	102318.0	94213.0	96779.0	100753.0	77230.0	3201041.0
ABLG2032_trimmed_clipped_R2_paired	63009.0	54759.0	49335.0	48492.0	50366.0	56288.0	58548.0	63359.0	156000.0	196088.0	194491.0	220754.0	206697.0	220381.0	198928.0	203533.0	184785.0	184988.0	163816.0	161767.0	144477.0	140135.0	126865.0	121716.0	110437.0	108146.0	99600.0	101312.0	100148.0	71701.0	2836936.0
ABLG2077_trimmed_clipped_R1_paired	30578.0	25981.0	29107.0	32143.0	54614.0	88711.0	96438.0	107236.0	259049.0	329125.0	330868.0	384000.0	366428.0	399626.0	369178.0	384979.0	352148.0	355981.0	330456.0	324918.0	298025.0	290568.0	267592.0	261100.0	241958.0	232678.0	216259.0	219214.0	218731.0	170869.0	6763419.0
ABLG2077_trimmed_clipped_R2_paired	158511.0	135922.0	118013.0	114352.0	115623.0	124191.0	127165.0	133819.0	280536.0	347444.0	357584.0	407759.0	396025.0	427126.0	398539.0	410651.0	379251.0	382824.0	351365.0	344628.0	318207.0	307709.0	284286.0	273523.0	251811.0	248261.0	229806.0	232465.0	225435.0	162825.0	5786321.0
ABLG2082_trimmed_clipped_R1_paired	23274.0	17824.0	19910.0	24127.0	42399.0	72956.0	79790.0	90454.0	139790.0	171503.0	168705.0	189893.0	179590.0	193284.0	176548.0	181407.0	165482.0	166253.0	153029.0	149818.0	135827.0	133453.0	123364.0	120672.0	113155.0	108941.0	102230.0	105541.0	103334.0	69236.0	3882772.0
ABLG2082_trimmed_clipped_R2_paired	112925.0	96931.0	85305.0	89154.0	92302.0	101244.0	105229.0	110209.0	152308.0	184271.0	189004.0	207545.0	200244.0	211863.0	195177.0	198053.0	181150.0	182553.0	163449.0	160749.0	146009.0	142018.0	131858.0	126455.0	115679.0	114460.0	107126.0	108034.0	102318.0	63463.0	3227476.0
ABLG2091_trimmed_clipped_R1_paired	68839.0	50060.0	55173.0	63348.0	108694.0	179672.0	196818.0	219473.0	406077.0	512293.0	510550.0	586178.0	557266.0	609901.0	560901.0	584571.0	537189.0	545617.0	507058.0	500007.0	458290.0	452234.0	417834.0	411445.0	385980.0	370550.0	349358.0	352815.0	347343.0	256662.0	10988232.0
ABLG2091_trimmed_clipped_R2_paired	340170.0	288917.0	251685.0	250430.0	253742.0	272008.0	277724.0	289925.0	462413.0	565210.0	580986.0	643983.0	623743.0	667377.0	621625.0	637116.0	586532.0	593041.0	541178.0	531031.0	487351.0	475965.0	442901.0	425619.0	392086.0	384954.0	361448.0	361244.0	342193.0	238386.0	8959445.0
ABLG2093_trimmed_clipped_R1_paired	98922.0	51949.0	52024.0	60534.0	99636.0	162626.0	173907.0	188820.0	248231.0	283260.0	278328.0	296832.0	287112.0	298742.0	280300.0	283546.0	262535.0	262026.0	247090.0	243194.0	223182.0	220795.0	209703.0	202961.0	195808.0	191576.0	186157.0	188649.0	190009.0	107703.0	7921736.0
ABLG2093_trimmed_clipped_R2_paired	281057.0	234242.0	207088.0	206528.0	208496.0	218077.0	223417.0	223707.0	277515.0	305758.0	306824.0	323859.0	311065.0	324381.0	305614.0	303810.0	283979.0	282215.0	265397.0	257998.0	238395.0	236262.0	218491.0	214946.0	203505.0	202533.0	193321.0	196603.0	196960.0	105892.0	6639958.0
