Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
GM100_trimmed_clipped_R1_paired	12.777932540314197	45.0	138.66186608150457	0.0	7021644.0
GM100_trimmed_clipped_R2_paired	13.339338345453442	45.0	135.12258055236066	0.0	7021644.0
GM101_trimmed_clipped_R1_paired	13.419351423358592	45.0	138.66923955794627	0.0	6805055.0
GM101_trimmed_clipped_R2_paired	14.041163714247787	45.0	137.3210619164724	0.0	6805055.0
GM102_trimmed_clipped_R1_paired	13.56627046773275	45.0	139.75618697104034	0.0	9729357.0
GM102_trimmed_clipped_R2_paired	13.58171202228094	45.0	134.39114763699183	0.0	9729357.0
GM103_trimmed_clipped_R1_paired	13.409415795814667	45.0	139.02597293406345	0.0	6672446.0
GM103_trimmed_clipped_R2_paired	13.600522839510305	45.0	134.80740735856085	0.0	6672446.0
GM104_trimmed_clipped_R1_paired	14.411695796109143	45.0	138.76211355418326	0.0	8920235.0
GM104_trimmed_clipped_R2_paired	14.704573436144656	45.0	135.90528310072548	0.0	8920235.0
GM105_trimmed_clipped_R1_paired	13.029940832144888	45.0	138.9330781366566	0.0	6541360.0
GM105_trimmed_clipped_R2_paired	13.53220460185274	45.0	137.26276126065528	0.0	6541360.0
GM106_trimmed_clipped_R1_paired	13.925375852310438	45.0	139.51690107311998	0.0	9664623.0
GM106_trimmed_clipped_R2_paired	14.343861427811007	45.0	135.73831591775487	0.0	9664623.0
GM107_trimmed_clipped_R1_paired	16.712164705232865	45.0	138.76811045484376	0.0	9627174.0
GM107_trimmed_clipped_R2_paired	17.065991584797416	45.0	134.44130011569334	0.0	9627174.0
GM108_trimmed_clipped_R1_paired	12.84484029062692	45.0	138.48034279768206	0.0	7884184.0
GM108_trimmed_clipped_R2_paired	13.41497764968068	45.0	135.34070133320074	0.0	7884184.0
GM109_trimmed_clipped_R1_paired	13.523587075159583	45.0	138.58923608270382	0.0	7040448.0
GM109_trimmed_clipped_R2_paired	13.917239667965703	45.0	136.18452533134254	0.0	7040448.0
GM10_trimmed_clipped_R1_paired	12.761436137052073	45.0	138.80096207049655	0.0	6513452.0
GM10_trimmed_clipped_R2_paired	13.409842035183289	44.0	137.8060931438506	0.0	6513452.0
GM110_trimmed_clipped_R1_paired	12.959188642297917	45.0	138.97987021804775	0.0	8071076.0
GM110_trimmed_clipped_R2_paired	13.1767489886562	45.0	135.61996678014182	0.0	8071076.0
GM111_trimmed_clipped_R1_paired	15.6173165696556	45.0	138.56485607680537	0.0	8748972.0
GM111_trimmed_clipped_R2_paired	16.10248254332724	45.0	137.06268267860497	0.0	8748972.0
GM112_trimmed_clipped_R1_paired	13.062431427306478	45.0	138.78468085651826	0.0	7645558.0
GM112_trimmed_clipped_R2_paired	13.58121788441943	45.0	136.14610025847688	0.0	7645558.0
GM113_trimmed_clipped_R1_paired	14.33851684532631	45.0	138.82388739921612	0.0	7792912.0
GM113_trimmed_clipped_R2_paired	14.792201558897133	45.0	134.8139809611606	0.0	7792912.0
GM114_trimmed_clipped_R1_paired	13.36848375229134	45.0	138.3579800530585	0.0	7089909.0
GM114_trimmed_clipped_R2_paired	13.822981961866688	45.0	133.96412154232164	0.0	7089909.0
GM115_trimmed_clipped_R1_paired	14.138943727871506	45.0	138.46043559127003	0.0	7405153.0
GM115_trimmed_clipped_R2_paired	14.431144184800274	45.0	133.9146919719282	0.0	7405153.0
GM116_trimmed_clipped_R1_paired	12.878586732725978	45.0	139.15695085741103	0.0	7960651.0
GM116_trimmed_clipped_R2_paired	13.1641758224103	45.0	135.70226078244104	0.0	7960651.0
GM117_trimmed_clipped_R1_paired	14.980091903178732	45.0	139.34719723295734	0.0	9609682.0
GM117_trimmed_clipped_R2_paired	15.339007874563634	45.0	135.73080909441123	0.0	9609682.0
GM118_trimmed_clipped_R1_paired	13.506217539681913	45.0	139.48920754383323	0.0	9319241.0
GM118_trimmed_clipped_R2_paired	13.963762996072177	45.0	134.48879452736549	0.0	9319241.0
GM119_trimmed_clipped_R1_paired	14.798328155936147	45.0	138.89083193770716	0.0	10610530.0
GM119_trimmed_clipped_R2_paired	15.050214939719126	45.0	132.69872701929123	0.0	10610530.0
GM11_trimmed_clipped_R1_paired	13.582157711239859	44.0	139.60667649832274	0.0	8086125.0
GM11_trimmed_clipped_R2_paired	13.918278004102518	44.0	136.38315855864212	0.0	8086125.0
GM120_trimmed_clipped_R1_paired	14.719179719418264	45.0	139.52463486018124	0.0	9956460.0
GM120_trimmed_clipped_R2_paired	14.886566989863041	45.0	133.9833725038819	0.0	9956460.0
GM121_trimmed_clipped_R1_paired	16.25399686178399	45.0	139.71537740534893	0.0	10571803.0
GM121_trimmed_clipped_R2_paired	16.513976717924507	45.0	136.74481694371337	0.0	10571803.0
GM122_trimmed_clipped_R1_paired	14.01437116353273	45.0	140.74257781347836	0.0	9536105.0
GM122_trimmed_clipped_R2_paired	13.962345246067898	45.0	133.50580336521043	0.0	9536105.0
GM123_trimmed_clipped_R1_paired	13.057150128752966	45.0	140.3116169788824	0.0	8425478.0
GM123_trimmed_clipped_R2_paired	13.2642739619818	45.0	134.70852882174756	0.0	8425478.0
GM124_trimmed_clipped_R1_paired	13.309272917075916	45.0	140.33903214425195	0.0	10073154.0
GM124_trimmed_clipped_R2_paired	13.440763890021202	45.0	135.46982087239013	0.0	10073154.0
GM125_trimmed_clipped_R1_paired	13.706451462670415	45.0	140.19275468829377	0.0	9607813.0
GM125_trimmed_clipped_R2_paired	13.880916613901533	45.0	133.90573557166442	0.0	9607813.0
GM126_trimmed_clipped_R1_paired	12.244215268245256	45.0	140.1880822836482	0.0	8560583.0
GM126_trimmed_clipped_R2_paired	12.538465178812771	45.0	133.58861797146292	0.0	8560583.0
GM127_trimmed_clipped_R1_paired	15.223217225409599	45.0	138.6813413754348	0.0	8119934.0
GM127_trimmed_clipped_R2_paired	15.727132810277084	45.0	136.68905252185547	0.0	8119934.0
GM128_trimmed_clipped_R1_paired	15.377407843547303	45.0	140.2431377415174	0.0	9565874.0
GM128_trimmed_clipped_R2_paired	15.57459940398192	45.0	134.41903039910414	0.0	9565874.0
GM129_trimmed_clipped_R1_paired	14.522285685635964	45.0	140.62948318113757	0.0	9875549.0
GM129_trimmed_clipped_R2_paired	14.442078776002376	45.0	133.16715850430188	0.0	9875549.0
GM12_trimmed_clipped_R1_paired	12.817579247279056	45.0	139.49569508186985	0.0	7374937.0
GM12_trimmed_clipped_R2_paired	13.329234955464528	45.0	137.8604542655754	0.0	7374937.0
GM130_trimmed_clipped_R1_paired	12.39572725075432	45.0	140.1937965058986	0.0	8506851.0
GM130_trimmed_clipped_R2_paired	12.786985817608297	45.0	136.91993899975444	0.0	8506851.0
GM131_trimmed_clipped_R1_paired	13.504522584478437	45.0	140.38679649013903	0.0	9491658.0
GM131_trimmed_clipped_R2_paired	13.830056436409606	45.0	135.1155084812369	0.0	9491658.0
GM132_trimmed_clipped_R1_paired	12.485537715161115	45.0	140.2279529340464	0.0	8236867.0
GM132_trimmed_clipped_R2_paired	13.152315231636607	45.0	130.66116752886748	0.0	8236867.0
GM133_trimmed_clipped_R1_paired	12.96695135191716	45.0	140.6097285527622	0.0	7529198.0
GM133_trimmed_clipped_R2_paired	13.075205432502116	45.0	136.35147754116707	0.0	7529198.0
GM134_trimmed_clipped_R1_paired	11.356054047848374	45.0	140.33372986812054	0.0	7634471.0
GM134_trimmed_clipped_R2_paired	11.742944190085396	45.0	134.7095724117624	0.0	7634471.0
GM135_trimmed_clipped_R1_paired	14.715327156934194	45.0	138.37438762935955	0.0	8062315.0
