ABLG,AlternateID.s.,CommonName,Phylum,Class,Order,Family,Genus,SpeciesName,Authority,DonatingLab,Collector.ind.,CollectionDate,CruiseID,HaulID,StationID,Equipment.Gear,Locality,Region,StartLatitudeDD,StartLongitudeDD,EndLatitudeDD,EndLongitudeDD,Depth.m.,Temp.degC.,Habitat,Length.mm.,Weight.g.,Age.yrs.,Sex,IdentifiedBy,ReceivedAs,OriginalPreservation,SpecimenLocation,SpecimenPreservation,TissueLocation,TissuePreservation,DNAextracted,ExtractionDate,ExtractionPlate,ExtractionWell,X.DNA.ng.ul,ExtractionVolume.ul.,DNAng,ExtractionGel,DNAquality,DNAlocation,Remaining.DNA.ng.ul,RemainingVolume.ul.,RemainingDNAng,Method,PrepDate,SeqPlateName,i5barcode,i7barcode,MiseqDate,MiseqRawDataLocation,NovaseqDate,NovaseqRawDataLocation,BioProject,BioSampleAccession,Publication.s.
1973,PCod2005_Near_SF152,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/3/2005,SF152,72,,,Near Islands,Aleutian,,,,,,,,850,10540,,F,,,,,,NA,,,,PCod2005_02,F01,23.4,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N501,N710,,NA,NA,NA,NA,NA,NA
1974,PCod2005_Near_SF153,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/3/2005,SF153,72,,,Near Islands,Aleutian,,,,,,,,930,11770,,F,,,,,,NA,,,,PCod2005_02,G01,31.64,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N521,N724,,NA,NA,NA,NA,NA,NA
1975,PCod2005_Near_SF154,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/3/2005,SF154,72,,,Near Islands,Aleutian,,,,,,,,1090,23710,,F,,,,,,NA,,,,PCod2005_02,H01,30.8,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N508,N706,,NA,NA,NA,NA,NA,NA
1976,PCod2005_Near_5455-20,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2/23/2005,5455-20,"54,55",,,Near Islands,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,A02,98.96,200,,yes,HMW bands and smearing,NA,NA,NA,NA,lcWGS,,,N508,N704,,NA,NA,NA,NA,NA,NA
1977,PCod2005_Near_5455-21,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2/23/2005,5455-21,"54,55",,,Near Islands,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,B02,62.03,200,,yes,HMW bands and smearing,NA,NA,NA,NA,lcWGS,,,N501,N707,,NA,NA,NA,NA,NA,NA
1978,PCod2005_Tnga_103-1,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-1,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,C02,22.55,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
1979,PCod2005_Tnga_103-2,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-2,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,D02,58.12,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
1980,PCod2005_Tnga_103-3,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-3,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,E02,146.15,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N501,N709,,NA,NA,NA,NA,NA,NA
1981,PCod2005_Tnga_103-4,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-4,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,F02,68.95,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N510,N715,,NA,NA,NA,NA,NA,NA
1982,PCod2005_Tnga_103-5,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-5,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,G02,38.98,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N516,N714,,NA,NA,NA,NA,NA,NA
1983,PCod2005_Tnga_103-6,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-6,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,H02,12.83,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
1984,PCod2005_Tnga_103-7,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-7,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,A03,25.5,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
1985,PCod2005_Tnga_103-8,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-8,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,B03,58.49,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
1986,PCod2005_Tnga_103-9,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-9,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,C03,10.23,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
1987,PCod2005_Tnga_103-10,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-10,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,D03,140.08,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N511,N715,,NA,NA,NA,NA,NA,NA
1988,PCod2005_Tnga_103-11,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-11,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,E03,40.18,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N502,N702,,NA,NA,NA,NA,NA,NA
1989,PCod2005_Tnga_103-12,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-12,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,F03,11.08,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
1990,PCod2005_Tnga_103-13,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-13,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,G03,55.96,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N508,N709,,NA,NA,NA,NA,NA,NA
1991,PCod2005_Tnga_103-14,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-14,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,H03,41.06,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N517,N714,,NA,NA,NA,NA,NA,NA
1992,PCod2005_Tnga_103-15,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-15,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,A04,58.1,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N504,N704,,NA,NA,NA,NA,NA,NA
1993,PCod2005_Tnga_103-16,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-16,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,B04,54.67,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N520,N714,,NA,NA,NA,NA,NA,NA
1994,PCod2005_Tnga_103-17,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-17,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,C04,27.62,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,4/19/2021,,N517,N723,,NA,NA,NA,NA,NA,NA
1995,PCod2005_Tnga_103-18,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-18,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,D04,19.46,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
1996,PCod2005_Tnga_103-19,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-19,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,E04,33.71,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N513,N714,,NA,NA,NA,NA,NA,NA
1997,PCod2005_Tnga_103-20,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-20,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,F04,54.7,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N508,N702,,NA,NA,NA,NA,NA,NA
1998,PCod2005_Tnga_103-21,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-21,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,G04,5.97,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
1999,PCod2005_Tnga_103-22,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-22,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,H04,134.1,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N502,N710,,NA,NA,NA,NA,NA,NA
2000,PCod2005_Tnga_103-23,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-23,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,A05,16.47,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2001,PCod2005_Tnga_103-24,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-24,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,B05,37.99,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N504,N710,,NA,NA,NA,NA,NA,NA
2002,PCod2005_Tnga_103-25,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-25,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,C05,25.75,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2003,PCod2005_Tnga_103-26,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-26,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,D05,21.53,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2004,PCod2005_Tnga_103-27,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-27,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,E05,32.08,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N513,N714,,NA,NA,NA,NA,NA,NA
2005,PCod2005_Tnga_103-28,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-28,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,F05,48.08,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N503,N705,,NA,NA,NA,NA,NA,NA
2006,PCod2005_Tnga_103-29,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-29,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,G05,17.68,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2007,PCod2005_Tnga_103-30,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-30,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,H05,15.4,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2008,PCod2005_Tnga_103-31,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-31,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,A06,5.04,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2009,PCod2005_Tnga_103-32,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-32,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,B06,70,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N501,N710,,NA,NA,NA,NA,NA,NA
2010,PCod2005_Tnga_103-33,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-33,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,C06,49.97,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N520,N714,,NA,NA,NA,NA,NA,NA
2011,PCod2005_Tnga_103-34,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-34,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,D06,75.86,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N505,N707,,NA,NA,NA,NA,NA,NA
2012,PCod2005_Tnga_103-35,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-35,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,E06,36.36,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N504,N709,,NA,NA,NA,NA,NA,NA
2013,PCod2005_Tnga_103-36,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-36,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,F06,75.84,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N510,N715,,NA,NA,NA,NA,NA,NA
2014,PCod2005_Tnga_103-37,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-37,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,G06,55.26,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N521,N714,,NA,NA,NA,NA,NA,NA
2015,PCod2005_Tnga_103-38,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-38,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,H06,20.87,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2016,PCod2005_Tnga_103-39,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-39,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,A07,20.68,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2017,PCod2005_Tnga_103-40,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-40,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,B07,27.27,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,4/19/2021,,N516,N716,,NA,NA,NA,NA,NA,NA
2018,PCod2005_Tnga_103-41,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-41,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,C07,29.08,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,4/19/2021,,N521,N723,,NA,NA,NA,NA,NA,NA
2019,PCod2005_Tnga_103-42,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-42,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,D07,202.77,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2020,PCod2005_Tnga_103-43,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-43,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,E07,44.59,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N517,N714,,NA,NA,NA,NA,NA,NA
2021,PCod2005_Tnga_103-44,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-44,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,F07,56.95,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N521,N714,,NA,NA,NA,NA,NA,NA
2022,PCod2005_Tnga_103-45,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-45,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,G07,36.98,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N515,N714,,NA,NA,NA,NA,NA,NA
2023,PCod2005_Tnga_103-46,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-46,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,H07,64.74,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N503,N708,,NA,NA,NA,NA,NA,NA
2024,PCod2005_Tnga_103-47,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-47,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,A08,64.03,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2025,PCod2005_Tnga_103-48,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-48,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,B08,14.97,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2026,PCod2005_Tnga_103-49,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-49,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,C08,7.99,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2027,PCod2005_Tnga_103-50,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-50,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,D08,54.93,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N507,N706,,NA,NA,NA,NA,NA,NA
2028,PCod2005_Tnga_103-51,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-51,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,E08,130.43,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2029,PCod2005_Tnga_103-52,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-52,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,F08,21.53,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2030,PCod2005_Tnga_103-53,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-53,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,G08,36.05,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2031,PCod2005_Tnga_103-54,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-54,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,H08,9.77,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2032,PCod2005_Tnga_103-55,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-55,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,A09,32.17,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N503,N709,,NA,NA,NA,NA,NA,NA
2033,PCod2005_Tnga_103-56,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-56,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,B09,17.13,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2034,PCod2005_Tnga_103-57,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/12/2005,103-57,103,,,Tanaga Island,Aleutian,,,,,,,,,,,,,,,,,NA,,,,PCod2005_02,C09,152.59,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
