""	"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"904"	"stc2b"	43.2344340653771	1.36677289045343	0.239581138045413	5.69541938918412	1.23069022822729e-08	4.1711197314638e-07
"905"	"LOC132460903"	27.8341019287101	-1.03758242015716	0.189744822442523	-5.46186398332954	4.71161026967478e-08	1.30262978042551e-06
"906"	"LOC132460795"	52.9525766238615	-0.969601962659752	0.242370168956093	-3.99847567678676	6.37517309298569e-05	0.000539231841905834
"907"	"LOC132460815"	87.9407085568836	-0.590477520016927	0.138918783453947	-4.25039629766812	2.13392618149833e-05	0.000219537114814289
"908"	"LOC132460839"	118.073017058829	0.644330224695889	0.129133202307315	4.98780887692138	6.10679366481959e-07	1.1534524596598e-05
"909"	"LOC132460837"	19.6376421506271	-0.964328700024662	0.236884195395474	-4.06901700942403	4.72119009738724e-05	0.000423534839534319
"910"	"cpeb4b"	824.834635764106	-0.920055641322313	0.190691857718866	-4.82515765203765	1.3989256667224e-06	2.29816712587488e-05
"911"	"LOC132460893"	12016.4639315937	0.742773561305115	0.133734549761914	5.55410801139808	2.79032913516905e-08	8.26051314995147e-07
"912"	"LOC132460865"	345.635431206258	0.617682321206219	0.105880229591336	5.83309062930523	5.44099947727937e-09	2.00322686338616e-07
"913"	"LOC132460924"	223.249549327323	-0.785164374072999	0.241371173204776	-3.25475654984997	0.00113489605132445	0.00556551795825301
"914"	"cdkn2aipnl"	382.79107158091	-0.713581359948153	0.234872633058245	-3.03926867293284	0.00237153252883832	0.00996854559934184
"915"	"fnip1"	393.598273040149	-0.813734721857007	0.204329051086677	-3.9830620938055	6.8032970817744e-05	0.000567006769643096
"916"	"slc22a21"	47.3163384002253	1.5400620480926	0.288747010415693	5.4373717244304	5.40722523604693e-08	1.4606556661843e-06
"917"	"LOC132461615"	78.3136433182085	-0.953094206498642	0.230720091321661	-4.13316714087868	3.57798332229819e-05	0.000337465709188931
"918"	"ins"	41.4690198264179	1.17724956099476	0.238698228370832	4.92626613161113	8.3815822259543e-07	1.50288296377865e-05
"919"	"cct8"	893.917046911726	0.979551732579642	0.157504514313993	6.21885419317668	5.00798396644084e-10	2.37404625546375e-08
"920"	"LOC132461629"	25.8187235603371	-1.45186950590202	0.209821341327229	-6.89115699537374	5.53404215382824e-12	4.44240179822129e-10
"921"	"LOC132461632"	705.388647235952	-1.13380539678862	0.174234631941194	-6.50757610621952	7.63730617588812e-11	4.51540060646397e-09
"922"	"cadm2a"	82.5074714273272	-0.875035941524894	0.195824248145882	-4.46672943350072	7.94244761041565e-06	9.55332877584489e-05
"923"	"slc7a1a"	121.232864079221	0.758328500110455	0.175115955590651	4.32947676290561	1.49464039816231e-05	0.000162650064634228
"924"	"LOC132461667"	221.889184946292	-0.820257742562582	0.223026293305651	-3.67909587673453	0.000234062268653869	0.00154472578211694
"925"	"tpte"	33.1770134915178	-0.632315932144812	0.223602312430225	-2.83051035668952	0.00464738065571128	0.0170627445689061
"926"	"ilk"	9.87341086600843	-0.737919000629508	0.246587726199581	-2.98255717306483	0.00285851253070972	0.0115406576038061
"927"	"angptl5"	16.7644566854898	-1.04259660650312	0.243725962665253	-4.2714179766205	1.94233968486943e-05	0.000203140443177476
"928"	"chek1"	40.3601376803282	-0.61807498226241	0.171447307558389	-3.60506330230043	0.000312076850406482	0.00196398559305702
"929"	"alg9"	95.0779079882605	0.587244707300656	0.207486605389578	2.830152701091	0.00465257926378215	0.0170775088057753
"930"	"LOC132461690"	137.686101520948	0.802153674409665	0.181936407342277	4.40809817745481	1.0428227521618e-05	0.000120247908130835
"931"	"cul5b"	88.0074791937522	0.580103729600048	0.144274611707418	4.0190384133078	5.84361440977433e-05	0.000503730259672217
"932"	"LOC132461724"	387.9434240354	0.680162593259242	0.215778568391295	3.15238329696067	0.00161943541393268	0.00737799312641567
"933"	"LOC132461727"	138.467255944124	-1.19987395112972	0.186253076750632	-6.44160253477565	1.18218540518079e-10	6.57041436304694e-09
"934"	"lrrc32"	19.6710149337591	-0.705888184117318	0.24740846744881	-2.85487432302651	0.00430538623217013	0.0160591238580252
"935"	"emsy"	812.13202821095	-0.631943698414832	0.208517054732561	-3.03094780573203	0.00243787385902507	0.0101842840877231
"936"	"LOC132461733"	70.4125452195076	-0.962335042548157	0.256860736099829	-3.75243553235358	0.000175124875130156	0.00122309168928168
"937"	"LOC132461734"	25.7200431872896	-0.949023310921899	0.251204169774257	-3.77474768149648	0.000160169699723299	0.00113559221123469
"938"	"LOC132461389"	10.7319059925907	-0.744454169257127	0.234778884470658	-3.16872548192894	0.00153108934292863	0.00705975270455267
"939"	"LOC132461740"	746.419350258722	0.834400433063778	0.202705733861295	4.11639611647977	3.84842668412598e-05	0.000357167482277233
"940"	"LOC132461390"	217.591382573873	1.02084839423112	0.254147860706443	4.01969228035505	5.82742051594942e-05	0.00050346356381694
"941"	"dlg2"	72.6003231372301	-0.765320865586598	0.242765307344697	-3.15337128105139	0.00161396388545647	0.00735537547044659
"942"	"si:ch73-261i21.5"	42.1129804719926	-1.23205667691425	0.274599941630906	-4.50780141841439	6.5502838484249e-06	8.14210946917323e-05
"943"	"LOC132461762"	33.1782274326555	0.718180214650968	0.214657149390146	3.34200438571725	0.000831757465020237	0.00433697835642831
"944"	"LOC132461769"	53.9918917403254	-0.845427408431102	0.243120611201339	-3.48263962244419	0.000496496238487189	0.00284045024841229
"945"	"LOC132461763"	18349.8613405691	1.28526774059178	0.16588858020573	7.74815191224835	9.32395564363469e-15	1.5197000063659e-12
"946"	"tmem218"	14.0894043409243	-1.06229888570349	0.275076689092874	-3.86853729898839	0.00010949018954356	0.000825501397878839
"947"	"fez1"	17.0949411064943	-0.965429674201757	0.226280996302516	-4.26031594141126	2.04138132989963e-05	0.000211898421479006
"948"	"jam3b"	134.735829282518	-0.824159201404878	0.146188799310942	-5.63666862680476	1.73371264835057e-08	5.55170765496102e-07
"949"	"LOC132461788"	30.6115415859371	-1.02790780515658	0.25848116854885	-3.98283343348382	6.80984848993371e-05	0.000567070391475192
"950"	"exoc3l2a"	26.481568101387	0.987418024106116	0.161026572311031	6.11354058649357	9.74445731360078e-10	4.38984775748736e-08
"951"	"LOC132461396"	175.008909294423	-1.76025085310394	0.236568849903713	-7.44659192942013	9.57823018163883e-14	1.20818962621611e-11
"952"	"tmprss2"	858.770193834148	-0.962336704842538	0.241235586182885	-3.9918259396556	6.55664920160293e-05	0.000551047238229734
"953"	"hmgn1b"	947.199742417926	-1.01063911884563	0.170522025980421	-5.92665356267136	3.09170265425454e-09	1.21211455953017e-07
