Cold_Downregulated	Cold_Upregulated	Cool_Downregulated	Cool_Upregulated	Warm_Downregulated	Warm_Upregulated
132455646	132456458	132464341	132461814	132460839	132456111
132455647	132456464	132464369	132461397	132460921	132456129
132455653	132455224	132464407	132461834	132460893	132456157
132455654	132455294	132464392	132461843	132460865	132456162
132455046	132455279	132464397	132461860	132461607	132456170
132455014	132455321	132465096	132461865	132461623	132456184
132455037	132455175	132465056	132461868	132461627	132456187
132455658	132455188	132465107	132461890	132461628	132456193
132455057	132455189	132465067	132461891	132461646	132456201
132455021	132455212	132464485	132461405	132461656	132456203
132455033	132455199	132464482	132461899	132461678	132456205
132455038	132455181	132464530	132461903	132461688	132456214
132456663	132455276	132464551	132460987	132461690	132456223
132455013	132455491	132464565	132461968	132461689	132456224
132455666	132455428	132464569	132461032	132461724	132456231
132455690	132455419	132464591	132461003	132461740	132456254
132455707	132455408	132464616	132461001	132461390	132456266
132455701	132455443	132464590	132461004	132461762	132456269
132455677	132455402	132464618	132461046	132461763	132455091
132455720	132455368	132464621	132461424	132461770	132456278
132455722	132455434	132464623	132461978	132461791	132455524
132455739	132455382	132464656	132461987	132461829	132456283
132455749	132455373	132464665	132461427	132461834	132456285
132455751	132455381	132464660	132462024	132461836	132456294
132455755	132456493	132464674	132462029	132461837	132455104
132455766	132456496	132464690	132462028	132461842	132455095
132456669	132456524	132465217	132462076	132461874	132455151
132455793	132456531	132465197	132462102	132461890	132456349
132455774	132456530	132465163	132461064	132461888	132456602
132455784	132456542	132465155	132461063	132461883	132456357
132455791	132456543	132465127	132461067	132461405	132456374
132455799	132456547	132465131	132461070	132461912	132456368
132455822	132456572	132465134	132462342	132460976	132456366
132455824	132456564	132464971	132462352	132461935	132456380
132455828	132456578	132464735	132462355	132460994	132456403
132455838	132457125	132464761	132462358	132461048	132456423
132455839	132457158	132464757	132462371	132461981	132456417
132455850	132457558	132464763	132462381	132461982	132456444
132455857	132457153	132464799	132462420	132462038	132456440
132455864	132457576	132464878	132462426	132462054	132456469
132455871	132457605	132464870	132463721	132462079	132456457
132455879	132457615	132466565	132462450	132462106	132456481
132455881	132457626	132466629	132462456	132461439	132455300
132455889	132457630	132466627	132463708	132461060	132455174
132455890	132457631	132465459	132462477	132461076	132455176
132455895	132457642	132465453	132463710	132462156	132455322
132455900	132457665	132465500	132463709	132462141	132455252
132455902	132457670	132465508	132462582	132462146	132455488
132455910	132457681	132466284	132462607	132462147	132455301
132455935	132457685	132466275	132462620	132462160	132455276
132455939	132457693	132465622	132462619	132462382	132456484
132455946	132457694	132466305	132462628	132462399	132456486
132455947	132457712	132466325	132462663	132462387	132456488
132455948	132457718	132466315	132462725	132462417	132456490
132455953	132457746	132466334	132462778	132462416	132455499
132455960	132457744	132465697	132462789	132462434	132455500
132455981	132457755	132465708	132462807	132462427	132455352
132454855	132457794	132465712	132462805	132462441	132455387
132455985	132457783	132465849	132462814	132462439	132455365
132455982	132457781	132465862	132462829	132462598	132455395
132455995	132457786	132465871	132462831	132463698	132455419
132455996	132457820	132465937	132462838	132463690	132455434
132456006	132457821	132465958	132462853	132463692	132455399
132456005	132457827	132466001	132462834	132462548	132455372
132456008	132457834	132466055	132462877	132462570	132455510
132456010	132457966	132466415	132462874	132462576	132456620
132456012	132457846	132466389	132462885	132462574	132456571
132456018	132457845	132466372	132462886	132462582	132456574
132455069	132457853	132466060	132462907	132462612	132456580
132456026	132457850	132466111	132462901	132462628	132456584
132456031	132457855	132466145	132462930	132462654	132456595
132456033	132457869	132466154	132463051	132462702	132456594
132456051	132457873	132466436	132463050	132462696	132457502
132456053	132457907	132466184	132463025	132462753	132457125
132456057	132457904	132466185	132463052	132462756	132457148
132456056	132457938	132466216	132463028	132462789	132457526
132456058	132457920	132466228	132462931	132462821	132457527
132456067	132457929	132466247	132463130	132462805	132457135
132456068	132457933	132467902	132463139	132462812	132457122
132456071	132457954	132467992	132462951	132462816	132457647
132456084	132457965	132468026	132463168	132462829	132457182
132456094	132457971	132468347	132463176	132462862	132457154
132456099	132457978	132468332	132463209	132462878	132457161
132456111	132458042	132467003	132463261	132462943	132457560
132456156	132458025	132467386	132463262	132462478	132457572
132454876	132458049	132467264	132463263	132463005	132457573
132456162	132458068	132467282	132463264	132463062	132457574
132456165	132458063	132467568	132463291	132462921	132457590
132456187	132458082	132468328	132463286	132463085	132457605
132456206	132458087	132467490	132463271	132462927	132457607
132456210	132458108	132467783	132463014	132463107	132457623
132456211	132458123	132468215	132463308	132463112	132457616
132456223	132458165	132467927	132463326	132463122	132457628
132456228	132458176	132467912	132463343	132463125	132457630
132456254	132458191	132467574	132463108	132463139	132457634
132456261	132458097	132467155	132463398	132463229	132457670
132455101	132458218	132467147	132463413	132463258	132457667
132455524	132458231	132467144	132463414	132463292	132457674
132456287	132458233	132467166	132463466	132463290	132457681
132456285	132458240	132467167	132463495	132463282	132457679
132455092	132458239	132468295	132463510	132463320	132457688
132456294	132458238	132467242	132463534	132463327	132457917
132456333	132458256	132468400	132463581	132463340	132457689
132456343	132458265	132466976	132463601	132463345	132457702
132455143	132458266	132466977	132463588	132463357	132457703
132456344	132458283	132467308	132463622	132463380	132457709
132455149	132458293	132467619	132463632	132463400	132457712
132456352	132457447	132467631	132463629	132463142	132457935
132456374	132457272	132467024	132463936	132463446	132457737
132456380	132457289	132467040	132463954	132463469	132457746
132456382	132457413	132467044	132463975	132463470	132457744
132456381	132457416	132467246	132463988	132463481	132457793
132456413	132457319	132467519	132464907	132463482	132457787
132456416	132457347	132467710	132464001	132463499	132457772
132456425	132457228	132467286	132464008	132463503	132457791
132456444	132457314	132467314	132464010	132463516	132457802
132456450	132457470	132467351	132464034	132463527	132457808
132456451	132457302	132467358	132464047	132463619	132457806
132456446	132457356	132467363	132464085	132463622	132457826
132456454	132458212	132468150	132464922	132463626	132457835
132456460	132458217	132468180	132464090	132463666	132457837
132456474	132457390	132467573	132464092	132463966	132457838
132455235	132457263	132467679	132464106	132463982	132457853
132455307	132457285	132467721	132464121	132463989	132457989
132455237	132457359	132467758	132464120	132463994	132457880
132456606	132457300	132467887	132464124	132463999	132457881
132455262	132457371	132467891	132464127	132464058	132457887
132455250	132457230	132467893	132464137	132464916	132457886
132455272	132457344	132467952	132464140	132464086	132457893
132455246	132458305	132467979	132464152	132464923	132457896
132455173	132458311	132468074	132464149	132464128	132458019
132455284	132458314	132468122	132464197	132464152	132457920
132455305	132457209	132468356	132464191	132464149	132457943
132455227	132458327	132468320	132464234	132464159	132457970
132455208	132459199	132468849	132464216	132464181	132457981
132455178	132459171	132468854	132464249	132464179	132457978
132455183	132459196	132469303	132464252	132464197	132457998
132455293	132459182	132469338	132464282	132464194	132458022
132455205	132458739	132469288	132464986	132464192	132458020
132455180	132459240	132469328	132465038	132464205	132458030
132455203	132458720	132468829	132464983	132464262	132458031
132455211	132458770	132468728	132465004	132464274	132458052
132455492	132458759	132469698	132464995	132464277	132458055
132456486	132459278	132468772	132465009	132464291	132458057
132456490	132459298	132468773	132464327	132464998	132458063
132455421	132459284	132469795	132464374	132465004	132458078
132455414	132459287	132469173	132464379	132465013	132458085
132455396	132459295	132469384	132464428	132464323	132458086
132455424	132459307	132469400	132465054	132464311	132458105
132455436	132459314	132469528	132465091	132464312	132458112
132455367	132459325	132468765	132465075	132464303	132458115
132455358	132459333	132468633	132465073	132464943	132458130
132455384	132459354	132468634	132465068	132464350	132458133
132455413	132459353	132469612	132465057	132464358	132458137
132455429	132459367	132468904	132464484	132464380	132458138
132455347	132459369	132468700	132464536	132464414	132458158
132455364	132459376	132468703	132464541	132464409	132458169
132455397	132459086	132469262	132464552	132464396	132458170
132455362	132459390	132469359	132464560	132464432	132458179
132455392	132459391	132469362	132464557	132464429	132458191
132455349	132459421	132468747	132464577	132465089	132458198
132455407	132459398	132468661	132464588	132465073	132458236
132455508	132459418	132469247	132464620	132464440	132457653
132455372	132459413	132469234	132464642	132464443	132458161
132456499	132459422	132469894	132464625	132464459	132458254
132456512	132459437	132469897	132464637	132464458	132458275
132456522	132459469	132469145	132464657	132464451	132458282
132456527	132459479	132469142	132464961	132464462	132458285
132456620	132459477	132469551	132464676	132464471	132458163
132456538	132459487	132468984	132464701	132464493	132457499
132456553	132459504	132469010	132464963	132464498	132458288
132456548	132459509	132469023	132464711	132464495	132457377
132456549	132459520	132468966	132464728	132464501	132457234
132456544	132459548	132468972	132465210	132464526	132457427
132456555	132459550	132468679	132465204	132464572	132457380
132456570	132459547	132468476	132465165	132464580	132457389
132456562	132459553	132469979	132465227	132464594	132457224
132456584	132459554	132468892	132465223	132464636	132457347
132456585	132459559	132469560	132464737	132464682	132457429
132456588	132459569	132469561	132464741	132464963	132457278
132456592	132459620	132468830	132464974	132465150	132457470
132457502	132459634	132468683	132464790	132465211	132457336
132457134	132459652	132469853	132465310	132465217	132458203
132457131	132459663	132469477	132464847	132465124	132458210
132457129	132459665	132469760	132464866	132465191	132458211
132457132	132459692	132469761	132464877	132465193	132457419
132457142	132459694	132469840	132466580	132465230	132457320
132457523	132459707	132469971	132466584	132465172	132457253
132457521	132459711	132469929	132466626	132464779	132458217
132457138	132459721	132469931	132466630	132464809	132457316
132457148	132459722	132468827	132465458	132464820	132457252
132457137	132459740	132469939	132465499	132464838	132457313
132457122	132459743	132470902	132465514	132464862	132457440
132457164	132459750	132470596	132465513	132466590	132457331
132457179	132459751	132471137	132465548	132466606	132457259
132457169	132459761	132471131	132465569	132466607	132457300
132457189	132459785	132470825	132465579	132466604	132457355
132457154	132459809	132471290	132465600	132466608	132457443
132457177	132459819	132471291	132466263	132466622	132457364
132457165	132459817	132470609	132465616	132465459	132457354
132457185	132459826	132470955	132466285	132465453	132458315
132457152	132459831	132470654	132465644	132465471	132457501
132457172	132459833	132470269	132466345	132465473	132459056
132457566	132459845	132470318	132466316	132465541	132459195
132457571	132459841	132470463	132466293	132465544	132459190
132457574	132459848	132470466	132465684	132465545	132459188
132457587	132459865	132470736	132465694	132465573	132459216
132457590	132459877	132470096	132465698	132465584	132458739
132457596	132459882	132470134	132465705	132465592	132459239
132457597	132459887	132470146	132465713	132465599	132459240
132457606	132459888	132470093	132465745	132465608	132458770
132457619	132459893	132470112	132465726	132466266	132458751
132457616	132459901	132470153	132465735	132465645	132459244
132457625	132459900	132470114	132465723	132465642	132458743
132457656	132459907	132471214	132465719	132466316	132459251
132457667	132459921	132471216	132466518	132466320	132458746
132457671	132459925	132471174	132465756	132466305	132459256
132457676	132459931	132471156	132465763	132465691	132459270
132457678	132459934	132471057	132465811	132465702	132459272
132457680	132459944	132470973	132465813	132465711	132459294
132457679	132459940	132470053	132465893	132465728	132459288
132457683	132459960	132471205	132465902	132465717	132459290
132457689	132459974	132470451	132465911	132466518	132459297
132457702	132460003	132470530	132465906	132466530	132459314
132457703	132459999	132471046	132465912	132465847	132459318
132457727	132459991	132470360	132465927	132465867	132459324
132457936	132460014	132470358	132465932	132465901	132459323
132457742	132460020	132470686	132465939	132465903	132459325
132457743	132460036	132470739	132465947	132465914	132459332
132457757	132460042	132470725	132465944	132465915	132459350
132457770	132460040	132470724	132465952	132465913	132459354
132457793	132460046	132471249	132465971	132465924	132459083
132457774	132460050	132470561	132465972	132465979	132459378
132457808	132460058	132470562	132465977	132465981	132459379
132457819	132460059	132470565	132466012	132465975	132459086
132457822	132460066	132470297	132466026	132466031	132459087
132457837	132460067	132471218	132466053	132466026	132459398
132457843	132460074	132471031	132466051	132466043	132459402
132457842	132458810	132471030	132466383	132466391	132459406
132457989	132458827	132470506	132466416	132466404	132459408
132457865	132458807	132470264	132466429	132466399	132459409
132457874	132458799	132470867	132466358	132466368	132459411
132457880	132458801	132470708	132466063	132466372	132459420
132457890	132458791	132470681	132466064	132466429	132459413
132457893	132458784	132471068	132466548	132466138	132459426
132457910	132458803	132470646	132466114	132466157	132459435
132457897	132458822	132470698	132466556	132466148	132459436
132457900	132458796	132470754	132466127	132466153	132459468
132457915	132459129	132470516	132466134	132466154	132459449
132457928	132460101	132471280	132465987	132466436	132459453
132457931	132460129	132470617	132466157	132466170	132459462
132457939	132460152	132470490	132466159	132466197	132459477
132457942	132458885	132472162	132466163	132466215	132459480
132457955	132458867	132471917	132466445	132466217	132459481
132457958	132458871	132471922	132466455	132466236	132459489
132458038	132458841	132471606	132466440	132466247	132459492
132457970	132458882	132471605	132466189	132466253	132459091
132457973	132458939	132472663	132466182	132468372	132459507
132457981	132458894	132472384	132466195	132467717	132459548
132458000	132460183	132472658	132466204	132467595	132459094
132458008	132460190	132471502	132466210	132468042	132459553
132458006	132458971	132471749	132466251	132467458	132459557
132458016	132458965	132472553	132466254	132467996	132459562
132458020	132458981	132471633	132468373	132467990	132459580
132458028	132458958	132472290	132468016	132468010	132459585
132458030	132459613	132472302	132467201	132468000	132459587
132458051	132458999	132472301	132467503	132468060	132459624
132458036	132459000	132472299	132468369	132468024	132459620
132458055	132460219	132471644	132467487	132467462	132459622
132458057	132460218	132472285	132467260	132467921	132459627
132458070	132461089	132472480	132467269	132467119	132459099
132458081	132460740	132472329	132468329	132468333	132459636
132458086	132460661	132471511	132467205	132467003	132459646
132458084	132460734	132471816	132467522	132467274	132459657
132458099	132461141	132472155	132467698	132467262	132459660
132458095	132461247	132471993	132467785	132467282	132459671
132458104	132461249	132472259	132467813	132467522	132459676
132458112	132460745	132472009	132468375	132467604	132459679
132458120	132460643	132471805	132467860	132467821	132459685
132458125	132461167	132471533	132467861	132467788	132459690
132458129	132460645	132472256	132468249	132468375	132459700
132458130	132460672	132472097	132467911	132467931	132459692
132458133	132460686	132472082	132467096	132467861	132459693
132458136	132461289	132472057	132467164	132467905	132459701
132458138	132461314	132472547	132467504	132467301	132459707
132458148	132461303	132472036	132466987	132467089	132459710
132458147	132461320	132472034	132468403	132467429	132459719
132458150	132461321	132472118	132468412	132468337	132459721
132458152	132461325	132471852	132466993	132467242	132459733
132458170	132461324	132471793	132467011	132468409	132459730
132458193	132461175	132472010	132467021	132468406	132459736
132458198	132461338	132472199	132467620	132468418	132459724
132458221	132461339	132471573	132467610	132467308	132459740
132458225	132461351	132472046	132467048	132467009	132459749
132458236	132461340	132471822	132467367	132467013	132459760
132457653	132461345	132472584	132467524	132467021	132459779
132458161	132461360	132472892	132467291	132467015	132459791
132458255	132461450	132473509	132467292	132467626	132459793
132458282	132461451	132473500	132467377	132467610	132459798
132458285	132461461	132473502	132468183	132467054	132459802
132458163	132461466	132473774	132468168	132467063	132459819
132457499	132461464	132473603	132468234	132467082	132459821
132458287	132461479	132473799	132468229	132467100	132459825
132458289	132461467	132473794	132467441	132467128	132459834
132457378	132461499	132472755	132467564	132467254	132459847
132457332	132461511	132472752	132467678	132467524	132459861
132457389	132461517	132472760	132467753	132467736	132459874
132457224	132461541	132472759	132467765	132467360	132459890
132457436	132461536	132472831	132467767	132467358	132459936
132457336	132461535	132472835	132467806	132467372	132459932
132458203	132461522	132473145	132467819	132468169	132459935
132458210	132461553	132473300	132467544	132467411	132459943
132457419	132461572	132473264	132467958	132468227	132459944
132457320	132460939	132473131	132468081	132468234	132459942
132457322	132460802	132473055	132468091	132467437	132459965
132457301	132460933	132473053	132468117	132467442	132459964
132457214	132460934	132473054	132468120	132467440	132459975
132457279	132460935	132473433	132468198	132467573	132459982
132457291	132460881	132473202	132468280	132467587	132460003
132457252	132460883	132473079	132467567	132467682	132460000
132457321	132460831	132473814	132467335	132467743	132459999
132457351	132460825	132473178	132467339	132467761	132459991
132457313	132460813	132472719	132467326	132467799	132460008
132458241	132460843	132473420	132467320	132467850	132460009
132457236	132460817	132473223	132468848	132467896	132460020
132457235	132460877	132473222	132469425	132467935	132460029
132457440	132460903	132473581	132469277	132467940	132460036
132457270	132460815	132473563	132469317	132467944	132460042
132457376	132460839	132473011	132468774	132467974	132460046
132457259	132460826	132473138	132469159	132467982	132460059
132457386	132460910	132472776	132469213	132468074	132460077
132457298	132460866	132473006	132469717	132468091	132458813
132457269	132460820	132473123	132469706	132468104	132458808
132457299	132461595	132472938	132469812	132468119	132458826
132457238	132461591	132473749	132468816	132468122	132458801
132457360	132461614	132473026	132469954	132467236	132458803
132457357	132461634	132472852	132469125	132469945	132459129
132457326	132461643	132473591	132469606	132470015	132460117
132457355	132461646	132472768	132468828	132470010	132460129
132457286	132461648	132473716	132469181	132468937	132460130
132457339	132461654	132472897	132469407	132469319	132460147
132457247	132461664	132472976	132469396	132469315	132458909
132457395	132461679	132472980	132468873	132469324	132458867
132457342	132461692	132472694	132468784	132469279	132458836
132457233	132461729	132472696	132468785	132469316	132458872
132457450	132461736	132473090	132468927	132469345	132458930
132457437	132461740	132473514	132468524	132469441	132458888
132457425	132461390	132474380	132469732	132469710	132458850
132457266	132461759	132474207	132469734	132469722	132458931
132457197	132461762	132474357	132469883	132469812	132458865
132457384	132461770	132473966	132468620	132468772	132458939
132457204	132461779	132473960	132468726	132469219	132458889
132458307	132461785	132475117	132469192	132469606	132460162
132458313	132461822	132475119	132469363	132468867	132460163
132458317	132461830	132474625	132469251	132468870	132460171
132458309	132461839	132475329	132468738	132468519	132460183
132457210	132461847	132474779	132468745	132468711	132460184
132459193	132461853	132474791	132469590	132469734	132460199
132459195	132461855	132474783	132469928	132469884	132460204
132459188	132461856	132474381	132468660	132469532	132460207
132459230	132461862	132474540	132468648	132469635	132460212
132458755	132461867	132474945	132468659	132468700	132460214
132458735	132461881	132474948	132468729	132468704	132459006
132458724	132461910	132473885	132468734	132469197	132458961
132458747	132461915	132474225	132469609	132469195	132458972
132458746	132460964	132474039	132469920	132469359	132460218
132459256	132460970	132474010	132469895	132469126	132461191
132459268	132460957	132474610	132468741	132468898	132461197
132459282	132461925	132474591	132469915	132469993	132461212
132459289	132461935	132474820	132469918	132468659	132460736
132459297	132461952	132475037	132469366	132469246	132460725
132459306	132461951	132474680	132469078	132468611	132460692
132459311	132461933	132474311	132468982	132469889	132461141
132459315	132461937	132474022	132468964	132469915	132461222
132459320	132461956	132474676	132469088	132469918	132460665
132459339	132461966	132474299	132468955	132469145	132460700
132459350	132461973	132474410	132469092	132469551	132460655
132459357	132461003	132474756	132468960	132468955	132461247
132459371	132461047	132475044	132468980	132469041	132461253
132459392	132461011	132473890	132469809	132468992	132461255
132459396	132461007	132473893	132469029	132468980	132460716
132459402	132461038	132475267	132469046	132469810	132461264
132459406	132461050	132475292	132468951	132468993	132460698
132459411	132461022	132475290	132469992	132469025	132460654
132459415	132461048	132474351	132468546	132469595	132460735
132459429	132460990	132474533	132469990	132469044	132460697
132459467	132461017	132474655	132468889	132468954	132460746
132459489	132461995	132474414	132468891	132469986	132460712
132459492	132461996	132473976	132468925	132469992	132460682
132459498	132462025	132474007	132468944	132469983	132461289
132459513	132462031	132475273	132469171	132468891	132461174
132459546	132462042	132475058	132469867	132469560	132461301
132459551	132462049	132473898	132469871	132468944	132461302
132459564	132462068	132474158	132469870	132469111	132461306
132459580	132462054	132474138	132469442	132468808	132461307
132459581	132462056	132474177	132469443	132468683	132461330
132459585	132462073	132475899	132469479	132469937	132461339
132459571	132462101	132445618	132469497	132469932	132461360
132459588	132462106	132475406	132469490	132469856	132461356
132459609	132462096	132475405	132469755	132469850	132461358
132459099	132461439	132475670	132469765	132469848	132461451
132459632	132461080	132445536	132469414	132469461	132461471
132459636	132461076	132445503	132468720	132469447	132461477
132459100	132461066	132445518	132468777	132469453	132461496
132459666	132462133	132445513	132469129	132469449	132461501
132459667	132462138	132475528	132469160	132469466	132461514
132459671	132461458	132475556	132468692	132469465	132461515
132459680	132462156	132445816	132468647	132468875	132461181
132459681	132462146	132445818	132468684	132468769	132461519
132459685	132462147	132475622	132468588	132469764	132461542
132459690	132462164	132445738	132469152	132469774	132461541
132459700	132462341	132475818	132469940	132469775	132461523
132459706	132462343	132475843	132470400	132469776	132461532
132459712	132462362	132475817	132470835	132468720	132461552
132459733	132462366	132475833	132470089	132468722	132461554
132459731	132462407	132475825	132470776	132468928	132461555
132459728	132462406	132445662	132470823	132468777	132461556
132459725	132462430	132445667	132470538	132468725	132461557
132459764	132462437	132445669	132470428	132468569	132461558
132459759	132462445	132445664	132470699	132468513	132461570
132459107	132462449	132475768	132470325	132468500	132461574
132459755	132462455	132475482	132470329	132469261	132461577
132459754	132463695	132475693	132470459	132469160	132461584
132459757	132463696	132445602	132470154	132468580	132461583
132459770	132463698	132445458	132470098	132469931	132460856
132459779	132463694	132475519	132470131	132469974	132460925
132459793	132463690	132445652	132470961	132468471	132460933
132459805	132463692	132445569	132470101	132468758	132460930
132459806	132462561	132445567	132470145	132469249	132460922
132459810	132462570	132475880	132470205	132468595	132460813
132459812	132462574	132445759	132470175	132468879	132460914
132459843	132462581	132475720	132470965	132468759	132461189
132459847	132462583	132445761	132471212	132470902	132460903
132459868	132462618	132475780	132471215	132471137	132460795
132459873	132462611	132475916	132470967	132470499	132460819
132459874	132462609	132475942	132470881	132471296	132460815
132459883	132462619	132475956	132470883	132470523	132460837
132459902	132462612	132475906	132471150	132470527	132460816
132459904	132462652	132445441	132470369	132470699	132460866
132459929	132462740	132445779	132470974	132470270	132460924
132459936	132462667	132475466	132470421	132470267	132461589
132459946	132462665	132475902	132470418	132470333	132461591
132459942	132462705	132475740	132470408	132470335	132461605
132459941	132462696	132445625	132470431	132470328	132461615
132459949	132462688	132445583	132470531	132470098	132461629
132459965	132462712	132475506	132470837	132470122	132461636
132459967	132462747	132475503	132470446	132470194	132461632
132459971	132462714	132475504	132470695	132470189	132461644
132459973	132462732	132446603	132470233	132470186	132461667
132459989	132462756	132446600	132470232	132470199	132461652
132460009	132462777	132447053	132470988	132471197	132461655
132460012	132462782	132447051	132470632	132471174	132461657
132460013	132462787	132447052	132470637	132470284	132461674
132460028	132462791	132447050	132471020	132471151	132461676
132460029	132462802	132447036	132470827	132471155	132461713
132460044	132462807	132446841	132471114	132471261	132461718
132458811	132462828	132446900	132470479	132470716	132461727
132458813	132462868	132446975	132470572	132471200	132461732
132458808	132462874	132446855	132470673	132470830	132461737
132458826	132462896	132446971	132471036	132470419	132461733
132458792	132462906	132446875	132470406	132470418	132461734
132458816	132462935	132446738	132471111	132470431	132461735
132460091	132462856	132446344	132470849	132470631	132461739
132460116	132462933	132446292	132470440	132470805	132461389
132459133	132462959	132447046	132470866	132470579	132461755
132460136	132462967	132446608	132470785	132470991	132461764
132460153	132462975	132446458	132471245	132470454	132461769
132458918	132462981	132446537	132470704	132470056	132461392
132458909	132462997	132446398	132470647	132471092	132461773
132458862	132462999	132446272	132470343	132470511	132461777
132458836	132463006	132446277	132471074	132471005	132461781
132458872	132463019	132446132	132470661	132470545	132461784
132458922	132463024	132446589	132470663	132470264	132461788
132458930	132463036	132446721	132470931	132470866	132461793
132458888	132463034	132446236	132470281	132471085	132461794
132458839	132463035	132446037	132470397	132470395	132461799
132458902	132463026	132446034	132470748	132470243	132461815
132458891	132463029	132446178	132470491	132470799	132461396
132458848	132463041	132446176	132470351	132471246	132461818
132458850	132463033	132446016	132470336	132470641	132461397
132458832	132463062	132446639	132470620	132470647	132461821
132458901	132463071	132446619	132470381	132470698	132461823
132458944	132463090	132446620	132470391	132470249	132461822
132458887	132463094	132446243	132470389	132470929	132461826
132458913	132463101	132446244	132470074	132470924	132461830
132458865	132463118	132446205	132470078	132470927	132461831
132458889	132463122	132445977	132471192	132470926	132461838
132458860	132463125	132446802	132470486	132470933	132461851
132460161	132463128	132446358	132471059	132471231	132461858
132460162	132463137	132446077	132471909	132471280	132461860
132459603	132463148	132446079	132471915	132470240	132461865
132460167	132463177	132446078	132471904	132470076	132461881
132460169	132463185	132447025	132471895	132470064	132461401
132460188	132463267	132446148	132471877	132470078	132461403
132460199	132463287	132446114	132471899	132470490	132461901
132460205	132463292	132446705	132472526	132470486	132461902
132460209	132463296	132446198	132472524	132470484	132461903
132460208	132463290	132447097	132472021	132471059	132460972
132460212	132463310	132446369	132472662	132472367	132460956
132460214	132463318	132446814	132471819	132471872	132461921
132458955	132463321	132446646	132471487	132471931	132461959
132458990	132463327	132446471	132472188	132472369	132461968
132458989	132463339	132446246	132472182	132472370	132461971
132458978	132463340	132446322	132472394	132471871	132461034
132458985	132463345	132447515	132471867	132471917	132461972
132461191	132463350	132447766	132472395	132471870	132461003
132461091	132463356	132447754	132472493	132472526	132461001
132460736	132463368	132447488	132472554	132472524	132461043
132460635	132463373	132447470	132472401	132472378	132461004
132460725	132463378	132447893	132472240	132472427	132461423
132461222	132463379	132447450	132471714	132471685	132461039
132460652	132463380	132447437	132472077	132472388	132461975
132460665	132463386	132447434	132472294	132472402	132461996
132460631	132463387	132447438	132472291	132471609	132462024
132460726	132463391	132447285	132471834	132471746	132462005
132461239	132463396	132447684	132472073	132471747	132462031
132461246	132463406	132447617	132472667	132471866	132462049
132460640	132463419	132447632	132471833	132472513	132462036
132461157	132463455	132447377	132472417	132472551	132462034
132460654	132463466	132447381	132472419	132472539	132462059
132460679	132463468	132447898	132471850	132472290	132461438
132460735	132463467	132447757	132471513	132472006	132461064
132460710	132463240	132447813	132472357	132472287	132461063
132460697	132463482	132447510	132472039	132472611	132461071
132460682	132463486	132447671	132472490	132472170	132461067
132460719	132463498	132447734	132471864	132471816	132461070
132460688	132463507	132447310	132471663	132471664	132462129
132460714	132463527	132447396	132472638	132471670	132462164
132461306	132463531	132447907	132471998	132472638	132462342
132461309	132463627	132447909	132471807	132471631	132462343
132461315	132463624	132447350	132471561	132471532	132462355
132461332	132463939	132447589	132471798	132471540	132462362
132461330	132463956	132447588	132472218	132471736	132462371
132461331	132463958	132447592	132472227	132471653	132462373
132461337	132463955	132447594	132471733	132471778	132462381
132461346	132464903	132447948	132472519	132471959	132462406
132461344	132463949	132447972	132471580	132472411	132462420
132461355	132463953	132447762	132472223	132472245	132462421
132461376	132463979	132447871	132472224	132471494	132462422
132461465	132463982	132448067	132471739	132471493	132462566
132461471	132463986	132449211	132472531	132471960	132462426
132461477	132463994	132449217	132471970	132472063	132463729
132461497	132463999	132448204	132471698	132471684	132462431
132461495	132464016	132448498	132471818	132472027	132463721
132461492	132464012	132448205	132471988	132472199	132462448
132461509	132464019	132448206	132472434	132471573	132462450
132461513	132464024	132449192	132471983	132471837	132462462
132461512	132464025	132448435	132471776	132472558	132462455
132461514	132464033	132448438	132471552	132471759	132462464
132461181	132464042	132448434	132471551	132471729	132463711
132461519	132464058	132449119	132471837	132471649	132463696
132461526	132464050	132449206	132472333	132472333	132462477
132461531	132464046	132448610	132472595	132472573	132463701
132461532	132464084	132449178	132472764	132472590	132462606
132461555	132464922	132448518	132472956	132472763	132462633
132461560	132464924	132448519	132472908	132473191	132462552
132461570	132464108	132448488	132472912	132473045	132462556
132461574	132464113	132449131	132473148	132473147	132462561
132461577	132464128	132448567	132472998	132473740	132462581
132461584	132464129	132448133	132473748	132473225	132462583
132461583	132464132	132448651	132472991	132473763	132462610
132460862	132464134	132448233	132473506	132472861	132462607
132460925	132464138	132448235	132473505	132473774	132462619
132460906	132464926	132448238	132473225	132473603	132462644
132460851	132464145	132448239	132473249	132473810	132462645
132460880	132464148	132448616	132473795	132473789	132462649
132460854	132464150	132448918	132472756	132472757	132462647
132460907	132464149	132449081	132473003	132472759	132462740
132460809	132464155	132449069	132473005	132473001	132462663
132460857	132464157	132448301	132473108	132473002	132462667
132460840	132464159	132448649	132473785	132473005	132462687
132460898	132464174	132448524	132473784	132473004	132462688
132460893	132464190	132448593	132473610	132472987	132462698
132460864	132464209	132449162	132473022	132473286	132462710
132461589	132464208	132448837	132473018	132473299	132462712
132461592	132464205	132448895	132473612	132473110	132462725
132461597	132464224	132448207	132473614	132473614	132462732
132461607	132464247	132448821	132473290	132473270	132462769
132461627	132464264	132448454	132473298	132473256	132462770
132461629	132464262	132448322	132473029	132473288	132462778
