Cold_Downregulated	Cold_Upregulated	Cool_Downregulated	Cool_Upregulated	Warm_Downregulated	Warm_Upregulated
Q3UHD9	P41777				Q8JFQ2
Q3UV55	Q9Y233				P62876
P08116	Q28298				Q02818
Q8NBK3	Q15013				Q6IQ23
Q9H8H3	Q9TTK4				Q6VVX0
Q9H8H3	Q9Z110				Q8NI77
Q6NVJ5	Q9JK91				P17947
Q14674	P05165				Q8AW42
Q9PTU6	Q5VUA4				O43903
P80202	Q803F5				Q8BMF8
Q6DTY7	Q6DH88				Q8NFY4
P49136	Q9H1A4				P33316
Q9UHH9	A1A4Q2				P35555
P35072	Q28ES4				O14917
O43295	A6H7I8				Q9Z207
Q504E7	Q6P950				Q6PBU5
O43772	A8YPR9				P78333
P61589	Q7ZT47				Q9R087
O95793	P63100				Q6R2W3
Q6TH22	Q6PE18				Q96CX2
Q03145	P16290				P54758
Q6DGG1	Q01888				Q60FX9
Q5E9U9	P63074				Q9D1I5
Q9PW70	Q28BP2				Q503P2
Q5ZM35	Q5R5H1				P21328
Q08BL7	P59723				Q8BGF9
Q9UKG1	Q92038				Q9YGP5
Q00589	Q7T346				Q91572
Q07427	Q9ER58				Q99N27
P18520	Q6P1E1				Q9ERN0
Q8C0Y1	P08552				Q68SA9
P02612	Q9Y253				Q02241
Q4V8X0	P50541				Q9JIT3
Q9UIW2	Q9BYE7				Q9W734
Q9H0H5	Q9NRZ9				Q6GPE9
Q04281	Q17QZ7				A8WGA0
Q8N302	Q3TJZ6				Q62179
Q9DG68	Q92089				Q3T0I2
O14578	Q76NI1				Q5R9C7
Q96PS8	Q9ULT0				Q9N1R6
Q29503	A8C754				Q09004
Q28EG9	Q80U96				B0BN93
Q9YI36	Q9CR14				Q8BUH1
Q13469	Q9Y2X8				Q2KI45
Q9UL26	P16924				Q9DCA2
Q708S8	O95905				Q9IA78
Q7SIG3	Q91WN1				P22128
A4IFM3	P20825				Q28480
D3ZKU7	Q9NY97				Q04760
A5GFX0	Q6IQM2				P80646
P97477	Q7LHG5				P80646
Q8VHQ3	P14381				P47796
Q60457	Q28C74				Q5U4T8
Q969P0	Q6DC53				O95685
P28660	Q9I9A7				Q9Y248
P0C1T0	Q91240				O70378
B5X9L9	P58467				Q02556
Q27955	Q5U2V5				A1L1S5
A4FV84	I0IUP3				Q6GQG3
P37234	P14380				Q8NB66
Q14135	Q6BEA2				Q6DC02
Q5I0M0	Q9H9S5				P13913
A4IG53	Q8STF0				Q8BYH8
Q61191	Q9D7M8				Q90611
P19382	Q6DEL2				P23975
Q9H6Q3	Q9D1E6				Q01721
P41134	Q06AA4				A8WGB1
Q63ZI0	Q08BB1				Q92110
O00268	Q9Z200				Q08DQ0
Q9I8W5	P32850				Q1LW01
Q96MB7	Q5SGD2				Q96QT4
Q9UHE5	Q6R2W3				Q9QYJ0
Q9UHE5	Q9BQ13				B2RY83
Q7ZVX6	Q8HXY4				Q80TR4
Q63416	Q9JHU5				Q9NTM9
Q63416	Q03422				Q9DGD9
Q63416	Q09143				Q9YGC1
Q9GLY5	P46065				P14373
P97280	Q8BGV0				Q6MFZ5
Q5ZLX4	Q9CX56				Q1XHU0
Q1RMQ3	Q9NZM4				Q9CQC5
P45433	Q16760				Q6ZUJ8
O75325	Q2KHV4				Q08C93
Q9EQP5	P61150				Q9R098
Q6DGY3	Q4QRJ7				Q6MFZ5
Q5E9M1	Q5R9Z5				Q05910
Q9DBB5	P14866				P00428
E7FDW2	Q2PFV7				O95817
Q92823	Q60452				P07949
P58137	E9Q8I9				O15123
P83038	P0DPB3				O15123
Q63ZL3	Q05B79				Q32NI8
Q9H2X6	Q6PFL8				Q96P44
Q96P50	Q4U0S5				O89044
O88737	Q5XGY1				Q08BJ2
P10394	Q567W6				Q6GM78
Q3T052	Q01588				Q92576
Q5RB37	Q86YT5				Q14993
Q3UPW2	Q5I0D1				Q8R454
Q9DCQ3	Q5REY8				Q4R581
Q8I7P9	Q6DE95				Q03350
P21328	Q66IH2				A1XQX0
Q5SZI1	Q99PV0				A4IG32
P11369	A0JMD0				Q9BQP7
Q5R5D8	Q6DC64				Q15013
Q02084	Q5R6R7				Q9NPJ1
Q32KS7	Q2KHU0				Q80ZU9
Q3SZ72	Q5IS46				Q6VY07
Q9NBX4	Q1LXV8				Q6L711
P23654	Q8BW49				P58365
Q14008	P49915				P51958
Q7Z401	O00400				Q7RTR2
Q6UXK2	P67998				P37206
Q7Z401	Q6DIM3				P17120
Q7T3D1	Q6PQD5				Q28ES4
Q99K43	Q8BM72				Q7ZT47
Q52KS4	Q6V9H4				Q6NYK3
Q6T4R5	Q8NCY6				Q6DIS8
Q71H61	Q3LSS0				Q9HAV4
P11722	P19356				Q9P0L2
Q6AYF4	Q92667				Q1EGL2
Q5R880	Q6AZB8				Q9NZM1
Q96MB7	Q8VD00				Q6P1E1
P80405	A4IFA3				Q8AYS8
Q8BI06	Q3TL44				Q6UFS5
Q71B07	B2RZD7				P08552
Q1L990	P51648				P08567
O88455	O55029				Q5U538
Q9R0S2	Q9JJL8				Q76N32
Q3V3Z3	E7F6F9				Q8R0V5
Q59I64	A3QJU3				P78417
P07858	A4IG42				Q9NRZ9
P49454	A4IG42				Q59SU5
Q11212	A4IG42				O43301
Q4R4V2	Q18786				Q00918
P31942	Q5GLZ8				Q92089
P14381	Q5U3G6				Q4KM52
Q923L3	Q6R2W3				Q8STF0
Q8BGN6	Q8VDM4				Q8IVE3
P61866	Q86UP8				Q5U3F8
Q5U3H2	P57678				P46952
O95373	Q8BMN4				Q9NRJ5
A1A5V7	Q99JB3				Q9H165
Q924W6	Q7Z5P9				Q9H165
Q0VD22	P07746				Q86UR5
Q8JFQ2	A8MUU9				A2VCV0
Q9Y4D2	P79335				Q9UGI0
Q02818	Q15070				Q7LFX5
Q6VVX0	Q86U44				Q13887
P49946	P56389				Q5ZJQ8
Q8NI77	A2BIG9				Q12955
P17947	Q5VZ89				Q7TM99
Q7T3D0	A0JMF7				Q9H694
Q9D304	Q803A7				Q9Y2X8
P35555	O35286				P41984
O14917	Q9H8G2				P16924
Q9Z207	Q5NVK4				Q9BWJ5
Q9R087	A1A5V9				O54698
Q6R2W3	Q5U395				P14381
Q96CX2	Q5ZJK8				P62958
Q9UQ90	P58158				Q6A065
P22129	E7F240				Q5XIZ9
Q5R7U1	Q64302				Q8BM75
P21328	P15305				Q6DC53
Q588U8	Q4KLI2				Q86TG7
Q91572	Q8N4F7				P04323
Q96RK4	O60333				Q5RCU5
Q02241	P28073				Q6TEQ0
O75925	P30681				Q96FA3
Q6GPE9	Q8BMB3				P17036
Q62179	P14373				Q91453
Q0E2Y1	Q08CK1				P14380
Q5R9C7	C9JLR9				Q6BEA2
Q3SZR9	Q6IQ97				Q6DEL2
Q9H8U3	P79334				P39880
Q6A044	Q8BGS2				Q9Z200
A0A2R8QPS5	Q3SZJ4				P04323
P50053	Q6ZVX9				Q9NZN4
Q09004	Q15569				Q62651
P60522	Q13435				P54921
Q9NTG7	P51791				Q1L9A2
P13608	Q9WU84				P51587
P26801	Q800L6				O75382
Q14393	Q6DRF9				Q96JQ0
Q8BUH1	Q9VSS1				Q60610
P14629	F1MNN4				P56748
P51661	Q6ZNB6				Q38PU4
O43313	Q7SXA9				A8HAL1
P0DTE4	A3KNS2				Q1WIM2
Q5RFB3	Q6DRH5				A3RK74
A8DZE6	P51828				Q9UQC2
P13913	Q6NWH0				A5D7F6
Q7ZYX1	O75132				Q4V8H8
Q5R7X0	Q7Z2Y8				Q6IS24
Q5M872	A0JN92				Q6BBL6
A5PLF5	P51116				O93449
Q01721	Q64LC9				O02751
O60658	Q8BXA0				P10394
O14975	Q8BXA0				Q26422
O14975	Q9H5U6				Q9Y4K4
P40818	O75817				Q8TBZ3
Q791V5	Q6JV22				Q6IQS6
Q1LW01	Q9NVP1				Q8JZX9
Q13158	Q8JIY8				Q2PFW9
Q5R6R3	P14381				E9Q8I9
Q6DEL1	Q6DGP7				P07746
P23188	Q8R5F8				Q9DF58
Q6AZB8	B0F9W3				Q9W720
Q6R2W3	A8WGU8				A8WGS4
Q5ZLG9	Q5BJC4				Q17QM8
Q6NVC9	Q5M9H0				P0DPB3
H0UZ81	A0A0R4I9Y1				Q32LQ6
B8A4F0	A0A0R4I9Y1				Q0P5B7
E9Q2M9	A0A0R4I9Y1				P61227
Q9YGC1	P12785				A3KPA0
Q9WUK7	Q7TNV1				Q7ZYJ0
Q8CHN6	Q2XVR4				Q01588
Q6PCR7	Q80WE4				Q86YT5
Q08C93	Q503M4				Q24117
Q9R098	Q8R5I7				Q5REY8
Q6MFZ5	Q2KIB3				Q9H239
Q5PQN1	A1A5Z0				Q6NV04
P00428	A8KB87				P18756
Q6P3K3	Q95KE5				O94868
Q32NI8	Q96RR1				Q969Z4
Q14241	Q8IV42				Q61409
P20849	Q7LFX5				Q0VH32
Q9Y4E5	Q5XIH9				Q5R6R7
Q91YN9	Q9W6I9				Q9PU58
Q6GM78	Q5XJR6				Q2KHU0
Q92576	F6P3G4				Q8VHT6
Q5PR61	A0A0U1RQI7				Q5FVH0
Q14993	P82861				P53453
Q8R454	Q6DHP6				P21329
Q03350	Q6DGA7				Q6DIM3
Q13797	Q6DD51				Q5R6K7
Q53RD9	Q640U0				P20825
A1A4N1	Q9P0M9				Q7ZX15
A4IG32	Q9Y2W6				Q02846
Q6V0K7	P80236				Q5R5C5
Q9BX93	Q90ZY4				Q6R5N8
Q9D8U8	Q90W95				Q8TE58
Q5SZD4	Q9Y623				Q9WUQ1
Q98967	P84082				Q5UNS9
Q9WTN0	Q7TQH0				Q8TF42
Q6L711	Q5FS12				Q8VE22
P58365	Q7ZWC4				Q04690
A2VDF0	Q7UP05				Q9JMH9
P51958	O09101				Q17QU7
P46424	Q9CZT4				Q5R4N8
Q13772	Q2KJ28				Q90476
Q7RTR2	Q9BSJ2				P11369
Q7RTR2	Q6PC64				Q9D4J1
Q2KID9	P81004				Q66I67
Q78EA7	O14802				Q8R5B6
P68200	Q7T346				Q8BMC0
P17120	Q92038				P50121
Q9MZD1	E6ZHJ8				Q5PQL7
Q924I2	E7FBU4				P02301
Q5BLB7	Q7SY48				E7F6F9
Q6ZVD7	Q5ZJU0				O08919
Q14134	Q9YHV3				P04922
P15305	Q6A039				A4IG42
Q64151	Q3UES3				A4IG42
Q8CG79	P41224				A4IG42
O35568	P83871				P21180
Q1EGL2	Q99KI0				P37805
Q9NZM1	Q62785				Q9UPV0
Q13542	Q75Q41				Q6PBI5
O42387	Q8BVY0				Q00610
P25007	P56405				Q18786
Q8AYS8	Q8CHP8				Q5SVD0
Q9HCI6	Q8N5M1				Q14119
Q7TSX5	Q803R2				P04323
O95340	F1NQJ3				A2BFP5
Q90XY5	Q5XH16				Q86UP8
Q4V8S9	A2ACJ2				Q5QJ74
P00516	Q4KMD7				Q5ND56
Q00918	Q2PW47				Q9PUK8
Q8IV61	Q9NPB1				A2VDC7
Q3ZBY7	Q7T2P6				P07746
Q6NUJ5	Q5F334				A8MUU9
A4IIN5	Q1MTE5				P79335
Q5U3F8	Q925N2				P56389
Q0V9V2	Q15438				A0JMF7
Q9D684	Q3SWZ3				B1H1H3
Q9H165	Q6ZRS2				O00712
Q9H165	Q91XF0				Q9UMS6
Q86UR5	Q5BJB7				Q5BJW5
Q9UGI0	Q0P4C4				O97827
Q5D013	Q9HCL2				Q8QGP3
Q14746	Q91V92				Q56JX9
P41984	P97864				Q5NVK4
Q5R7A4	P18861				Q5ZJK8
P14381	Q66H94				Q9D0J4
B8JK76	Q7T006				Q86YW7
Q96FX8	O46470				Q53HC5
Q9HB55	Q99NI3				Q9D236
P62958	P62198				Q80VA5
Q5XIZ9	Q8CA03				P55803
Q64319	B5KFM4				P86810
P04323	P10394				P28073
O95789	Q6ZQH8				Q80Y50
P04323	Q5BLE2				Q5M8H5
Q7LHG5	Q6YP21				Q9HCM9
P04323	O57594				Q9HCU0
Q96FA3	Q5R8I8				Q1KL86
P17036	P08548				O94776
Q91453	Q6NRK3				Q924I2
Q8NF86	Q58E03				O43184
Q9H840	A8YPR9				Q68CZ6
Q1L994	Q8BKS9				Q4LDE5
Q91YM2	P23253				Q4LDE5
E7FAP1	P04323				O70303
Q9C029	Q8TEQ8				Q6ZVX9
P70178	P00593				Q2T9P3
Q08BB1	A2T929				P00488
Q7Z5U6	Q5M786				P37285
Q4FZX7	Q29090				Q8K1Y2
P04323	P30122				Q7SXW6
Q9ERA5	P30122				Q8N5Z0
Q9I9L7	O70237				E7FCN8
Q0Z8U2	Q8CFI0				P48818
Q62651	Q4QQT6				Q5ZM39
Q8WUF5	P54727				O88202
Q80WQ4	D3ZMK9				Q08881
Q7TSH6	Q7ZVE3				Q5U318
Q60610	Q6GQN7				Q6DRH5
P56748	Q6BZH1				P51828
Q38PU4	Q96BP3				Q7ZXG4
Q9BYV9	Q7SYD5				P39963
Q03422	A0A0H2WHF1				Q9ULL8
A3RK74	Q6DH65				P97769
Q4G072	Q4R4V8				O75317
Q80VF6	Q8BWZ3				O75317
Q7RTR2	F1R4U0				O75132
Q9UQC2	P68037				F1QQA8
Q1L8J7	Q6P4Q7				Q6X936
Q3UTQ7	Q6PHK6				Q8BZN6
Q08BY1	Q6NTS3				Q13257
Q5REQ8	Q8IVD9				Q96PQ0
Q98TZ8	Q8HXS3				P70691
Q6IS24	Q6P2B1				Q9GM70
O35054	A0PJR5				P04323
O19005	B8A5I7				P20825
Q6BBL6	Q6P6B7				P12111
O35293	Q80YV2				Q95SX7
P12938	Q02084				Q9NXV2
Q0IIF0	O13154				Q9NSC7
Q26422	Q0VC71				Q7TQN9
Q58L93	Q5E959				P52186
P59822	O74423				A8WFU8
Q6NWK2	P61212				Q5R5W0
Q90YT3	Q5XG71				Q5U538
Q5BJI9	Q9D4V0				Q90688
Q8CIN9	P17716				Q80WE4
Q9YIB9	Q9QYE2				B5XAM2
P00564	G3V0H7				Q9YIB4
Q9Y257	O75648				A8KB87
O35405	Q3UGP8				Q5I0D5
Q6Y288	Q3UXZ9				Q9H1A3
A8WGS4	Q9I920				Q6NZT2
A1L1N5	Q2HJ56				Q6ZMQ8
Q32LQ6	Q9UHQ9				Q9ULZ9
Q0P5B7	Q9ESN2				P79944
Q6P1S2	Q1L8I0				A1XQX0
A3KPA0	G3H0N9				Q62158
Q802Y8	O35817				B2RX12
Q804T6	Q6P158				Q6DGA7
Q0VC91	Q502X0				P57788
Q24117	Q5R7S4				Q6DD51
O60779	O95619				Q6NZI2
Q8K4C8	P50579				A5D6R3
P04175	Q5RFL7				Q5R4U0
Q4LDD4	B0UXP9				Q7SZE3
Q9H078	Q9I8E6				Q90ZY4
Q5R766	A7XUY5				O60861
O18767	Q9NZJ4				Q7ZWC4
P70665	A0A0R4IMY7				P49024
Q01543	P04323				Q7UP05
P18756	Q91060				Q567Z6
Q8IZU9	P31754				Q91ZZ3
Q6P5U7	A4IGH4				Q05910
Q5F2F2	Q3T0Q8				Q6PC64
Q0VH32	B0S8I0				P15120
Q03164	Q8CAS9				Q29RA3
Q5FVH0	O95810				P54985
Q15506	E7F6T8				Q8AYS8
P21329	Q58EB4				Q8WXS8
Q8JHI6	Q8JFW4				Q8N9N2
Q99574	Q8JFW4				E6ZHJ8
O43451	Q32LQ3				Q9Y662
P21927	Q92797				Q9QZS6
Q6GN15	Q3T099				Q5ZJU0
Q5RCD7	Q9UNX4				P51410
P13731	Q6TEQ0				Q90YW0
Q58A48	Q6PBI8				Q9YHV3
Q5R5C5	A4IFA3				Q8N957
Q9JJ79	F1RD40				Q8TDS4
Q6R5N8	Q5U3S1				P10994
Q5UNS9	Q1LUV9				Q76N33
Q8TF42	A3KNA5				Q5VYY1
Q5R4N8	Q8NBP5				Q6A039
Q90476	Q9Z1W9				P83871
P35072	P04323				B0BTA9
Q8NFA0	Q8R5F7				P84611
Q9PTE6	P37287				Q6ZM86
Q8R5B6	P35520				Q3KR97
Q8BMC0	B5X1G3				Q803R2
Q06138	A6H757				Q8K4R9
Q5PQL7	Q5R1S9				F1NQJ3
P02301	Q9JLA3				Q28ER3
P02301	Q7SZK7				O15403
Q9HBF4	Q8NB91				Q10751
P21180	P51810				Q14168
P10394	Q8WWX0				Q9JM96
P56817	P33005				Q6V4S5
O57524	A8E0Y8				Q5R5J7
Q8NBJ9	Q91836				Q1MTE5
O35400	Q7Z3F1				Q6IN84
Q6PBI5	Q9D0M2				Q7ZW25
Q2TBL9	O35867				Q6NV34
Q00610	Q15118				Q0P4C4
Q14119	Q503V1				O02827
Q95SX7	B1H299				Q80XB4
Q8CI12	Q90ZY6				Q502I3
Q5QJ74	Q8WXR4				Q2M3R5
A2ASS6	P28048				Q8JFV8
Q6IE52	Q13427				Q6DBV4
P10394	O73932				P18861
Q5RF84	F8VQB6				Q66H94
A0A1D5NS60	O75400				Q3UFY7
Q6H236	Q0VGY8				A4QNM5
P04323	Q9JHP7				P0CT39
D3ZQJ0	Q5R8H5				Q6R2W3
O54782	Q4SBY6				O46470
O94855	Q69ZP3				Q96SZ5
Q8BLI0	Q5ZHP7				Q499R0
O94855	Q6PHG2				Q99NI3
P16210	Q91Y78				P06682
Q8IWK6	Q13042				Q9Y2X9
Q8HYN7	Q06190				A9JRB3
Q70EK8	Q8TFK8				Q8CA03
P23468	Q9GZU5				O96006
Q5BJW5	Q802D3				Q62767
O97827	Q7ZVR1				Q90YT1
Q8HYN7	Q969Y0				Q7ZV79
Q4R4Z3	P38718				O57593
Q07460	O46560				O57592
Q92143	P35072				O96033
Q6AYC4	Q460N5				B5FXU9
A0EQL2	Q460N5				A4FUZ6
Q86YW7	P48553				Q6R2W3
G3V9R8	Q02040				C1BKD1
Q53HC5	O14607				Q9D7D7
Q63ZU3	O88783				O43396
O15085	Q5R9C5				P15881
O75352	Q05AL1				Q99P74
Q9D236	Q9VSD7				P23253
Q5H8C1	A4QP31				P0CT39
Q9WUW3	P81999				A2T929
P35072	Q5F495				Q5ZLH4
P86810	Q5ZL72				Q05586
P14480	Q4R5Z4				P30122
P14448	Q16363				P30122
Q8R331	Q9JJ80				Q61831
Q8K0R6	P17708				Q5U2Z7
A7MBP4	Q6DRI7				P97682
Q80Y50	Q91918				Q6PGY5
A3KQ55	Q08BY0				O35253
Q96FA3	O42097				Q90665
Q06AU7	P63155				Q60793
Q1KL86	Q8K4T4				Q8R4K8
Q99MS7	Q640T1				Q9UKP5
Q5RBL9	A5GFQ0				Q5ZKV8
Q0IH86	O70247				O35207
Q9H3P2	Q9NU22				Q9NQR1
Q4LDE5	Q9D1H6				Q6DH65
Q4LDE5	Q1XHU0				Q4R4V8
Q99L27	Q6MFZ5				P48739
O70303	P14380				Q6NTS3
Q5RES1	Q96S38				Q5RCB8
Q6DH69	Q62158				Q640N1
Q68FA2	Q9UGP8				Q6P0B1
P04323	Q8BT35				Q91428
L7YAI7	Q0IIK5				Q04759
P37285	Q9NVS2				Q61191
O75121	P55168				P30372
Q8N5Z0	Q96IP4				O13154
E7FCN8	Q9WV59				Q0VC71
P48818	Q5J316				Q96M96
Q5ZM39	F1QMB9				P17716
Q4GZT4	Q92519				Q9QYE2
A4IHB9	Q3ZCT1				F1QZ15
Q7SXA9	Q9UJA5				B0BN95
P04323	Q8BR93				O88413
Q9BGL2	Q02253				Q9ESN2
Q02084	Q99PS1				Q29RY7
P04323	Q00688				Q8IY57
Q28C60	Q02769				O43663
Q16760	Q66II5				Q9I919
P39963	P0CB49				Q8N1I0
P51792	Q6DI51				P51884
P97769	O57521				Q29393
Q5RJW5	Q64595				Q6NUT7
A1DZY4	Q1ECW7				P13806
Q6TNT2	Q8BL03				A5PJX7
O54698	A9LMC0				Q9UPP2
Q8TER5	P27987				Q86UP8
Q13257	Q3ZBE1				A0A0R4IMY7
Q96PQ0	Q58T08				Q96HH4
O15534	P60901				P15988
Q6P5U7	O43150				O00370
P20825	Q9QXK7				Q32KH8
Q969Q1	O46606				P11722
P56391	Q96FL9				O00370
O74423	P62334				O02751
Q12955	Q9P2I0				Q0VGT2
Q5F3J5	A3KP59				Q9D4G1
Q7TQN9	Q8NBP0				Q63170
P52186	Q08AY9				Q14CH0
P03359	A4IF87				Q9IB86
Q90688	P29274				P04323
Q7T330	Q5RHQ8				P02460
B5XAM2	Q8WXH0				Q9PTH3
Q9YIB4	P57783				Q07079
Q9C0C4	B1WB06				P04323
Q5I0D5	F1QDI9				Q9I9R3
H2M146	Q6DHR8				Q7ZUP1
A6QP16	Q2KN94				A4IFA3
Q7L7V1	Q6GQJ7				P51400
P46459	P59235				Q6WVG3
Q8N0U8	Q8K2J9				Q5U3S1
A5PKJ4	Q922D8				Q8CGN4
Q9ULZ9	Q9Y6M5				D3ZF42
Q25460	Q5TCY1				Q7Z7G0
P79944	Q9QUR6				Q95JK4
Q9JKF8	P04114				A3KNA5
Q62158	Q2HJI0				Q2T9X3
Q6P823	Q9BWD1				P51826
Q70J99	Q5TYS0				O14530
Q96DV4	Q5U211				Q8BGC9
A5D6R3	O43524				Q96PE3
O94844	P04323				P04323
Q5R4U0	Q6R2W3				P37287
Q6DIN3	Q5ZKG5				P57059
Q5ZI11	Q803R5				Q5ZLC6
O35400	P51916				Q7SIB3
P50234	A5WWC6				Q7SIB2
O60861	Q5SVZ6				A4IHG1
O95466	A4FV61				Q5YJC2
Q6ZSB9	Q5RDC3				Q5R1S9
Q567Z6	P60905				F1P065
O15375	Q91437				Q5R988
Q641F0	Q5SPF7				O15344
P15120	Q8BXL9				Q8AVH7
Q8WML3	A0A0H3HIJ5				P51810
Q29RA3	Q6EDY6				Q8WWX0
Q6UFS5	Q6P8M1				P33005
P54985	P97675				Q9D0M2
Q8AYS8	Q8NFY4				Q28DE0
Q6DJQ9	A0JMQ0				Q5RB68
Q9QZS6	P15305				Q17QV3
F1QWZ4	Q9Z1E1				Q6TNS7
P30658	Q15024				P20718
Q8N957	P05452				P20718
Q8BW74	Q9Z148				Q4SBY6
Q5VYY1	Q91398				Q2KIP8
Q4R4S5	P40307				Q2TAF4
Q5BJY4	Q5RFR6				Q6PHG2
Q9UGR2	Q8VE97				Q7Z4G1
Q61827	O42364				P05107
Q1AGS9	E2RE76				Q93008
O13078	Q0IHV9				Q6P0V6
Q7RTS1	Q05469				Q8TFK8
Q8K4R9	Q9H9G7				Q9GZU5
Q641X1	Q9HAB3				Q5BQN8
P80236	Q503C8				P26041
O54983	Q8I7P9				Q5RET2
P22695	Q8NB78				Q9JJ74
Q28ER3	Q63871				Q566V9
Q32KH9	P35233				Q6GPJ8
Q810T5	Q1LXS2				Q9JI18
Q62470	Q15427				Q15042
Q14168	P43236				Q6SA80
Q9D738	Q6DHU1				O60315
T1NXB5	O94761				Q5ZMM3
Q6NUZ2	Q96KP4				Q9ULJ7
Q96PX1	Q96KP4				O42410
Q5R1W5	Q96KP4				Q6P0G6
Q9QYJ4	Q28BT8				Q5F3A2
Q0P4F7	Q99551				P29318
Q5ZKH4	Q1JPY5				Q5XG48
Q7ZW25	Q9H0R3				Q9UKE5
Q1KKW7	O35685				Q99315
P83917	Q12874				B0R0T1
Q61985	Q3TDQ1				Q90X49
Q6DBU1	Q642C0				Q64398
Q6NV34	P82920				Q5ZHW4
O02827	P35033				Q567E6
Q5ZI67	Q6DH02				B2RXR6
Q502I3	Q6DC93				Q9D379
Q4A1L5	A1L2P2				P59708
Q3UFY7	Q4KTA7				Q16363
Q28DT9	Q5M7K4				P17708
P0CT39	Q6DEJ6				P19835
P28799	Q80UN9				Q91918
Q6R2W3	Q5R6L2				Q08BY0
P79739	Q9NRH2				P13944
O54923	Q8NEF9				Q1XHU0
P06682	Q5R6X7				Q1XHU0
P21329	Q9Y4A8				Q1XHU0
Q96RF0	Q58DM7				Q1XHU0
Q8IVV2	Q9PW80				Q1XHU0
Q90YT1	Q6PFR5				P14373
P46530	Q9NZW5				Q8K4T4
Q5VU43	Q96JG6				Q9Y6C2
Q8R4F1	Q64261				Q9NU02
O57592	Q5R467				A5GFQ0
Q95L14	Q5XJA0				Q15375
O96033	Q92536				P42685
Q9M2U3	Q9YGS0				Q8IZT8
C1BKD1	Q0VIA1				Q32PJ8
Q16589	Q28E61				Q6MFZ5
Q9D7D7	Q6PB75				P14380
O95948	Q767K8				Q14693
P15881	Q8NE71				Q8VHH7
Q9Z2D8	P60027				Q5E9X7
P0CT39	Q767M3				Q96IP4
P80387	A4VCH0				P63324
P27105	Q1RMJ7				Q6PL18
Q9Z136	A0JPB1				Q92519
O15432	Q6NZ06				P59113
O55026	P35072				Q8BR93
Q05586	Q5ZJU3				A4IFA3
Q5U2Z7	Q14995				Q99PS1
Q9M2U3	O42227				Q00688
Q9BYV1	Q6PAM1				Q9Y5Z4
Q61120	Q53GL7				P00787
Q6PBY3	A0A0R4IC37				P43233
Q96BF6	Q80V03				Q9UPI3
Q8R4K8	Q0VCC1				Q60996
Q60668	Q2KJC8				P19477
Q9BZ72	O75718				Q6ZPV2
A0PJP4	Q9C098				A9LMC0
P53353	Q9ESX4				Q5RGQ8
P58875	Q96DI7				Q8R491
Q5FVI9	Q3ZBX6				Q9QXQ1
Q60417	Q1LYL8				Q08BD8
P15651	Q92519				Q3ZBE1
Q2HJ22	Q3UVG3				P78536
B5X186	P62315				P79733
Q91428	Q922M5				Q96FL9
Q8K339	Q6PBK1				P36201
O02668	Q75WS4				P10394
Q04759	Q66KH9				Q8CGQ8
Q8IXR9	Q6PCS4				P0CB74
Q7ZW02	F1Q8J0				A3KFX0
Q61191	F1R983				O08966
O14832	Q90670				Q9Y240
O18750	Q8TE73				Q08AY9
Q9H1C3	Q5R4S0				A0A0G2L7I0
Q862Z2	P15086				Q5RFW0
P30372	P18700				Q6DHU8
Q60397	O60921				Q5SPR8
Q70UQ0	O70302				Q6TGV7
B5X3I1	F1QGW6				Q8WXH0
Q8N4U5	Q6DEL7				Q9QYE5
P06350	Q5RA42				Q9Y2C2
Q6PBT5	Q5RDH6				Q66KG0
O35161	Q9BYJ1				B1WB06
F1QZ15	Q5T2R2				F1QDI9
Q86YQ8	Q800K6				Q15262
B0BN95	Q7T370				Q9NPB0
Q7SXF6	P15305				Q3TTY0
G5E8P1	Q4H4B6				Q4R4Q6
O88413	Q6IQE0				Q53H80
Q90YQ7	Q9UG63				Q13243
O14974	Q6P9Z1				Q1LZ53
Q5S1U6	Q6R2W3				O15066
P51884	O97902				Q39596
D4A9R4	Q5ZKT8				Q8BK64
Q7ZT42	Q5C9Z4				Q5TYV4
Q0VC33	Q8AV61				Q9Z282
Q7RTR2	Q8WN22				Q0GNC1
D3ZPX4	Q7ZVU1				P0DN12
Q32KH8	Q96AQ8				O43683
Q98862	Q6P4M5				Q8VBT1
P30436	Q1LZ95				C6KFA3
Q5R687	Q9D0D3				P51955
O02751	Q6P0D7				P51186
Q63170	Q15417				Q5U3N7
Q6PEH9	Q0P436				A7XYJ6
P39061	Q9D1M4				Q8TB72
Q14CH0	Q91W90				P84089
Q9IB86	Q8VI75				Q2Q0I9
P04323	Q28181				P04323
P02460	Q3SZV5				Q641M3
Q9PTH3	P24392				Q5ZKG5
Q9HBL0	O95427				Q5ZKG5
Q32NH8	O14841				P51915
P0C8S0	P61220				Q7T047
Q80TF4	P36633				Q5SVZ6
Q3ZBW2	Q9BU02				Q8C131
Q8WWI1	Q7ZXB8				Q17R14
Q6WVG3	Q6PFJ1				O75175
F1QCN0	Q24UI6				Q91453
A2TJ54	Q5T5P2				Q803H4
Q9UKT7	Q6AZB8				P28024
D3ZF42	A0ZSK4				Q8VCC9
A3KNA5	Q7RTR2				Q8NFY4
O35344	Q5PQN5				P15305
Q8BGC9	Q5R628				Q5RD09
O70127	Q9UL46				Q9Z1E1
P27487	Q99NI3				P79955
Q01081	Q6PKX4				A0A1W2PQ73
P57059	Q49LS6				P05452
