Cold (0degC)	Cool (5degC)	Warm (16degC)
132462727	132475803	132466100
132462717	132475825	132466111
132462766	132445662	132466114
132462720	132445667	132466123
132462736	132445665	132466128
132462716	132445677	132466555
132462714	132445669	132466556
132462732	132445664	132466127
132462744	132475771	132465985
132462756	132475768	132466132
132462771	132445484	132466138
132462775	132475482	132466157
132462777	132475693	132466148
132462782	132475700	132466150
132462787	132445602	132466153
132462791	132475874	132466154
132462802	132445747	132466158
132462807	132445468	132466162
132462812	132445458	132466159
132462814	132445457	132466445
132462818	132475519	132466449
132462828	132445652	132466441
132462829	132445569	132466457
132462846	132445567	132465989
132462838	132445653	132466451
132462839	132475898	132466436
132462853	132475880	132466443
132462834	132445759	132466440
132462864	132475720	132466186
132462868	132445761	132466188
132462878	132445789	132466182
132462874	132445792	132466170
132462885	132475780	132466197
132462887	132475494	132466204
132462896	132475497	132466207
132462906	132445574	132466215
132462915	132475916	132466217
132462935	132475939	132466236
132462856	132475942	132466247
132462933	132475956	132466253
132462956	132475933	132468372
132462958	132475944	132467717
132462959	132475906	132467595
132462962	132445777	132467599
132462965	132445441	132468042
132462967	132445779	132468003
132462975	132475466	132468040
132462972	132475902	132468062
132462981	132475740	132468050
132462986	132445784	132467458
132462997	132475421	132467996
132462999	132475750	132467990
132463006	132445635	132467992
132463019	132445564	132468010
132463044	132445625	132468051
132463024	132445583	132468000
132463047	132475471	132468060
132463036	132475743	132468024
132463034	132445431	132467462
132463035	132475506	132467730
132463031	132475503	132467921
132463026	132475504	132467119
132463045	132447086	132467532
132463050	132446603	132468333
132463029	132446600	132467114
132463041	132447053	132467558
132463025	132447056	132467201
132463052	132447051	132467031
132463033	132447052	132467395
132463028	132447050	132467003
132463062	132447061	132467393
132463071	132447036	132467470
132462921	132446841	132468358
132463074	132446904	132468369
132463086	132446913	132468247
132463089	132446954	132467386
132463087	132446900	132467487
132463085	132446975	132467845
132463090	132446857	132467274
132463094	132446855	132467262
132463095	132446964	132467279
132463101	132446847	132467269
132462931	132446971	132467282
132463118	132446875	132467197
132463122	132446986	132467426
132463125	132446768	132468327
132463124	132446750	132467257
132463128	132445972	132467205
132463130	132446738	132467206
132463137	132446736	132467004
132462951	132446739	132467522
132463148	132446344	132467604
132463177	132446461	132467821
132463185	132446292	132467870
132463200	132445996	132467490
132463222	132446160	132467698
132463258	132446365	132467778
132463267	132447046	132467788
132463260	132446608	132467784
132463262	132446611	132467792
132463269	132446781	132467793
132463287	132446691	132468354
132463292	132446454	132468352
132463291	132446458	132468351
132463297	132446456	132468214
132463295	132446537	132468215
132463296	132446398	132468210
132463278	132445955	132468375
132463290	132446005	132467931
132463271	132446006	132467927
132463007	132446001	132467860
132463014	132446272	132467861
132463308	132446274	132467825
132463310	132446542	132467008
132463318	132446630	132468259
132463321	132446277	132468262
132463320	132445980	132467309
132463326	132446436	132467912
132463327	132446132	132467903
132463339	132446123	132467905
132463340	132446304	132467301
132463345	132446792	132467089
132463350	132445998	132467173
132463356	132446794	132467155
132463361	132446443	132467138
132463368	132446585	132467154
132463373	132446592	132467139
132463371	132446589	132467158
132463378	132446721	132467148
132463379	132446236	132467166
132463383	132446030	132467160
132463380	132446037	132467163
132463386	132446034	132467164
132463387	132445990	132467177
132463388	132446178	132467169
132463390	132446176	132467136
132463391	132446798	132467504
132463396	132446016	132466987
132463404	132446639	132467429
132463406	132446088	132467505
132463411	132446619	132468337
132463413	132446620	132468300
132463416	132446624	132468287
132463420	132446618	132467244
132463419	132446243	132467242
132463424	132446244	132468381
132463429	132446205	132468401
132463438	132445977	132468409
132463439	132446566	132468406
132463455	132446182	132468400
132463445	132446802	132468418
132463453	132447040	132468423
132463454	132445987	132466978
132463466	132446358	132466998
132463469	132446077	132466999
132463468	132446079	132466995
132463467	132446078	132467308
132463473	132446803	132467009
132463240	132447025	132467016
132463481	132447023	132467011
132463482	132446148	132467013
132463483	132446141	132467021
132463486	132446652	132467015
132463495	132446116	132467626
132463496	132446114	132467628
132463498	132446809	132467631
132463502	132446705	132467643
132463508	132446048	132467629
132463507	132446198	132467610
132463517	132447097	132467611
132463520	132446052	132467650
132463522	132446057	132467024
132463527	132446369	132467040
132463531	132446813	132467044
132463534	132446814	132467045
132463574	132446646	132467051
132463584	132446815	132467054
132463588	132446418	132467056
132463622	132446413	132467057
132463628	132446098	132467059
132463627	132446181	132467063
132463630	132446471	132467082
132463626	132446222	132467084
132463629	132446246	132467710
132463624	132446322	132467367
132463648	132446019	132467365
132463656	132446511	132467091
132463658	132446484	132467100
132463936	132446515	132467128
132463937	132446526	132467131
132463939	132446305	132467189
132463956	132446276	132467249
132463958	132446496	132467254
132463955	132447843	132467284
132464903	132447515	132467524
132463949	132447766	132467292
132463953	132447764	132467297
132463954	132447600	132467296
132463974	132447288	132467736
132463973	132447270	132467360
132463979	132447268	132467349
132463982	132447269	132467351
132463986	132447994	132467358
132463988	132447754	132467372
132463989	132447489	132467378
132464907	132447997	132467377
132463994	132447488	132468169
132463996	132447294	132468183
132463999	132448089	132468168
132464002	132447503	132467401
132464016	132447999	132467402
132464012	132447834	132467411
132464010	132447470	132468235
132464019	132447544	132468227
132464024	132448005	132468234
132464025	132447943	132468229
132464028	132447944	132468224
132464026	132447469	132467531
132464033	132447356	132468226
132464035	132447885	132468223
132464037	132447893	132468238
132464040	132447902	132467437
132464041	132447301	132467442
132464042	132447284	132467441
132464058	132447386	132467440
132464050	132447414	132467456
132464046	132447450	132467480
132464916	132447331	132467479
132464065	132447428	132467492
132464075	132447423	132467510
132464084	132447437	132467513
132464086	132448016	132467538
132464922	132447416	132467550
132464097	132447434	132467564
132464924	132447438	132467570
132464108	132447357	132467573
132464104	132447285	132467856
132464113	132447684	132467587
132464118	132447626	132467591
132464122	132447617	132467668
132464121	132447632	132467678
132464120	132447638	132467683
132464127	132447377	132467682
132464128	132447381	132467686
132464129	132447518	132467691
132464132	132447898	132467695
132464134	132447896	132467721
132464138	132447574	132467447
132464926	132447723	132467742
132464142	132447303	132467743
132464145	132447707	132467745
132464148	132447698	132467755
132464152	132447706	132467756
132464150	132447704	132467761
132464149	132447712	132467765
132464155	132447695	132467802
132464157	132447715	132467801
132464159	132447816	132467799
132464174	132447811	132467804
132464183	132447757	132467806
132464179	132447813	132467808
132464184	132447510	132467819
132464185	132447782	132467838
132464197	132447796	132467850
132464190	132447805	132467853
132464195	132447671	132467544
132464194	132447665	132467896
132464192	132447734	132467935
132464187	132447310	132467940
132464209	132447396	132467944
132464208	132447907	132467952
132464205	132447909	132467957
132464223	132447350	132467974
132464240	132447292	132467982
132464233	132447589	132468074
132464236	132447588	132468085
132464215	132447592	132468086
132464224	132447594	132468091
132464247	132447948	132468104
132464249	132447972	132468114
132464252	132447392	132468119
132464255	132447261	132468122
132464257	132447762	132468197
132464264	132447393	132468198
132464262	132448063	132468276
132464263	132448064	132467236
132464268	132447871	132467567
132464282	132447361	132468356
132464277	132448067	132468320
132464297	132447367	132467223
132464984	132449211	132467339
132464987	132449214	132467323
132465041	132449217	132467326
132464989	132448596	132469945
132465034	132448185	132470015
132465003	132448963	132470010
132465029	132448493	132468937
132464988	132448800	132469293
132465019	132448204	132469303
132464983	132448498	132469319
132464982	132448504	132469315
132465047	132448205	132469324
132465039	132448206	132469279
132465002	132448431	132469329
132465005	132449192	132469285
132465037	132448435	132469325
132465033	132448438	132469316
132465048	132448434	132469345
132465011	132448271	132469441
132465013	132448858	132469326
132465026	132448203	132469328
132465022	132448770	132469505
132464999	132448899	132469289
132464306	132449111	132469509
132464305	132449119	132469213
132464311	132449118	132468768
132464312	132449206	132468823
132464303	132448610	132469702
132464328	132448411	132469717
132464327	132448697	132469707
132464341	132448851	132469710
132464343	132448852	132469722
132464355	132449207	132469812
132464358	132448551	132469815
132464360	132449178	132469814
132464369	132449199	132469189
132464378	132448518	132468914
132464375	132448519	132469188
132464379	132448880	132468772
132464382	132448488	132468948
132464946	132449131	132469795
132464407	132448567	132469521
132464392	132448144	132469267
132464413	132448133	132468517
132464401	132448535	132468815
132464433	132448988	132469954
132464428	132448651	132469125
132464429	132448554	132469219
132465054	132448793	132469606
132465085	132448930	132469823
132465096	132448589	132469524
132465080	132449007	132469826
132465107	132448233	132468789
132465071	132448235	132468828
132465075	132448238	132469177
132465089	132448239	132469399
132465073	132448616	132469402
132465098	132448176	132469405
132465108	132448844	132469407
132465079	132448842	132469396
132465090	132448918	132468869
132465104	132449081	132468871
132465082	132449069	132468867
132465062	132448301	132468870
132464950	132449152	132468665
132464951	132448452	132468784
132465101	132448686	132468785
132465067	132448690	132468927
132464437	132448752	132468519
132464440	132448649	132468524
132464443	132448524	132468528
132464444	132448593	132468711
132464459	132448422	132468490
132464451	132449162	132469694
132464462	132448672	132469692
132464460	132448837	132469734
132464465	132449230	132469884
132464471	132448406	132469882
132464479	132448402	132468633
132464485	132448410	132468624
132464478	132448895	132468619
132464482	132448207	132469128
132464473	132448755	132468620
132464492	132448315	132469532
132464495	132448317	132469612
132464516	132448600	132469635
132465247	132448822	132469941
132464527	132448820	132469924
132464526	132448821	132468907
132464529	132448742	132468905
132464530	132448454	132468700
132464536	132448320	132468704
132464541	132448321	132469197
132464546	132448322	132469195
132464548	132448657	132469359
132464549	132448655	132469363
132464552	132449103	132469251
132464556	132448416	132468740
132464560	132448224	132469126
132464559	132448326	132468747
132464561	132449184	132468745
132464563	132448702	132468898
132464569	132448193	132469993
132464568	132449050	132469590
132464570	132449057	132468837
132464571	132448573	132468660
132464572	132448365	132468648
132464573	132448366	132468659
132464580	132448474	132469246
132464586	132449533	132468729
132464588	132450262	132468734
132464587	132450159	132468611
132464615	132449606	132469234
132464593	132449618	132469904
132464603	132450272	132469920
132464616	132450294	132469889
132464598	132449378	132469915
132464614	132449538	132469918
132464618	132449539	132469145
132464622	132449780	132469551
132464646	132450305	132469366
132464623	132449714	132468953
132464631	132450410	132469030
132464633	132450287	132469078
132464637	132450084	132468982
132464649	132450081	132469007
132464656	132450085	132468955
132464660	132449936	132469041
132464961	132450019	132469092
132464677	132450021	132468960
132464690	132449811	132468992
132464692	132450444	132468980
132464695	132450443	132469809
132464691	132450182	132469810
132464684	132449462	132468993
132464701	132449531	132469010
132464963	132449796	132469035
132464711	132449712	132469017
132464712	132449889	132469025
132464716	132449891	132468975
132464719	132449720	132469058
132464733	132450313	132469029
132464730	132449641	132469046
132464729	132449580	132468970
132464728	132449671	132469595
132465173	132449482	132469018
132465121	132450446	132468972
132465150	132450232	132468977
132465210	132450233	132469044
132465179	132450202	132468954
132465203	132450231	132468679
132465192	132450228	132468475
132465204	132450212	132468544
132465114	132449947	132468476
132465171	132449944	132469979
132465211	132449570	132469986
132465217	132450089	132469992
132465227	132449555	132469983
132465184	132449782	132468886
132465190	132450403	132469686
132465161	132449737	132468889
132465197	132450181	132468891
132465189	132450177	132469558
132465191	132449469	132469560
132465218	132449690	132469561
132465140	132449692	132468942
132465162	132449693	132468944
132465119	132449512	132468830
132465214	132449480	132469111
132465166	132449442	132469604
132465155	132450415	132468808
132465230	132449543	132468556
132464968	132449499	132469171
132465221	132449656	132468683
132465127	132450339	132469937
132465125	132449872	132469932
132465209	132449666	132469856
132465228	132450010	132469850
132465223	132449553	132469848
132465202	132449427	132469860
132465168	132450065	132469863
132465134	132450066	132469869
132465123	132449541	132469870
132464735	132449453	132469418
132464744	132449521	132468935
132464745	132449851	132469461
132464751	132449705	132468560
132464757	132450343	132469447
132464762	132450197	132469473
132464974	132450199	132469442
132464763	132449729	132469453
132464773	132450248	132469499
132464779	132449790	132469451
132464783	132449841	132469449
132464790	132449839	132469466
132464799	132449838	132469465
132464809	132449832	132469482
132464811	132449486	132469479
132464820	132449863	132469497
132464841	132449773	132469483
132464847	132450184	132469242
132464848	132449440	132469241
132464852	132449546	132469239
132464863	132449668	132468875
132464866	132450431	132468769
132464877	132450420	132468770
132464875	132450421	132469760
132464891	132449825	132469745
132466566	132449518	132469778
132466573	132449465	132469764
132466575	132449464	132469759
132466574	132449880	132469772
132466580	132449857	132469774
132466581	132450362	132469775
132466583	132449473	132469765
132466486	132449513	132469776
132466584	132449550	132468706
132466591	132449405	132468750
132466590	132449707	132469414
132466589	132449747	132468720
132466592	132450193	132468722
132466595	132449769	132468928
132466612	132449830	132468777
132466606	132450103	132468938
132466608	132450114	132468725
132466610	132449762	132468723
132466629	132450127	132469840
132466622	132450131	132469164
132466626	132449991	132468939
132466627	132449985	132468506
132466625	132450901	132468569
132466630	132451623	132468513
132465459	132451351	132468500
132465453	132451430	132469129
132465471	132451491	132469261
132465473	132451376	132469160
132465472	132451499	132468833
132465474	132451432	132468580
132465487	132451370	132469931
132465489	132451444	132469973
132465493	132451440	132469974
132465495	132451415	132469623
132465496	132451379	132468471
132465500	132451492	132469205
132465504	132451456	132468754
132465497	132451493	132468926
132465498	132451470	132468758
132465499	132451508	132468646
132465508	132451465	132468644
132465514	132451384	132469249
132465513	132451489	132468684
132465510	132451378	132468588
132465516	132451365	132468697
132465518	132450833	132468591
132465526	132451262	132468794
132465528	132451169	132468595
132465541	132451532	132468597
132465543	132450927	132469645
132465544	132450928	132468879
132465545	132451204	132468761
132465552	132451209	132468759
132465554	132451535	132470902
132465569	132451032	132471137
132465578	132451177	132470835
132465579	132451203	132470499
132465574	132451196	132470089
132465576	132451202	132471296
132465583	132451210	132471291
132465588	132451180	132470696
132465591	132451015	132470776
132465597	132450972	132471124
132466267	132451659	132470601
132466506	132451656	132470605
132466284	132451706	132470609
132466289	132451023	132470804
132465616	132451000	132470823
132466274	132450959	132470538
132466275	132451019	132470539
132466270	132450983	132470826
132466276	132450979	132470428
132465621	132451050	132470569
132466266	132451113	132470523
132466285	132451723	132470527
132465622	132451318	132470699
132465641	132451326	132470270
132465644	132451327	132470267
132466345	132451331	132470333
132466303	132451314	132470335
132466316	132450831	132470328
132466314	132451125	132470464
132466320	132450713	132470461
132466305	132450790	132470459
132466293	132450716	132470736
132466318	132450778	132470096
132466339	132450775	132470154
132466338	132450786	132470196
132466332	132450744	132470098
132466315	132450753	132470138
132466334	132450795	132470131
132465684	132450761	132470958
132465691	132450689	132470122
132465690	132451717	132470159
132465697	132450814	132470194
132465699	132450813	132470189
132465702	132451258	132470113
132465709	132451045	132470093
132465708	132451161	132470186
132465712	132451548	132470199
132465747	132450884	132470213
132465720	132451743	132470175
132465735	132451729	132470153
132465729	132451122	132470121
132465723	132451726	132470215
132465734	132451688	132470214
132465724	132451242	132470123
132465744	132451716	132470965
132465725	132451063	132471216
132466518	132451667	132471197
132465750	132451681	132471174
132466520	132451682	132470284
132465756	132450838	132471151
132465811	132451275	132471147
132465813	132450870	132471171
132465837	132451569	132471155
132466530	132451552	132471224
132465849	132451568	132470369
132465852	132451563	132471261
132465861	132451550	132471181
132465862	132451773	132470716
132465866	132451772	132471204
132465867	132451233	132471200
132465869	132451295	132470452
132465873	132451713	132471088
132465877	132450633	132470830
132465874	132451054	132470974
132465882	132451092	132470417
132465893	132450864	132470419
132465886	132450869	132470418
132465904	132450845	132470408
132465902	132451075	132470411
132465911	132451071	132470431
132465910	132451606	132470587
132465906	132451224	132470840
132465914	132451114	132470360
132465913	132450829	132470358
132465921	132451663	132470446
132465922	132451061	132470693
132465924	132451232	132470233
132465928	132450694	132470235
132465935	132452074	132470988
132465937	132452078	132470631
132465936	132452086	132470634
132465946	132452087	132471020
132465947	132452090	132470753
132465944	132452439	132470827
132465949	132452376	132470805
132465952	132452151	132470340
132465954	132452894	132470892
132465959	132452056	132470580
132465958	132452681	132470579
132465964	132452139	132470991
132465973	132452172	132471114
132465979	132452244	132470454
132465980	132452352	132470557
132465981	132452597	132470062
132465977	132453005	132470059
132466001	132452289	132470056
132466007	132452711	132471227
132466012	132452397	132470479
132466011	132452899	132471092
132466023	132452207	132470494
132466026	132452900	132470760
132466034	132452855	132470756
132466040	132452870	132470572
132466053	132452413	132470998
132466059	132452488	132470570
132466373	132452595	132470673
132466408	132452285	132471036
132466404	132452198	132471219
132466406	132452292	132471032
132466362	132452326	132471031
132466359	132452699	132470406
132466407	132452060	132471028
132466382	132452175	132471030
132466394	132452572	132470513
132466396	132452684	132470511
132466427	132452788	132471005
132466365	132452823	132470853
132466375	132452066	132470545
132466383	132452067	132471254
132466416	132452068	132471255
132466542	132452105	132470265
132466425	132452107	132470264
132466368	132452794	132470866
132466410	132452500	132470711
132466429	132452305	132470708
132466358	132452929	132470707
132466060	132453002	132470712
132466063	132452931	132471083
132466064	132452993	132471085
132466081	132452333	132470681
132466548	132452935	132470395
132466086	132452980	132470243
132466091	132452987	132470799
132466092	132452844	132471245
132466085	132452938	132471246
132466095	132452059	132471068
132466099	132452322	132470627
132466111	132452315	132470305
132466112	132452311	132470303
132466114	132452232	132470641
132466123	132452269	132470647
132466128	132452201	132470344
132466555	132452786	132470346
132466556	132452848	132470661
132466127	132452849	132470663
132465985	132452723	132470698
132466131	132452724	132470249
132466137	132452725	132470929
132466138	132452371	132470924
132466134	132452490	132470921
132466133	132452491	132470927
132466142	132452668	132470943
132466136	132452744	132470934
132466157	132452759	132470926
132466145	132452467	132470933
132466150	132452254	132470593
132466155	132452652	132470281
132466158	132452638	132470398
132466162	132452643	132470397
132466159	132452656	132470748
132466163	132452249	132470491
132466437	132452545	132470874
132466445	132452957	132470728
132466449	132452501	132471231
132466457	132452064	132470754
132466455	132452606	132470672
132466439	132452819	132470541
132466448	132452273	132470705
132466456	132462664	132470081
132466440	132465229	132471280
132466186		132470231
132466172		132470336
132466175		132470612
132466184		132470618
132466189		132471096
132466174		132470240
132466183		132471272
132466197		132470255
132466200		132470381
132466194		132470391
132466195		132470389
132466204		132470273
132466205		132470280
132466206		132470074
132466207		132470076
132466213		132470064
132466218		132470078
132466228		132471192
132466243		132470490
132466247		132470486
132466248		132470484
132466254		132471059
132466253		132472367
132466256		132472162
132466259		132471872
132467285		132471926
132468372		132471904
132468373		132471931
132467399		132471947
132467902		132472369
132467599		132472370
132466985		132471935
132468042		132471925
132468027		132471895
132468003		132471871
132468033		132471917
132468015		132471877
132468040		132471870
132468062		132472526
132468039		132472524
132468050		132472378
132467996		132472427
132467990		132472426
132467992		132471603
132468020		132471606
132468010		132472003
132468051		132471685
132468022		132471862
132468016		132471497
132468026		132472658
132468023		132472659
132468007		132472662
132468009		132471977
132467462		132472388
132467028		132471819
132467029		132472268
132467055		132472402
132467925		132471488
132467730		132472188
132467921		132472182
132467532		132471609
132468332		132471746
132468333		132471747
132467557		132471751
132467560		132471750
132467201		132472393
132467030		132471866
132467219		132471867
132467213		132472215
132467395		132471718
132467394		132472395
132468362		132472491
132468369		132472554
132468363		132472555
132467874		132472553
132467386		132471593
132467487		132472110
132467847		132472513
132467264		132472551
132467272		132471794
132467268		132472401
132467269		132472539
132467281		132471717
132467282		132471790
132468342		132472240
132467205		132472058
132467206		132472281
132467522		132472077
132467821		132472408
132467490		132472235
132467698		132471782
132467778		132472296
132467784		132472303
132467783		132472290
132467792		132472301
132467782		132471640
132467713		132471638
132467777		132471645
132467123		132472006
132467813		132472304
132467714		132472287
132468354		132471834
132468352		132472480
132468350		132472479
132468214		132472263
132468213		132472262
132468215		132472073
132468374		132472668
132467494		132472667
132468378		132471814
132467931		132471833
132467927		132472330
132467865		132472316
132467860		132472313
132467861		132472544
132467859		132472611
132467827		132472621
132467828		132472419
132467008		132471850
132467664		132472075
132468262		132472170
132467497		132471518
132468249		132471500
132467103		132471503
132467915		132471513
132467912		132471585
132467905		132471632
132467574		132471741
132467096		132472357
132467089		132471816
132467170		132472490
132467147		132471566
132467138		132472155
132467154		132472152
132467139		132471569
132467158		132472656
132467148		132472607
132467150		132471664
132467166		132471670
132467167		132471671
132467164		132471863
132467142		132471864
132467136		132471535
132467504		132471537
132468302		132471663
132468300		132472638
132468294		132471999
132468291		132471631
132468289		132471993
132467242		132472009
132468383		132471562
132467106		132471805
132467108		132471981
132468405		132471807
132468409		132471627
132468403		132471788
132468406		132471798
132468412		132472218
132468416		132472228
132468417		132471542
132468415		132471831
132468419		132472519
132466974		132472605
132466978		132472454
132466990		132471532
132466993		132471533
132466999		132471856
132467308		132471595
132467134		132471969
132467009		132471823
132467016		132471540
132467018		132471736
132467011		132471653
132467021		132472029
132467019		132471778
132467653		132471970
132467623		132471709
132467632		132471959
132467656		132472411
132467619		132472414
132467631		132472082
132467620		132472245
132467643		132471481
132467624		132471478
132467515		132471494
132467645		132471493
132467657		132471602
132467629		132471960
132467024		132471524
132467104		132472542
132467035		132472541
132467034		132471787
132467038		132471848
132467040		132472063
132467711		132471590
132467044		132471589
132467047		132471591
132467051		132472057
132467053		132472547
132467056		132472036
132467057		132472035
132467067		132472032
132467058		132471818
132467075		132471684
132467077		132472027
132467065		132471852
132467084		132471989
132467519		132472461
132467710		132472207
132467367		132472199
132467365		132472198
132467364		132471573
132467090		132471983
132467093		132472528
132467194		132471679
132467132		132471837
132467396		132472558
132467099		132471982
132467100		132472048
132467098		132472046
132467129		132472014
132467127		132472472
132467189		132471759
132467187		132471729
132467195		132471649
132467249		132472502
132467361		132472501
132467284		132472333
132467524		132472595
132467289		132472573
132467294		132472590
132467297		132472763
132467295		132473596
132467736		132473191
132467314		132472956
132467349		132472888
132467352		132472912
132467357		132473045
132467372		132473598
132467377		132473384
132467382		132473147
132468169		132473740
132468175		132472998
132468183		132473748
132468174		132473501
132468168		132473506
132468180		132473504
132468139		132473225
132467402		132473157
132467405		132473763
132467410		132472878
132467529		132472861
132467413		132473774
132467414		132473249
132467418		132473128
132468237		132473603
132468227		132473794
132468234		132473790
132468224		132473810
132468226		132473789
132467433		132473807
132467435		132472756
132467456		132472757
132467477		132472752
132467484		132472759
132467485		132472831
132467479		132472837
132467492		132472843
132467495		132472841
132467513		132472881
132467538		132473001
132467548		132473002
132467550		132473005
132467553		132473004
132467564		132473145
132467570		132473108
132467573		132473785
132467716		132473784
132467591		132473610
132467674		132472822
132467678		132473389
132467691		132473018
132467695		132472987
132467696		132473286
132467703		132473612
132467719		132473299
132467723		132473110
132467721		132473614
132467740		132473270
132467742		132473300
132467753		132473256
132467758		132473304
132467756		132473288
132467761		132473294
132467765		132473297
132467801		132473131
132467799		132473175
132467804		132473029
132467806		132473050
132467808		132473053
132467818		132473054
132467819		132473436
132467850		132473437
132467852		132473433
132467544		132473432
132467882		132473652
132467889		132473627
132467890		132472826
132467891		132473732
132467893		132473628
132467935		132473728
132467939		132473217
132467940		132473000
132467946		132473202
132467944		132472945
132467953		132472944
132467952		132473186
132467988		132473405
132467978		132473403
132468074		132473777
132468077		132473091
132468080		132472711
132468084		132473688
132468085		132473079
132468086		132473331
132468091		132473638
132468108		132473815
132468113		132473814
132468117		132472927
132468118		132473178
132468120		132472719
132468119		132473205
132468122		132472779
132468124		132472780
132468123		132473027
132468193		132473160
132468276		132472828
132467229		132473548
132467236		132473544
132467567		132473549
132468356		132473557
132468320		132473542
132467331		132472864
132467339		132473546
132467323		132473567
132468714		132473650
132468712		132472794
132468854		132472793
132468846		132473081
132470010		132473080
132469303		132473651
132469319		132473353
132469428		132473014
132469339		132473013
132469324		132472798
132469433		132472797
132469317		132472795
132469288		132472934
132469305		132473067
132469280		132473137
132469441		132473138
132469326		132472923
132469308		132473444
132469328		132473170
132469304		132472993
132469282		132472777
132469340		132473006
132469213		132473121
132468728		132473361
132468823		132473146
132469701		132473126
132469702		132473372
132469717		132473367
132469700		132472938
132469720		132472937
132469704		132473749
132469812		132473428
132469815		132472974
132469814		132472925
132469516		132473076
132468914		132473040
132468772		132473113
132468773		132473645
132468793		132473642
132469795		132473702
132469522		132473700
132468880		132473134
132468816		132473699
132469953		132473039
132469223		132473333
132469125		132473239
132469217		132473238
132469606		132472849
132469820		132472847
132468820		132473088
132468821		132472862
132469524		132473473
132468789		132473477
132469181		132473464
132469176		132473472
132469178		132473469
132469177		132473479
132469173		132473030
132469399		132473461
132469387		132472768
132469394		132473489
132469384		132472747
132469401		132473703
132469405		132473016
132469407		132473718
132469396		132473708
132469397		132472856
132468872		132473074
132468869		132472784
132468866		132472900
132468785		132472895
132468927		132472897
132468528		132472818
132468711		132472687
132468765		132472688
132469694		132472691
132469696		132473770
132469691		132473755
132469734		132473359
132469966		132473356
132469970		132473357
132469882		132473090
132469969		132473515
132468633		132472791
132469612		132473048
132468919		132473252
132469924		132473061
132469106		132472933
132468904		132475137
132468905		132475136
132468912		132475138
132469580		132474380
132469581		132474596
132468726		132474452
132468700		132474447
132468703		132474400
132468704		132474218
132469197		132474758
132469195		132474066
132469194		132474065
132469192		132473988
132469191		132474352
132469262		132474850
132469359		132474616
132469361		132473960
132469362		132474102
132468492		132474420
132468494		132474424
132468740		132475117
132468739		132475108
132468738		132474620
132469126		132474622
132468745		132475198
132468898		132475345
132468663		132475332
132469590		132475321
132468884		132475331
132468653		132475333
132468896		132474371
132468843		132474369
132469246		132474877
132468734		132474785
132468613		132474768
132469234		132474782
132469894		132474771
132469899		132474770
132469895		132474777
132469886		132474026
132468741		132474083
132469898		132474778
132469892		132474783
132469915		132474787
132469918		132473891
132469139		132474893
132469145		132474863
132469142		132474860
132469148		132474902
132469551		132474540
132468984		132474541
132469366		132474538
132469030		132474537
132468962		132474961
132468964		132474910
132468955		132474914
132469041		132474906
132469092		132474916
132468960		132474908
132468980		132474967
132469809		132474934
132469045		132474935
132469010		132474474
132469035		132474985
132469017		132474507
132469036		132474502
132468975		132474499
132468966		132474471
132469029		132474993
132469000		132474501
132468972		132473923
132469044		132474259
132468954		132474898
132468679		132474316
132468666		132473885
132468475		132474115
132468474		132474348
132468476		132474349
132469979		132474045
132469986		132474295
132469992		132474228
132469983		132475049
132469990		132474344
132469422		132474262
132468886		132474037
132469685		132475154
132468940		132474328
132468673		132474010
132468892		132474610
132468891		132474612
132468925		132474110
132469560		132474547
132469561		132474001
132468830		132474554
132468554		132474342
132469115		132475146
132469936		132474829
132469861		132474820
132469867		132474827
132469871		132475038
132469850		132475193
132469848		132474889
132469849		132474890
132469847		132474668
132469858		132474667
132469865		132473990
132469863		132474196
132469868		132475303
132469842		132474249
132469418		132475307
132469469		132475300
132468561		132474021
132469477		132474022
132469485		132474025
132469474		132474017
132469456		132474020
132469494		132475011
132469451		132474286
132469465		132474448
132469479		132474644
132469497		132474562
132469490		132474561
132469483		132473994
132469459		132475229
132469242		132474875
132468875		132475262
132468769		132474302
132469760		132474304
132469778		132474297
132469758		132474388
132469772		132474409
132469775		132473931
132469761		132473938
132469765		132474106
132469776		132475286
132469768		132473900
132468706		132474081
132468751		132474080
132468750		132474267
132469414		132475240
132468878		132474247
132469742		132473958
132469964		132474635
132468720		132475098
132468722		132475100
132468717		132474652
132468928		132474663
132468778		132475215
132468780		132474465
132469838		132474463
132469840		132474740
132469164		132473997
132469738		132474574
132468513		132474450
132468503		132474651
132468486		132474188
132468485		132474399
132468484		132474394
132469972		132475295
132469971		132475265
132469160		132475266
132468834		132474109
132468833		132473887
132469929		132474256
132469973		132474576
132469975		132475292
132469974		132475027
132469623		132474698
132468929		132474701
132468692		132474533
132468693		132474728
132468472		132474732
132469206		132474378
132469205		132474655
132468584		132474654
132468755		132474658
132469100		132474657
132468644		132473843
132468697		132474393
132469788		132474580
132468877		132474246
132468591		132474242
132469152		132474239
132469137		132474545
132468595		132473976
132469939		132474002
132468597		132475274
132469661		132474717
132469645		132474711
132469649		132474709
132469653		132474712
132468499		132474086
132468670		132475056
132468759		132475076
132469833		132473980
132469831		132473898
132470697		132473897
132470902		132473899
132470596		132474166
132470594		132474158
132470595		132474137
132470307		132474138
132470500		132473879
132470835		132475459
132470854		132475748
132470825		132475678
132470087		132475462
132470089		132445621
132470909		132445618
132471294		132475456
132471293		132475785
132471290		132475406
132471283		132475405
132471288		132475671
132470776		132445511
132470948		132475525
132471122		132475526
