Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
GM116_R1	GM116_R1.fastq	Conventional base calls	Sanger / Illumina 1.9	8024980.0	0.0	150.0	46.0	86.40472162677926	150.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GM116_R2	GM116_R2.fastq	Conventional base calls	Sanger / Illumina 1.9	8024980.0	0.0	150.0	46.0	87.10736015855996	150.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GM117_R1	GM117_R1.fastq	Conventional base calls	Sanger / Illumina 1.9	9676893.0	0.0	150.0	45.0	84.45944042357418	150.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
GM117_R2	GM117_R2.fastq	Conventional base calls	Sanger / Illumina 1.9	9676893.0	0.0	150.0	46.0	84.88294033943926	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	pass	pass
GM118_R1	GM118_R1.fastq	Conventional base calls	Sanger / Illumina 1.9	9414299.0	0.0	150.0	46.0	85.91059043871964	150.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GM118_R2	GM118_R2.fastq	Conventional base calls	Sanger / Illumina 1.9	9414299.0	0.0	150.0	46.0	86.52870364526576	150.0	pass	pass	warn	pass	pass	pass	pass	pass	pass	warn	pass
GM119_R1	GM119_R1.fastq	Conventional base calls	Sanger / Illumina 1.9	10709383.0	0.0	150.0	46.0	84.52081650349376	150.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
GM119_R2	GM119_R2.fastq	Conventional base calls	Sanger / Illumina 1.9	10709383.0	0.0	150.0	46.0	85.53549436988166	150.0	pass	pass	warn	pass	pass	pass	pass	pass	pass	pass	pass
GM11_R1	GM11_R1.fastq	Conventional base calls	Sanger / Illumina 1.9	8140700.0	0.0	150.0	45.0	85.76505400516513	150.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
GM11_R2	GM11_R2.fastq	Conventional base calls	Sanger / Illumina 1.9	8140700.0	0.0	150.0	45.0	86.25768310451456	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	pass
GM120_R1	GM120_R1.fastq	Conventional base calls	Sanger / Illumina 1.9	10058160.0	0.0	150.0	45.0	84.56946483516239	150.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
GM120_R2	GM120_R2.fastq	Conventional base calls	Sanger / Illumina 1.9	10058160.0	0.0	150.0	46.0	85.4230137294729	150.0	pass	pass	warn	pass	pass	pass	pass	pass	pass	warn	pass
GM121_R1	GM121_R1.fastq	Conventional base calls	Sanger / Illumina 1.9	10651929.0	0.0	150.0	45.0	82.95847967473155	150.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
GM121_R2	GM121_R2.fastq	Conventional base calls	Sanger / Illumina 1.9	10651929.0	0.0	150.0	46.0	83.60585828557731	150.0	pass	pass	warn	pass	pass	pass	pass	pass	pass	warn	pass
GM122_R1	GM122_R1.fastq	Conventional base calls	Sanger / Illumina 1.9	9610601.0	0.0	150.0	45.0	85.29850150444838	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	pass	pass
GM122_R2	GM122_R2.fastq	Conventional base calls	Sanger / Illumina 1.9	9610601.0	0.0	150.0	46.0	86.3121961198754	150.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
GM123_R1	GM123_R1.fastq	Conventional base calls	Sanger / Illumina 1.9	8497566.0	0.0	150.0	45.0	86.32678480648589	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	pass	pass
GM123_R2	GM123_R2.fastq	Conventional base calls	Sanger / Illumina 1.9	8497566.0	0.0	150.0	46.0	87.10643670496448	150.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
GM124_R1	GM124_R1.fastq	Conventional base calls	Sanger / Illumina 1.9	10143992.0	0.0	150.0	45.0	86.07276588258344	150.0	pass	pass	warn	pass	pass	pass	pass	pass	pass	pass	pass
GM124_R2	GM124_R2.fastq	Conventional base calls	Sanger / Illumina 1.9	10143992.0	0.0	150.0	46.0	86.75177771393457	150.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GM125_R1	GM125_R1.fastq	Conventional base calls	Sanger / Illumina 1.9	9717622.0	0.0	150.0	45.0	85.66005816934847	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	pass	pass
GM125_R2	GM125_R2.fastq	Conventional base calls	Sanger / Illumina 1.9	9717622.0	0.0	150.0	46.0	86.43096839899476	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
GM126_R1	GM126_R1.fastq	Conventional base calls	Sanger / Illumina 1.9	8649030.0	0.0	150.0	45.0	87.05014339969698	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	warn	pass
GM126_R2	GM126_R2.fastq	Conventional base calls	Sanger / Illumina 1.9	8649030.0	0.0	150.0	46.0	87.94338814701516	150.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
GM127_R1	GM127_R1.fastq	Conventional base calls	Sanger / Illumina 1.9	8174006.0	0.0	150.0	45.0	83.95443412096483	150.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	warn	pass
GM127_R2	GM127_R2.fastq	Conventional base calls	Sanger / Illumina 1.9	8174006.0	0.0	150.0	45.0	84.38768346782412	150.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
GM128_R1	GM128_R1.fastq	Conventional base calls	Sanger / Illumina 1.9	9650279.0	0.0	150.0	45.0	83.97683656411027	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	pass	pass
GM128_R2	GM128_R2.fastq	Conventional base calls	Sanger / Illumina 1.9	9650279.0	0.0	150.0	46.0	84.67448565535332	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
GM129_R1	GM129_R1.fastq	Conventional base calls	Sanger / Illumina 1.9	9964492.0	0.0	150.0	45.0	84.72311756038125	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	pass	pass
GM129_R2	GM129_R2.fastq	Conventional base calls	Sanger / Illumina 1.9	9964492.0	0.0	150.0	45.0	85.88667847160715	150.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
GM12_R1	GM12_R1.fastq	Conventional base calls	Sanger / Illumina 1.9	7419313.0	0.0	150.0	45.0	86.5224897558599	150.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	warn	pass
GM12_R2	GM12_R2.fastq	Conventional base calls	Sanger / Illumina 1.9	7419313.0	0.0	150.0	45.0	86.79835638891046	150.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	warn	pass
GM130_R1	GM130_R1.fastq	Conventional base calls	Sanger / Illumina 1.9	8557603.0	0.0	150.0	45.0	87.09030840864921	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	pass	pass
GM130_R2	GM130_R2.fastq	Conventional base calls	Sanger / Illumina 1.9	8557603.0	0.0	150.0	46.0	87.35524429586246	150.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
GM131_R1	GM131_R1.fastq	Conventional base calls	Sanger / Illumina 1.9	9573622.0	0.0	150.0	45.0	85.83018784317483	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	pass	pass
GM131_R2	GM131_R2.fastq	Conventional base calls	Sanger / Illumina 1.9	9573622.0	0.0	150.0	46.0	86.5210675665707	150.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
GM132_R1	GM132_R1.fastq	Conventional base calls	Sanger / Illumina 1.9	8424280.0	0.0	150.0	45.0	87.00752927872566	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	pass	pass
GM132_R2	GM132_R2.fastq	Conventional base calls	Sanger / Illumina 1.9	8424280.0	0.0	150.0	46.0	88.04199144386912	150.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	warn	pass
GM133_R1	GM133_R1.fastq	Conventional base calls	Sanger / Illumina 1.9	7591215.0	0.0	150.0	45.0	86.39598359870337	150.0	pass	pass	warn	pass	pass	pass	pass	pass	pass	pass	pass
GM133_R2	GM133_R2.fastq	Conventional base calls	Sanger / Illumina 1.9	7591215.0	0.0	150.0	45.0	87.10607449386195	150.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GM134_R1	GM134_R1.fastq	Conventional base calls	Sanger / Illumina 1.9	7706218.0	0.0	150.0	45.0	88.00305983767859	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	pass	pass
GM134_R2	GM134_R2.fastq	Conventional base calls	Sanger / Illumina 1.9	7706218.0	0.0	150.0	46.0	88.71084379503806	150.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
