Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
ABLG10418_trimmed_clipped_R2_paired	ABLG10418_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12656875.0	0.0	1-150	45.0	78.38217719569758	110.57953057132981	pass	pass	pass	pass	warn	fail	pass	warn	pass	warn	pass
ABLG10419_trimmed_clipped_R1_paired	ABLG10419_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11770703.0	0.0	1-150	46.0	75.17280280527474	105.85015117618718	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10419_trimmed_clipped_R2_paired	ABLG10419_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11770703.0	0.0	1-150	46.0	74.14558949148757	101.16751565305827	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10420_trimmed_clipped_R1_paired	ABLG10420_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8873896.0	0.0	1-150	47.0	69.29695833637	101.44051417776363	pass	pass	pass	pass	warn	fail	pass	warn	warn	fail	pass
ABLG10420_trimmed_clipped_R2_paired	ABLG10420_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8873896.0	0.0	1-150	47.0	68.34045795410306	95.13695190928539	pass	pass	pass	pass	warn	fail	pass	warn	warn	fail	pass
ABLG10421_trimmed_clipped_R1_paired	ABLG10421_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3328161.0	0.0	1-150	46.0	79.459032161271	112.35022644637684	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10421_trimmed_clipped_R2_paired	ABLG10421_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3328161.0	0.0	1-150	46.0	78.7689861863278	105.73777740920586	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10422_trimmed_clipped_R1_paired	ABLG10422_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10393662.0	0.0	1-150	46.0	74.915545502016	105.66844486572683	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10422_trimmed_clipped_R2_paired	ABLG10422_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10393662.0	0.0	1-150	46.0	73.93268851004852	101.52384385792034	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10423_trimmed_clipped_R1_paired	ABLG10423_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13825719.0	0.0	1-150	46.0	73.21759853362836	105.26544832858241	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10423_trimmed_clipped_R2_paired	ABLG10423_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13825719.0	0.0	1-150	46.0	72.59445709050657	102.30362486030563	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10424_trimmed_clipped_R1_paired	ABLG10424_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11189960.0	0.0	1-150	46.0	74.63000994693266	106.29195886312372	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10424_trimmed_clipped_R2_paired	ABLG10424_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11189960.0	0.0	1-150	46.0	74.02248963912989	101.37573717868518	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10425_trimmed_clipped_R1_paired	ABLG10425_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8822669.0	0.0	1-150	46.0	76.15967357700987	104.61904759206087	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10425_trimmed_clipped_R2_paired	ABLG10425_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8822669.0	0.0	1-150	46.0	75.59180711359502	101.04758287996523	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10426_trimmed_clipped_R1_paired	ABLG10426_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12971042.0	0.0	1-150	46.0	71.79843429776224	105.004134132015	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10426_trimmed_clipped_R2_paired	ABLG10426_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12971042.0	0.0	1-150	46.0	71.01727476385166	97.87403463808073	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10427_trimmed_clipped_R1_paired	ABLG10427_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10125756.0	0.0	1-150	46.0	75.79197496299986	108.94499373676395	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10427_trimmed_clipped_R2_paired	ABLG10427_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10125756.0	0.0	1-150	46.0	74.95643001385291	102.49333728760598	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10428_trimmed_clipped_R1_paired	ABLG10428_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8291709.0	0.0	1-150	46.0	74.92278405334622	108.62993431149116	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10428_trimmed_clipped_R2_paired	ABLG10428_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8291709.0	0.0	1-150	46.0	74.27734174215932	102.16376985733581	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10429_trimmed_clipped_R1_paired	ABLG10429_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6049999.0	0.0	1-150	46.0	73.99118955988084	106.24618235474088	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10429_trimmed_clipped_R2_paired	ABLG10429_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6049999.0	0.0	1-150	46.0	73.17305945103826	99.49261297398562	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10430_trimmed_clipped_R1_paired	ABLG10430_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8037374.0	0.0	1-150	46.0	75.90574871520897	108.03817403544988	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10430_trimmed_clipped_R2_paired	ABLG10430_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8037374.0	0.0	1-150	46.0	75.18135461793798	102.19589681903567	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10431_trimmed_clipped_R1_paired	ABLG10431_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3529182.0	0.0	1-150	46.0	73.28807132962008	101.26777479880607	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10431_trimmed_clipped_R2_paired	ABLG10431_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3529182.0	0.0	1-150	46.0	72.29644767945588	95.6858359812557	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10432_trimmed_clipped_R1_paired	ABLG10432_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5430525.0	0.0	1-150	47.0	74.65890017558482	103.40834044590532	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10432_trimmed_clipped_R2_paired	ABLG10432_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5430525.0	0.0	1-150	47.0	73.85806926510064	98.29133628884868	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10433_trimmed_clipped_R1_paired	ABLG10433_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6677784.0	0.0	1-150	47.0	72.38174175753238	99.50863175568422	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10433_trimmed_clipped_R2_paired	ABLG10433_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6677784.0	0.0	1-150	47.0	71.74577055133749	95.47563682802559	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10434_trimmed_clipped_R1_paired	ABLG10434_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3222121.0	0.0	1-150	47.0	73.62141280316757	99.68183876396945	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10434_trimmed_clipped_R2_paired	ABLG10434_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3222121.0	0.0	1-150	47.0	72.95012815503965	95.72085250678047	pass	pass	warn	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10435_trimmed_clipped_R1_paired	ABLG10435_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2825955.0	0.0	1-150	47.0	70.26802124341562	96.35926155936666	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10435_trimmed_clipped_R2_paired	ABLG10435_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2825955.0	0.0	1-150	47.0	69.43626315995094	90.7178514873733	pass	pass	pass	pass	warn	fail	pass	warn	warn	fail	pass
ABLG10436_trimmed_clipped_R1_paired	ABLG10436_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8044536.0	0.0	1-150	46.0	72.55453999203313	103.77784971066075	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10436_trimmed_clipped_R2_paired	ABLG10436_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8044536.0	0.0	1-150	46.0	71.50917491536673	97.67197983824052	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10437_trimmed_clipped_R1_paired	ABLG10437_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5600141.0	0.0	1-150	47.0	68.47619120706429	99.15551233442157	pass	pass	pass	pass	warn	fail	pass	warn	warn	fail	pass
ABLG10437_trimmed_clipped_R2_paired	ABLG10437_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5600141.0	0.0	1-150	47.0	67.43160155890536	91.95624985156624	pass	pass	pass	pass	warn	fail	pass	warn	warn	fail	pass
ABLG10438_trimmed_clipped_R1_paired	ABLG10438_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6141169.0	0.0	1-150	47.0	72.2901049456743	101.01704170655456	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10438_trimmed_clipped_R2_paired	ABLG10438_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6141169.0	0.0	1-150	47.0	71.29815544940836	96.43909343644508	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10439_trimmed_clipped_R1_paired	ABLG10439_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22610513.0	0.0	1-150	45.0	76.4202102891214	108.74843414654059	pass	pass	pass	pass	warn	fail	pass	warn	pass	warn	pass
ABLG10439_trimmed_clipped_R2_paired	ABLG10439_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22610513.0	0.0	1-150	45.0	76.11702703683973	104.56329367670693	pass	pass	pass	pass	warn	fail	pass	warn	pass	warn	pass
ABLG10440_trimmed_clipped_R1_paired	ABLG10440_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3469804.0	0.0	1-150	47.0	73.2582188820468	100.20199094819189	pass	pass	warn	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10440_trimmed_clipped_R2_paired	ABLG10440_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3469804.0	0.0	1-150	46.0	72.43930622000586	95.29958867993696	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10441_trimmed_clipped_R1_paired	ABLG10441_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5010289.0	0.0	1-150	47.0	72.75488515303691	100.43947205440644	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10441_trimmed_clipped_R2_paired	ABLG10441_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5010289.0	0.0	1-150	47.0	71.93512122644363	95.38182587870679	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10442_trimmed_clipped_R1_paired	ABLG10442_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4087276.0	0.0	1-150	46.0	77.55365116686069	106.54951023615729	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10442_trimmed_clipped_R2_paired	ABLG10442_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4087276.0	0.0	1-150	46.0	76.66710754930556	100.91622048523271	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10443_trimmed_clipped_R1_paired	ABLG10443_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4992490.0	0.0	1-150	47.0	72.66521257656999	100.5036168324824	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10443_trimmed_clipped_R2_paired	ABLG10443_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4992490.0	0.0	1-150	47.0	71.4267024590713	97.00744358025754	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10444_trimmed_clipped_R1_paired	ABLG10444_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7810197.0	0.0	1-150	46.0	73.59839526486732	103.53545013013117	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10444_trimmed_clipped_R2_paired	ABLG10444_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7810197.0	0.0	1-150	46.0	72.89122327219648	99.59424454978536	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10445_trimmed_clipped_R1_paired	ABLG10445_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11831350.0	0.0	1-150	45.0	77.37608354644246	110.37948036361024	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10445_trimmed_clipped_R2_paired	ABLG10445_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11831350.0	0.0	1-150	45.0	76.50498599005661	105.94349393771633	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10446_trimmed_clipped_R1_paired	ABLG10446_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20818150.0	0.0	1-150	46.0	72.71875156360717	103.92558623124533	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10446_trimmed_clipped_R2_paired	ABLG10446_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20818150.0	0.0	1-150	46.0	72.05620471888065	99.47037887612493	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10447_trimmed_clipped_R1_paired	ABLG10447_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6739031.0	0.0	1-150	47.0	72.11596207770296	98.31962666442698	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10447_trimmed_clipped_R2_paired	ABLG10447_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6739031.0	0.0	1-150	47.0	70.82261035250347	96.88814934966169	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10448_trimmed_clipped_R1_paired	ABLG10448_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8251964.0	0.0	1-150	46.0	76.88998129356578	107.33412603351154	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10448_trimmed_clipped_R2_paired	ABLG10448_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8251964.0	0.0	1-150	46.0	76.24603009898307	103.41338740692518	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10449_trimmed_clipped_R1_paired	ABLG10449_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10569579.0	0.0	1-150	46.0	71.33366708377812	102.16362638474058	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10449_trimmed_clipped_R2_paired	ABLG10449_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10569579.0	0.0	1-150	46.0	70.66245727708879	96.97222055864287	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10450_trimmed_clipped_R1_paired	ABLG10450_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6876555.0	0.0	1-150	47.0	72.06269862679437	103.65269120947916	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10450_trimmed_clipped_R2_paired	ABLG10450_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6876555.0	0.0	1-150	47.0	71.10336409760521	95.8038244440712	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10451_trimmed_clipped_R1_paired	ABLG10451_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10581163.0	0.0	1-150	46.0	71.13343780395788	100.89753517642626	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10451_trimmed_clipped_R2_paired	ABLG10451_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10581163.0	0.0	1-150	46.0	70.5597275490381	97.00237478621206	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10452_trimmed_clipped_R1_paired	ABLG10452_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4985959.0	0.0	1-150	47.0	67.79198260082438	97.52182117823271	pass	pass	pass	pass	warn	fail	pass	warn	warn	fail	pass
ABLG10452_trimmed_clipped_R2_paired	ABLG10452_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4985959.0	0.0	1-150	47.0	67.00126999178201	92.59564468941682	pass	pass	pass	pass	warn	fail	pass	warn	warn	fail	pass
ABLG10453_trimmed_clipped_R1_paired	ABLG10453_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5665220.0	0.0	1-150	47.0	69.74525904558757	99.61484390720925	pass	pass	pass	pass	warn	fail	pass	warn	warn	fail	pass
ABLG10453_trimmed_clipped_R2_paired	ABLG10453_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5665220.0	0.0	1-150	47.0	68.9371742803507	93.22059461062412	pass	pass	pass	pass	warn	fail	pass	warn	warn	fail	pass
ABLG10454_trimmed_clipped_R1_paired	ABLG10454_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4588575.0	0.0	1-150	47.0	73.4857007816348	103.0712748511248	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10454_trimmed_clipped_R2_paired	ABLG10454_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4588575.0	0.0	1-150	46.0	72.56387710373087	97.70828198296857	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10455_trimmed_clipped_R1_paired	ABLG10455_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4459307.0	0.0	1-150	46.0	72.99910283566042	102.84141145698199	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10455_trimmed_clipped_R2_paired	ABLG10455_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4459307.0	0.0	1-150	46.0	71.86988195836076	96.60164864181812	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10458_trimmed_clipped_R1_paired	ABLG10458_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16418870.0	0.0	1-150	45.0	76.8376201882462	110.7431452956263	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
ABLG10458_trimmed_clipped_R2_paired	ABLG10458_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16418870.0	0.0	1-150	45.0	75.97193357701815	105.70611327088892	pass	pass	pass	pass	warn	fail	pass	warn	pass	fail	pass
