	2	7	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
ABLG10408_trimmed_clipped_R1_paired	66228.0	37434.0	37244.0	43035.0	73504.0	125861.0	140521.0	153999.0	244237.0	302248.0	300588.0	335531.0	308779.0	323020.0	288164.0	285542.0	257461.0	248445.0	226042.0	213221.0	197335.0	189236.0	180277.0	168636.0	161030.0	153434.0	145187.0	140966.0	135761.0	100625.0	3089487.0
	2	7	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
ABLG10408_trimmed_clipped_R2_paired	64334.0	57614.0	56862.0	68523.0	88589.0	114024.0	128163.0	142263.0	232252.0	296617.0	301317.0	343823.0	318723.0	330061.0	302151.0	294537.0	266536.0	259674.0	237169.0	225806.0	211212.0	198647.0	188858.0	178950.0	167243.0	160787.0	153682.0	148703.0	141321.0	104423.0	2890214.0
	2	7	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
ABLG10409_trimmed_clipped_R1_paired	26375.0	19269.0	22240.0	28953.0	64655.0	123238.0	141888.0	159690.0	301875.0	385886.0	374810.0	424037.0	383016.0	401047.0	352300.0	350432.0	311293.0	298481.0	270700.0	256260.0	235037.0	224687.0	209310.0	195931.0	184776.0	176036.0	165105.0	160921.0	152111.0	119621.0	3018028.0
	2	7	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
ABLG10409_trimmed_clipped_R2_paired	99144.0	87120.0	82421.0	92097.0	115642.0	145865.0	162261.0	175352.0	310815.0	390131.0	389923.0	433931.0	398569.0	405742.0	368495.0	355185.0	318106.0	303602.0	276181.0	258808.0	238683.0	223992.0	209498.0	198075.0	183362.0	174785.0	166170.0	159244.0	149427.0	113604.0	2551778.0
	2	7	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
ABLG10410_trimmed_clipped_R1_paired	30612.0	24412.0	28622.0	34787.0	70207.0	126223.0	144432.0	160908.0	343966.0	434289.0	445084.0	505193.0	480119.0	503430.0	462657.0	460933.0	425652.0	410754.0	383539.0	363593.0	340478.0	325573.0	308518.0	290455.0	274708.0	260480.0	245359.0	234056.0	221338.0	181582.0	3894448.0
