Sample	Unique Reads	Duplicate Reads
ABLG10442_trimmed_clipped_R2_paired	3133597.0	953679.0
ABLG10443_trimmed_clipped_R1_paired	3627804.0	1364686.0
ABLG10443_trimmed_clipped_R2_paired	3565971.0	1426519.0
ABLG10444_trimmed_clipped_R1_paired	5748180.0	2062017.0
ABLG10444_trimmed_clipped_R2_paired	5692949.0	2117248.0
ABLG10445_trimmed_clipped_R1_paired	9154636.0	2676714.0
ABLG10445_trimmed_clipped_R2_paired	9051573.0	2779777.0
ABLG10446_trimmed_clipped_R1_paired	15138699.0	5679451.0
ABLG10446_trimmed_clipped_R2_paired	15000769.0	5817381.0
ABLG10447_trimmed_clipped_R1_paired	4859918.0	1879113.0
ABLG10447_trimmed_clipped_R2_paired	4772758.0	1966273.0
ABLG10448_trimmed_clipped_R1_paired	6344934.0	1907030.0
ABLG10448_trimmed_clipped_R2_paired	6291795.0	1960169.0
ABLG10449_trimmed_clipped_R1_paired	7539669.0	3029910.0
ABLG10449_trimmed_clipped_R2_paired	7468725.0	3100854.0
ABLG10450_trimmed_clipped_R1_paired	4955432.0	1921123.0
ABLG10450_trimmed_clipped_R2_paired	4889462.0	1987093.0
ABLG10451_trimmed_clipped_R1_paired	7526746.0	3054417.0
ABLG10451_trimmed_clipped_R2_paired	7466040.0	3115123.0
ABLG10452_trimmed_clipped_R1_paired	3380081.0	1605878.0
ABLG10452_trimmed_clipped_R2_paired	3340656.0	1645303.0
ABLG10453_trimmed_clipped_R1_paired	3951223.0	1713997.0
ABLG10453_trimmed_clipped_R2_paired	3905443.0	1759777.0
ABLG10454_trimmed_clipped_R1_paired	3371947.0	1216628.0
ABLG10454_trimmed_clipped_R2_paired	3329648.0	1258927.0
ABLG10455_trimmed_clipped_R1_paired	3255255.0	1204052.0
ABLG10455_trimmed_clipped_R2_paired	3204899.0	1254408.0
ABLG10458_trimmed_clipped_R1_paired	12615869.0	3803001.0
ABLG10458_trimmed_clipped_R2_paired	12473734.0	3945136.0
ABLG10459_trimmed_clipped_R1_paired	12816423.0	3594478.0
ABLG10459_trimmed_clipped_R2_paired	12761533.0	3649368.0
ABLG10460_trimmed_clipped_R1_paired	16183055.0	4957329.0
ABLG10460_trimmed_clipped_R2_paired	16048550.0	5091834.0
ABLG10461_trimmed_clipped_R1_paired	13698306.0	4000603.0
ABLG10461_trimmed_clipped_R2_paired	13614748.0	4084161.0
ABLG10462_trimmed_clipped_R1_paired	12775623.0	3045164.0
ABLG10462_trimmed_clipped_R2_paired	12497052.0	3323735.0
ABLG10463_trimmed_clipped_R1_paired	16040246.0	5130456.0
ABLG10463_trimmed_clipped_R2_paired	15902048.0	5268654.0
ABLG10464_trimmed_clipped_R1_paired	7131024.0	1746673.0
ABLG10464_trimmed_clipped_R2_paired	7060555.0	1817142.0
ABLG10465_trimmed_clipped_R1_paired	6708170.0	1842464.0
ABLG10465_trimmed_clipped_R2_paired	6590770.0	1959864.0
ABLG10466_trimmed_clipped_R1_paired	19122472.0	6404606.0
ABLG10466_trimmed_clipped_R2_paired	18904281.0	6622797.0
ABLG10467_trimmed_clipped_R1_paired	18304977.0	6340946.0
ABLG10467_trimmed_clipped_R2_paired	18193966.0	6451957.0
ABLG10468_trimmed_clipped_R1_paired	7439366.0	1949381.0
ABLG10468_trimmed_clipped_R2_paired	7351715.0	2037032.0
ABLG10469_trimmed_clipped_R1_paired	18902401.0	6394557.0
ABLG10469_trimmed_clipped_R2_paired	18783654.0	6513304.0
ABLG10470_trimmed_clipped_R1_paired	13650719.0	4483723.0
ABLG10470_trimmed_clipped_R2_paired	13565505.0	4568937.0
ABLG10471_trimmed_clipped_R1_paired	17227884.0	5761276.0
ABLG10471_trimmed_clipped_R2_paired	17101315.0	5887845.0
ABLG10472_trimmed_clipped_R1_paired	5179531.0	2447210.0
ABLG10472_trimmed_clipped_R2_paired	5113139.0	2513602.0
ABLG10473_trimmed_clipped_R1_paired	15845218.0	5402619.0
ABLG10473_trimmed_clipped_R2_paired	15782003.0	5465834.0
ABLG10474_trimmed_clipped_R1_paired	17620725.0	6044130.0
ABLG10474_trimmed_clipped_R2_paired	17511112.0	6153743.0
ABLG10475_trimmed_clipped_R1_paired	19990599.0	7142165.0
ABLG10475_trimmed_clipped_R2_paired	19836922.0	7295842.0
ABLG10476_trimmed_clipped_R1_paired	7939685.0	2340400.0
ABLG10476_trimmed_clipped_R2_paired	7839419.0	2440666.0
ABLG10477_trimmed_clipped_R1_paired	8040575.0	2265095.0
ABLG10477_trimmed_clipped_R2_paired	7979974.0	2325696.0
ABLG10478_trimmed_clipped_R1_paired	12702906.0	3611250.0
ABLG10478_trimmed_clipped_R2_paired	12488834.0	3825322.0
ABLG10479_trimmed_clipped_R1_paired	16853956.0	5583328.0
ABLG10479_trimmed_clipped_R2_paired	16720588.0	5716696.0
ABLG10480_trimmed_clipped_R1_paired	16983361.0	5800126.0
ABLG10480_trimmed_clipped_R2_paired	16836928.0	5946559.0
ABLG10481_trimmed_clipped_R1_paired	14530005.0	4475943.0
ABLG10481_trimmed_clipped_R2_paired	14439521.0	4566427.0
ABLG10482_trimmed_clipped_R1_paired	8225028.0	2268941.0
ABLG10482_trimmed_clipped_R2_paired	8106353.0	2387616.0
ABLG10483_trimmed_clipped_R1_paired	18736336.0	6650542.0
ABLG10483_trimmed_clipped_R2_paired	18625242.0	6761636.0
ABLG10484_trimmed_clipped_R1_paired	15485248.0	5035925.0
ABLG10484_trimmed_clipped_R2_paired	15412874.0	5108299.0
ABLG10485_trimmed_clipped_R1_paired	6837032.0	1781723.0
ABLG10485_trimmed_clipped_R2_paired	6735137.0	1883618.0
ABLG10486_trimmed_clipped_R1_paired	9243053.0	2721418.0
ABLG10486_trimmed_clipped_R2_paired	9115224.0	2849247.0
ABLG10487_trimmed_clipped_R1_paired	16633633.0	5488830.0
ABLG10487_trimmed_clipped_R2_paired	16489909.0	5632554.0
ABLG10488_trimmed_clipped_R1_paired	15142310.0	4790843.0
ABLG10488_trimmed_clipped_R2_paired	14982369.0	4950784.0
ABLG10489_trimmed_clipped_R1_paired	4485179.0	1330737.0
ABLG10489_trimmed_clipped_R2_paired	4410682.0	1405234.0
ABLG10490_trimmed_clipped_R1_paired	7340759.0	2577345.0
ABLG10490_trimmed_clipped_R2_paired	7256105.0	2661999.0
ABLG10491_trimmed_clipped_R1_paired	9351231.0	3265764.0
ABLG10491_trimmed_clipped_R2_paired	9212244.0	3404751.0
ABLG10492_trimmed_clipped_R1_paired	8415296.0	3155470.0
ABLG10492_trimmed_clipped_R2_paired	8325059.0	3245707.0
ABLG10493_trimmed_clipped_R1_paired	11243145.0	4166309.0
ABLG10493_trimmed_clipped_R2_paired	11108537.0	4300917.0
ABLG10494_trimmed_clipped_R1_paired	6895333.0	2327978.0
ABLG10494_trimmed_clipped_R2_paired	6828530.0	2394781.0
ABLG10495_trimmed_clipped_R1_paired	6344030.0	2376534.0
ABLG10495_trimmed_clipped_R2_paired	6233510.0	2487054.0
ABLG10496_trimmed_clipped_R1_paired	7055430.0	1898822.0
ABLG10496_trimmed_clipped_R2_paired	6871228.0	2083024.0
ABLG10497_trimmed_clipped_R1_paired	4691402.0	1345696.0
ABLG10497_trimmed_clipped_R2_paired	4641718.0	1395380.0
ABLG10498_trimmed_clipped_R1_paired	11454681.0	3879442.0
ABLG10498_trimmed_clipped_R2_paired	11363089.0	3971034.0
ABLG10499_trimmed_clipped_R1_paired	10685231.0	3561493.0
ABLG10499_trimmed_clipped_R2_paired	10576235.0	3670489.0
ABLG10500_trimmed_clipped_R1_paired	7877150.0	2768823.0
ABLG10500_trimmed_clipped_R2_paired	7765132.0	2880841.0
ABLG10502_trimmed_clipped_R1_paired	5257891.0	1660375.0
ABLG10502_trimmed_clipped_R2_paired	5209515.0	1708751.0
ABLG10718_trimmed_clipped_R1_paired	9239976.0	2771085.0
ABLG10718_trimmed_clipped_R2_paired	9175354.0	2835707.0
ABLG10719_trimmed_clipped_R1_paired	9991215.0	3148401.0
ABLG10719_trimmed_clipped_R2_paired	9920194.0	3219422.0
ABLG10720_trimmed_clipped_R1_paired	16009563.0	5114003.0
ABLG10720_trimmed_clipped_R2_paired	15898684.0	5224882.0
ABLG10721_trimmed_clipped_R1_paired	14299852.0	4147927.0
ABLG10721_trimmed_clipped_R2_paired	14153260.0	4294519.0
ABLG10723_trimmed_clipped_R1_paired	16538377.0	5510630.0
ABLG10723_trimmed_clipped_R2_paired	16450934.0	5598073.0
ABLG10724_trimmed_clipped_R1_paired	10829332.0	3238181.0
ABLG10724_trimmed_clipped_R2_paired	10728034.0	3339479.0
ABLG10725_trimmed_clipped_R1_paired	11965692.0	3488773.0
ABLG10725_trimmed_clipped_R2_paired	11914050.0	3540415.0
ABLG10728_trimmed_clipped_R1_paired	9800572.0	2780403.0
ABLG10728_trimmed_clipped_R2_paired	9746046.0	2834929.0
ABLG10729_trimmed_clipped_R1_paired	13910794.0	4418272.0
ABLG10729_trimmed_clipped_R2_paired	13849649.0	4479417.0
ABLG10730_trimmed_clipped_R1_paired	18199988.0	5713594.0
ABLG10730_trimmed_clipped_R2_paired	18098194.0	5815388.0
ABLG10731_trimmed_clipped_R1_paired	11835488.0	3641768.0
ABLG10731_trimmed_clipped_R2_paired	11801439.0	3675817.0
ABLG10732_trimmed_clipped_R1_paired	13259590.0	4158790.0
ABLG10732_trimmed_clipped_R2_paired	13192268.0	4226112.0
ABLG10733_trimmed_clipped_R1_paired	9337564.0	2548024.0
ABLG10733_trimmed_clipped_R2_paired	9262764.0	2622824.0
ABLG10734_trimmed_clipped_R1_paired	13930772.0	4328490.0
ABLG10734_trimmed_clipped_R2_paired	13839851.0	4419411.0
ABLG10735_trimmed_clipped_R1_paired	12616117.0	3589602.0
ABLG10735_trimmed_clipped_R2_paired	12532997.0	3672722.0
ABLG10737_trimmed_clipped_R1_paired	10264253.0	3033626.0
ABLG10737_trimmed_clipped_R2_paired	10187825.0	3110054.0
ABLG10738_trimmed_clipped_R1_paired	9749825.0	2664521.0
ABLG10738_trimmed_clipped_R2_paired	9721030.0	2693316.0
ABLG10739_trimmed_clipped_R1_paired	14749615.0	4121092.0
ABLG10739_trimmed_clipped_R2_paired	14670040.0	4200667.0
ABLG10740_trimmed_clipped_R1_paired	8605122.0	2420656.0
ABLG10740_trimmed_clipped_R2_paired	8558469.0	2467309.0
ABLG10742_trimmed_clipped_R1_paired	7799270.0	2085091.0
ABLG10742_trimmed_clipped_R2_paired	7744886.0	2139475.0
ABLG10743_trimmed_clipped_R1_paired	5773751.0	1459664.0
ABLG10743_trimmed_clipped_R2_paired	5721286.0	1512129.0
ABLG10744_trimmed_clipped_R1_paired	8547539.0	2364977.0
ABLG10744_trimmed_clipped_R2_paired	8494965.0	2417551.0
ABLG10746_trimmed_clipped_R1_paired	6484254.0	1668838.0
ABLG10746_trimmed_clipped_R2_paired	6440240.0	1712852.0
ABLG10747_trimmed_clipped_R1_paired	15550701.0	4956649.0
ABLG10747_trimmed_clipped_R2_paired	15461761.0	5045589.0
ABLG10749_trimmed_clipped_R1_paired	10531961.0	2948784.0
ABLG10749_trimmed_clipped_R2_paired	10453196.0	3027549.0
ABLG10752_trimmed_clipped_R1_paired	14625447.0	4878947.0
ABLG10752_trimmed_clipped_R2_paired	14535534.0	4968860.0
ABLG10753_trimmed_clipped_R1_paired	3877650.0	892851.0
ABLG10753_trimmed_clipped_R2_paired	3832224.0	938277.0
ABLG10755_trimmed_clipped_R1_paired	11115781.0	3616294.0
ABLG10755_trimmed_clipped_R2_paired	11020229.0	3711846.0
ABLG10757_trimmed_clipped_R1_paired	5831770.0	1575055.0
ABLG10757_trimmed_clipped_R2_paired	5776469.0	1630356.0
ABLG10758_trimmed_clipped_R1_paired	5419535.0	1568564.0
ABLG10758_trimmed_clipped_R2_paired	5355837.0	1632262.0
ABLG10759_trimmed_clipped_R1_paired	13694783.0	4112808.0
ABLG10759_trimmed_clipped_R2_paired	13624068.0	4183523.0
ABLG10761_trimmed_clipped_R1_paired	12943656.0	4059873.0
ABLG10761_trimmed_clipped_R2_paired	12878604.0	4124925.0
ABLG10763_trimmed_clipped_R1_paired	8614900.0	2554550.0
ABLG10763_trimmed_clipped_R2_paired	8551044.0	2618406.0
ABLG10764_trimmed_clipped_R1_paired	12313848.0	3814793.0
ABLG10764_trimmed_clipped_R2_paired	12229685.0	3898956.0
ABLG10818_trimmed_clipped_R1_paired	4798328.0	1320102.0
ABLG10818_trimmed_clipped_R2_paired	4732426.0	1386004.0
ABLG10820_trimmed_clipped_R1_paired	6841460.0	1921435.0
ABLG10820_trimmed_clipped_R2_paired	6787953.0	1974942.0
ABLG10821_trimmed_clipped_R1_paired	7429013.0	2005341.0
ABLG10821_trimmed_clipped_R2_paired	7379187.0	2055167.0
ABLG10823_trimmed_clipped_R1_paired	6610029.0	1835820.0
ABLG10823_trimmed_clipped_R2_paired	6551878.0	1893971.0
ABLG10824_trimmed_clipped_R1_paired	7417026.0	2139603.0
ABLG10824_trimmed_clipped_R2_paired	7372739.0	2183890.0
ABLG10825_trimmed_clipped_R1_paired	5365519.0	1262972.0
ABLG10825_trimmed_clipped_R2_paired	5319120.0	1309371.0
ABLG10827_trimmed_clipped_R1_paired	8094885.0	2153884.0
ABLG10827_trimmed_clipped_R2_paired	8016392.0	2232377.0
ABLG10828_trimmed_clipped_R1_paired	6019811.0	1662241.0
ABLG10828_trimmed_clipped_R2_paired	5947948.0	1734104.0
ABLG10832_trimmed_clipped_R1_paired	8193386.0	2149065.0
ABLG10832_trimmed_clipped_R2_paired	8118863.0	2223588.0
ABLG10833_trimmed_clipped_R1_paired	7875388.0	2383186.0
ABLG10833_trimmed_clipped_R2_paired	7787761.0	2470813.0
ABLG10834_trimmed_clipped_R1_paired	6842530.0	1847798.0
ABLG10834_trimmed_clipped_R2_paired	6784920.0	1905408.0
ABLG10836_trimmed_clipped_R1_paired	11371305.0	3422682.0
ABLG10836_trimmed_clipped_R2_paired	11259426.0	3534561.0
ABLG10837_trimmed_clipped_R1_paired	7255305.0	1989096.0
ABLG10837_trimmed_clipped_R2_paired	7185269.0	2059132.0
ABLG10839_trimmed_clipped_R1_paired	12281325.0	3744427.0
ABLG10839_trimmed_clipped_R2_paired	12210421.0	3815331.0
ABLG10843_trimmed_clipped_R1_paired	6381417.0	1747274.0
ABLG10843_trimmed_clipped_R2_paired	6322043.0	1806648.0
ABLG10844_trimmed_clipped_R1_paired	8825542.0	2132994.0
ABLG10844_trimmed_clipped_R2_paired	8757567.0	2200969.0
ABLG10846_trimmed_clipped_R1_paired	10699491.0	3014904.0
ABLG10846_trimmed_clipped_R2_paired	10608320.0	3106075.0
ABLG10847_trimmed_clipped_R1_paired	7809357.0	2108305.0
ABLG10847_trimmed_clipped_R2_paired	7722349.0	2195313.0
ABLG10849_trimmed_clipped_R1_paired	4378842.0	1181200.0
ABLG10849_trimmed_clipped_R2_paired	4319721.0	1240321.0
ABLG10850_trimmed_clipped_R1_paired	9087875.0	2645052.0
ABLG10850_trimmed_clipped_R2_paired	8988730.0	2744197.0
ABLG10851_trimmed_clipped_R1_paired	86981.0	14817.0
ABLG10851_trimmed_clipped_R2_paired	86006.0	15792.0
ABLG10852_trimmed_clipped_R1_paired	8758240.0	2534391.0
ABLG10852_trimmed_clipped_R2_paired	8669151.0	2623480.0
ABLG10853_trimmed_clipped_R1_paired	8913337.0	2459741.0
ABLG10853_trimmed_clipped_R2_paired	8823475.0	2549603.0
ABLG10854_trimmed_clipped_R1_paired	9180554.0	2615682.0
ABLG10854_trimmed_clipped_R2_paired	9083924.0	2712312.0
ABLG10855_trimmed_clipped_R1_paired	5711935.0	1455993.0
ABLG10855_trimmed_clipped_R2_paired	5635980.0	1531948.0
ABLG10856_trimmed_clipped_R1_paired	6418771.0	1720779.0
ABLG10856_trimmed_clipped_R2_paired	6361246.0	1778304.0
ABLG10857_trimmed_clipped_R1_paired	6515156.0	1772608.0
ABLG10857_trimmed_clipped_R2_paired	6429239.0	1858525.0
ABLG10858_trimmed_clipped_R1_paired	6224727.0	1620273.0
ABLG10858_trimmed_clipped_R2_paired	6156277.0	1688723.0
ABLG10859_trimmed_clipped_R1_paired	7376211.0	1789068.0
ABLG10859_trimmed_clipped_R2_paired	7253677.0	1911602.0
ABLG10860_trimmed_clipped_R1_paired	7406752.0	1976816.0
ABLG10860_trimmed_clipped_R2_paired	7318554.0	2065014.0
ABLG10861_trimmed_clipped_R1_paired	10505104.0	3086032.0
ABLG10861_trimmed_clipped_R2_paired	10388062.0	3203074.0
ABLG10862_trimmed_clipped_R1_paired	6687236.0	1770525.0
ABLG10862_trimmed_clipped_R2_paired	6612226.0	1845535.0
ABLG10863_trimmed_clipped_R1_paired	7374373.0	1952545.0
ABLG10863_trimmed_clipped_R2_paired	7267261.0	2059657.0
ABLG10864_trimmed_clipped_R1_paired	8421146.0	2427550.0
ABLG10864_trimmed_clipped_R2_paired	8336896.0	2511800.0
ABLG10865_trimmed_clipped_R1_paired	5494655.0	1337863.0
ABLG10865_trimmed_clipped_R2_paired	5445496.0	1387022.0
ABLG10866_trimmed_clipped_R1_paired	8109947.0	2416704.0
ABLG10866_trimmed_clipped_R2_paired	8028570.0	2498081.0
ABLG10867_trimmed_clipped_R1_paired	8358645.0	2175136.0
ABLG10867_trimmed_clipped_R2_paired	8250494.0	2283287.0
ABLG10868_trimmed_clipped_R1_paired	6383663.0	1587142.0
ABLG10868_trimmed_clipped_R2_paired	6313849.0	1656956.0
ABLG10915_trimmed_clipped_R1_paired	10466244.0	3580644.0
ABLG10915_trimmed_clipped_R2_paired	10332444.0	3714444.0
ABLG10916_trimmed_clipped_R1_paired	3429326.0	1226174.0
ABLG10916_trimmed_clipped_R2_paired	3370458.0	1285042.0
ABLG10917_trimmed_clipped_R1_paired	9684544.0	3283017.0
ABLG10917_trimmed_clipped_R2_paired	9570868.0	3396693.0
ABLG10918_trimmed_clipped_R1_paired	3167698.0	915935.0
ABLG10918_trimmed_clipped_R2_paired	3115993.0	967640.0
ABLG10920_trimmed_clipped_R1_paired	4511153.0	1388505.0
ABLG10920_trimmed_clipped_R2_paired	4436326.0	1463332.0
ABLG10921_trimmed_clipped_R1_paired	5693672.0	1830197.0
ABLG10921_trimmed_clipped_R2_paired	5622264.0	1901605.0
ABLG10922_trimmed_clipped_R1_paired	9663205.0	3366769.0
ABLG10922_trimmed_clipped_R2_paired	9548010.0	3481964.0
ABLG10923_trimmed_clipped_R1_paired	6466121.0	1954018.0
ABLG10923_trimmed_clipped_R2_paired	6384733.0	2035406.0
ABLG10928_trimmed_clipped_R1_paired	4449453.0	1335339.0
ABLG10928_trimmed_clipped_R2_paired	4388274.0	1396518.0
ABLG10930_trimmed_clipped_R1_paired	12621968.0	4468765.0
ABLG10930_trimmed_clipped_R2_paired	12499724.0	4591009.0
ABLG1927_trimmed_clipped_R1_paired	4940219.0	1115637.0
ABLG1927_trimmed_clipped_R2_paired	4914143.0	1141713.0
ABLG1928_trimmed_clipped_R1_paired	4822781.0	1840019.0
ABLG1928_trimmed_clipped_R2_paired	4891353.0	1771447.0
ABLG1929_trimmed_clipped_R1_paired	7913488.0	2315999.0
ABLG1929_trimmed_clipped_R2_paired	7920861.0	2308626.0
ABLG1930_trimmed_clipped_R1_paired	8501763.0	3788145.0
ABLG1930_trimmed_clipped_R2_paired	8544680.0	3745228.0
ABLG1931_trimmed_clipped_R1_paired	9539329.0	4138335.0
ABLG1931_trimmed_clipped_R2_paired	9622203.0	4055461.0
ABLG1932_trimmed_clipped_R1_paired	13167311.0	6728819.0
ABLG1932_trimmed_clipped_R2_paired	13434590.0	6461540.0
ABLG1936_trimmed_clipped_R1_paired	4257416.0	1504144.0
ABLG1936_trimmed_clipped_R2_paired	4275168.0	1486392.0
ABLG1937_trimmed_clipped_R1_paired	7935976.0	2965361.0
ABLG1937_trimmed_clipped_R2_paired	7973982.0	2927355.0
ABLG1938_trimmed_clipped_R1_paired	9268598.0	3280733.0
ABLG1938_trimmed_clipped_R2_paired	9281264.0	3268067.0
ABLG1941_trimmed_clipped_R1_paired	5769885.0	1980105.0
ABLG1941_trimmed_clipped_R2_paired	5779713.0	1970277.0
ABLG1942_trimmed_clipped_R1_paired	6842283.0	2260968.0
ABLG1942_trimmed_clipped_R2_paired	6833625.0	2269626.0
ABLG1943_trimmed_clipped_R1_paired	6818375.0	2744699.0
ABLG1943_trimmed_clipped_R2_paired	6938629.0	2624445.0
ABLG1944_trimmed_clipped_R1_paired	3727508.0	1097277.0
ABLG1944_trimmed_clipped_R2_paired	3704303.0	1120482.0
ABLG1945_trimmed_clipped_R1_paired	12370943.0	5627884.0
ABLG1945_trimmed_clipped_R2_paired	12585532.0	5413295.0
ABLG1946_trimmed_clipped_R1_paired	4798653.0	1241496.0
ABLG1946_trimmed_clipped_R2_paired	4759874.0	1280275.0
ABLG1947_trimmed_clipped_R1_paired	4052048.0	1009169.0
ABLG1947_trimmed_clipped_R2_paired	4036457.0	1024760.0
ABLG1948_trimmed_clipped_R1_paired	690108.0	235657.0
ABLG1948_trimmed_clipped_R2_paired	690374.0	235391.0
ABLG1950_trimmed_clipped_R1_paired	10653439.0	3952106.0
ABLG1950_trimmed_clipped_R2_paired	10755841.0	3849704.0
ABLG1952_trimmed_clipped_R1_paired	6134093.0	1884770.0
ABLG1952_trimmed_clipped_R2_paired	6101194.0	1917669.0
ABLG1953_trimmed_clipped_R1_paired	6291787.0	1723811.0
ABLG1953_trimmed_clipped_R2_paired	6293556.0	1722042.0
ABLG1955_trimmed_clipped_R1_paired	4124689.0	1601003.0
ABLG1955_trimmed_clipped_R2_paired	4178037.0	1547655.0
ABLG1956_trimmed_clipped_R1_paired	4663209.0	1199682.0
ABLG1956_trimmed_clipped_R2_paired	4647714.0	1215177.0
ABLG1957_trimmed_clipped_R1_paired	10796367.0	4635887.0
ABLG1957_trimmed_clipped_R2_paired	10877972.0	4554282.0
ABLG1958_trimmed_clipped_R1_paired	7573455.0	2444837.0
ABLG1958_trimmed_clipped_R2_paired	7592554.0	2425738.0
ABLG1961_trimmed_clipped_R1_paired	7253084.0	2782764.0
ABLG1961_trimmed_clipped_R2_paired	7313428.0	2722420.0
ABLG1962_trimmed_clipped_R1_paired	5145934.0	1441224.0
ABLG1962_trimmed_clipped_R2_paired	5135497.0	1451661.0
ABLG1963_trimmed_clipped_R1_paired	6480094.0	2235870.0
ABLG1963_trimmed_clipped_R2_paired	6555731.0	2160233.0
ABLG1965_trimmed_clipped_R1_paired	7842139.0	3374795.0
ABLG1965_trimmed_clipped_R2_paired	7885246.0	3331688.0
ABLG1968_trimmed_clipped_R1_paired	8558049.0	2567103.0
ABLG1968_trimmed_clipped_R2_paired	8546615.0	2578537.0
ABLG1969_trimmed_clipped_R1_paired	6252798.0	2118309.0
ABLG1969_trimmed_clipped_R2_paired	6281276.0	2089831.0
ABLG1970_trimmed_clipped_R1_paired	8533714.0	2290620.0
ABLG1970_trimmed_clipped_R2_paired	8514786.0	2309548.0
ABLG1971_trimmed_clipped_R1_paired	11314930.0	3477379.0
